onset	duration	sample	trial_type	story_id	stim_file	candidate_pair_count	selection_rule
35.048000	300.035000	35048	rest	n/a	n/a	1	last_adjacent_pair_with_duration_ge_150_s
345.720000	321.067000	345720	speech	1	audio/story-01.mp3	1	last_adjacent_pair_with_duration_ge_150_s
749.575000	310.123000	749575	speech	2	audio/story-02.mp3	1	last_adjacent_pair_with_duration_ge_150_s
1120.854000	300.403000	1120854	speech	3	audio/story-03.mp3	1	last_adjacent_pair_with_duration_ge_150_s
1510.158000	315.924000	1510158	speech	4	audio/story-04.mp3	1	last_adjacent_pair_with_duration_ge_150_s
1872.446000	308.349000	1872446	speech	5	audio/story-05.mp3	1	last_adjacent_pair_with_duration_ge_150_s
2253.925000	314.923000	2253925	speech	6	audio/story-06.mp3	1	last_adjacent_pair_with_duration_ge_150_s
2624.863000	305.779000	2624863	speech	7	audio/story-07.mp3	1	last_adjacent_pair_with_duration_ge_150_s
2985.119000	310.460000	2985119	speech	8	audio/story-08.mp3	1	last_adjacent_pair_with_duration_ge_150_s
3366.725000	247.240000	3366725	speech	9	audio/story-09.mp3	1	last_adjacent_pair_with_duration_ge_150_s
3664.142000	324.946000	3664142	speech	10	audio/story-10.mp3	1	last_adjacent_pair_with_duration_ge_150_s
4045.182000	276.205000	4045182	speech	11	audio/story-11.mp3	1	last_adjacent_pair_with_duration_ge_150_s
4448.277000	309.280000	4448277	speech	12	audio/story-12.mp3	1	last_adjacent_pair_with_duration_ge_150_s
4843.457000	304.238000	4843457	speech	13	audio/story-13.mp3	1	last_adjacent_pair_with_duration_ge_150_s
5222.140000	196.831000	5222140	speech	14	audio/story-14.mp3	1	last_adjacent_pair_with_duration_ge_150_s
5510.396000	307.354000	5510396	speech	15	audio/story-15.mp3	1	last_adjacent_pair_with_duration_ge_150_s
5860.082000	305.585000	5860082	speech	16	audio/story-16.mp3	1	last_adjacent_pair_with_duration_ge_150_s
6228.899000	290.802000	6228899	speech	17	audio/story-17.mp3	1	last_adjacent_pair_with_duration_ge_150_s
