index	word	part_of_speech	onset	offset	duration
1	诸葛亮	体词	1.010	1.490	0.480
2	伐	谓词	1.490	1.700	0.210
3	魏	体词	1.700	1.840	0.140
4	已经	饰词	1.840	2.090	0.250
5	是	谓词	2.090	2.200	0.110
6	第六次	饰词	2.200	2.740	0.540
7	了	虚词	2.740	2.880	0.140
8	前几次	其他	3.450	4.010	0.560
9	蜀	其他	4.010	4.230	0.220
10	军	体词	4.230	4.420	0.190
11	虽然	虚词	4.420	4.730	0.310
12	占	谓词	4.730	4.910	0.180
13	了	虚词	4.910	4.990	0.080
14	一些	饰词	4.990	5.180	0.190
15	地盘	体词	5.180	5.640	0.460
16	总是	虚词	5.820	6.210	0.390
17	因为	虚词	6.210	6.450	0.240
18	粮草	体词	6.450	6.850	0.400
19	不足	谓词	6.850	7.260	0.410
20	坚持	谓词	7.410	7.840	0.430
21	不了	谓词	7.840	8.080	0.240
22	多久	饰词	8.080	8.480	0.400
23	只好	饰词	8.570	8.930	0.360
24	退兵	谓词	8.930	9.350	0.420
25	回去	谓词	9.350	9.710	0.360
26	这回	饰词	10.810	11.190	0.380
27	他	代词	11.190	11.280	0.090
28	想出	谓词	11.280	11.680	0.400
29	了	虚词	11.680	11.770	0.090
30	一个	饰词	11.770	11.920	0.150
31	长远	饰词	11.920	12.390	0.470
32	的	虚词	12.390	12.460	0.070
33	办法	体词	12.460	12.890	0.430
34	把	虚词	13.030	13.170	0.140
35	军队	体词	13.170	13.560	0.390
36	屯	谓词	13.560	13.780	0.220
37	在	虚词	13.780	13.890	0.110
38	五丈	饰词	13.890	14.250	0.360
39	原	体词	14.250	14.510	0.260
40	然后	虚词	15.030	15.270	0.240
41	分出	谓词	15.270	15.630	0.360
42	一部分	饰词	15.630	16.050	0.420
43	士兵	体词	16.050	16.460	0.410
44	到	谓词	16.460	16.600	0.140
45	渭河	体词	16.600	17.010	0.410
46	南	体词	17.010	17.230	0.220
47	去	谓词	17.230	17.360	0.130
48	开荒	谓词	17.360	17.810	0.450
49	种地	体词	17.810	18.220	0.410
50	收打	谓词	18.290	18.750	0.460
51	粮食	体词	18.750	19.190	0.440
52	士兵	体词	20.320	20.800	0.480
53	跟	虚词	20.800	20.950	0.150
54	当地	体词	20.950	21.270	0.320
55	的	虚词	21.270	21.370	0.100
56	老百姓	体词	21.370	21.900	0.530
57	杂居	体词	21.900	22.230	0.330
58	在	虚词	22.230	22.390	0.160
59	一	饰词	22.390	22.510	0.120
60	起	谓词	22.540	22.790	0.250
61	按照	虚词	23.240	23.480	0.240
62	诸葛亮	体词	23.480	23.920	0.440
63	的	虚词	23.920	23.980	0.060
64	命令	体词	23.980	24.340	0.360
65	不	饰词	24.370	24.580	0.210
66	侵扰	谓词	24.580	24.910	0.330
67	百姓	体词	24.910	25.340	0.430
68	不	饰词	25.370	25.570	0.200
69	拿	谓词	25.570	25.730	0.160
70	人家	体词	25.730	25.990	0.260
71	的	虚词	25.990	26.090	0.100
72	东西	体词	26.090	26.470	0.380
73	跟	虚词	26.580	26.790	0.210
74	农民	体词	26.790	27.120	0.330
75	相处	饰词	27.120	27.480	0.360
76	得	虚词	27.480	27.560	0.080
77	很	饰词	27.560	27.740	0.180
78	不错	谓词	27.740	28.080	0.340
79	诸葛亮	体词	29.210	29.740	0.530
80	又	饰词	29.740	29.820	0.080
81	和	虚词	29.820	29.960	0.140
82	木匠	体词	29.960	30.380	0.420
83	一起	饰词	30.380	30.630	0.250
84	设计	谓词	30.630	31.000	0.370
85	了	虚词	31.000	31.100	0.100
86	木牛流马	体词	31.100	31.960	0.860
87	有	谓词	31.960	32.090	0.130
88	了	虚词	32.090	32.190	0.100
89	这种	代词	32.190	32.490	0.300
90	双轮	饰词	32.490	32.900	0.410
91	车	体词	32.900	33.070	0.170
92	和	虚词	33.070	33.200	0.130
93	独轮车	体词	33.200	33.790	0.590
94	从	虚词	33.980	34.260	0.280
95	蜀地	体词	34.260	34.720	0.460
96	往前方	体词	34.720	35.330	0.610
97	送	谓词	35.330	35.550	0.220
98	粮食	体词	35.550	35.990	0.440
99	走	谓词	36.410	36.560	0.150
100	那些	代词	36.560	36.840	0.280
101	又	饰词	36.840	37.110	0.270
102	窄	谓词	37.110	37.350	0.240
103	又	饰词	37.350	37.560	0.210
104	陡	谓词	37.560	37.760	0.200
105	的	虚词	37.760	37.840	0.080
106	山间	体词	37.840	38.230	0.390
107	小路	体词	38.230	38.700	0.470
108	就	饰词	38.730	38.920	0.190
109	容易	谓词	38.920	39.220	0.300
110	多	饰词	39.220	39.440	0.220
111	了	虚词	39.440	39.570	0.130
112	诸葛亮	体词	40.640	41.150	0.510
113	准备	谓词	41.150	41.420	0.270
114	了	虚词	41.420	41.540	0.120
115	充足	谓词	41.540	41.990	0.450
116	的	虚词	41.990	42.090	0.100
117	粮草	体词	42.090	42.620	0.530
118	下决心	谓词	42.750	43.430	0.680
119	跟	虚词	43.430	43.620	0.190
120	魏军	体词	43.620	43.980	0.360
121	长期	饰词	43.980	44.430	0.450
122	作战	谓词	44.430	44.800	0.370
123	北伐	其他	45.250	45.610	0.360
124	不	饰词	45.610	45.730	0.120
125	成功	谓词	45.730	46.130	0.400
126	决不罢休	其他	46.160	46.880	0.720
127	司马懿	体词	47.780	48.370	0.590
128	是	谓词	48.370	48.510	0.140
129	温城	体词	48.510	48.910	0.400
130	人	体词	48.910	49.090	0.180
131	打	谓词	49.190	49.470	0.280
132	小	谓词	49.470	49.690	0.220
133	就	饰词	49.690	49.810	0.120
134	会	谓词	49.810	49.920	0.110
135	算计	谓词	49.920	50.340	0.420
136	碰到	谓词	50.600	50.890	0.290
137	什么	代词	50.890	51.100	0.210
138	难事	体词	51.100	51.490	0.390
139	就	饰词	51.490	51.600	0.110
140	爱	谓词	51.600	51.720	0.120
141	装个	饰词	51.720	52.000	0.280
142	糊涂	谓词	52.000	52.430	0.430
143	后来	体词	53.070	53.340	0.270
144	成	谓词	53.340	53.510	0.170
145	了	虚词	53.510	53.580	0.070
146	曹操	体词	53.580	53.980	0.400
147	的	虚词	53.980	54.050	0.070
