index	word	part_of_speech	onset	offset	duration
1	司马昭	体词	1.010	1.590	0.580
2	说	谓词	1.590	1.850	0.260
3	杀	谓词	2.980	3.280	0.300
4	个	体词	3.280	3.360	0.080
5	小点儿	体词	3.360	3.730	0.370
6	的	虚词	3.730	3.800	0.070
7	吧	虚词	3.800	4.020	0.220
8	陈泰	体词	5.290	5.650	0.360
9	说	谓词	5.650	5.940	0.290
10	只有	虚词	7.060	7.330	0.270
11	再	饰词	7.330	7.540	0.210
12	大	谓词	7.540	7.710	0.170
13	点儿	体词	7.710	7.880	0.170
14	的	虚词	7.880	8.050	0.170
15	没有	谓词	8.310	8.500	0.190
16	小点儿	体词	8.500	8.930	0.430
17	的	虚词	8.930	9.070	0.140
18	司马昭	体词	10.310	10.820	0.510
19	好像	谓词	10.820	11.150	0.330
20	没	谓词	11.150	11.300	0.150
21	听见	谓词	11.300	11.640	0.340
22	他	代词	11.640	11.730	0.090
23	的话	虚词	11.730	12.080	0.350
24	就	饰词	12.170	12.300	0.130
25	说起	谓词	12.300	12.700	0.400
26	立新	饰词	12.700	13.110	0.410
27	皇帝	体词	13.110	13.460	0.350
28	的	虚词	13.460	13.550	0.090
29	事	体词	13.550	13.690	0.140
30	了	虚词	13.690	13.830	0.140
31	当然	饰词	14.430	14.740	0.310
32	又	饰词	14.740	14.840	0.100
33	是	谓词	14.840	14.960	0.120
34	他	代词	14.960	15.190	0.230
35	说了算	其他	15.190	15.640	0.450
36	十五岁	饰词	16.200	16.780	0.580
37	的	虚词	16.780	16.880	0.100
38	曹奂	体词	16.880	17.380	0.500
39	被	虚词	17.380	17.500	0.120
40	立为	饰词	17.500	17.760	0.260
41	皇帝	体词	17.760	18.260	0.500
42	就是	饰词	18.300	18.630	0.330
43	魏元帝	体词	18.630	19.250	0.620
44	没	谓词	20.090	20.210	0.120
45	几天	饰词	20.210	20.590	0.380
46	司马昭	体词	20.660	21.260	0.600
47	上	体词	21.260	21.470	0.210
48	了	虚词	21.470	21.550	0.080
49	一个	饰词	21.550	21.690	0.140
50	奏章	体词	21.690	22.150	0.460
51	说	谓词	22.590	22.730	0.140
52	成济	体词	22.730	23.140	0.410
53	大逆不道	其他	23.140	23.880	0.740
54	杀	谓词	24.040	24.330	0.290
55	了	虚词	24.330	24.410	0.080
56	皇上	体词	24.410	24.880	0.470
57	应该	谓词	24.980	25.300	0.320
58	灭门	谓词	25.300	25.780	0.480
59	成济	体词	26.940	27.330	0.390
60	就	饰词	27.330	27.440	0.110
61	这么	代词	27.440	27.670	0.230
62	做	谓词	27.670	27.820	0.150
63	了	虚词	27.820	27.910	0.090
64	替死鬼	其他	27.910	28.560	0.650
65	司马氏	体词	28.870	29.450	0.580
66	这么	代词	29.450	29.660	0.210
67	专横	谓词	29.660	30.110	0.450
68	看不惯	谓词	30.250	30.810	0.560
69	的	虚词	30.810	30.890	0.080
70	人	体词	30.890	31.050	0.160
71	有的是	其他	31.050	31.560	0.510
72	就是	饰词	31.590	31.960	0.370
73	不敢	饰词	31.960	32.220	0.260
74	说	谓词	32.220	32.460	0.240
75	这	代词	33.200	33.380	0.180
76	一回	饰词	33.380	33.590	0.210
77	司马昭	体词	33.590	34.050	0.460
78	连皇帝	体词	34.050	34.660	0.610
79	都	饰词	34.660	34.770	0.110
80	杀	谓词	34.770	35.010	0.240
81	了	虚词	35.010	35.130	0.120
82	好多	饰词	35.460	35.850	0.390
83	人	体词	35.850	36.010	0.160
84	都	饰词	36.010	36.090	0.080
85	背地里	体词	36.090	36.610	0.520
86	议论纷纷	其他	36.610	37.300	0.690
87	有些	代词	37.900	38.140	0.240
88	文人学士	体词	38.140	38.840	0.700
89	忍不住	谓词	38.840	39.260	0.420
90	批评	谓词	39.260	39.690	0.430
91	起	谓词	39.690	39.810	0.120
92	朝政	体词	39.810	40.260	0.450
93	来	谓词	40.260	40.390	0.130
94	这些	代词	40.980	41.290	0.310
95	人	体词	41.290	41.440	0.150
96	里面	体词	41.440	41.690	0.250
97	最	饰词	41.690	41.930	0.240
98	有名	谓词	41.930	42.280	0.350
99	的	虚词	42.280	42.350	0.070
100	是	谓词	42.350	42.480	0.130
101	嵇康	体词	42.480	43.020	0.540
102	嵇康	体词	44.170	44.560	0.390
103	从小	饰词	44.560	44.970	0.410
104	喜欢	谓词	44.970	45.320	0.350
105	读书	体词	45.320	45.660	0.340
106	作	谓词	45.660	45.840	0.180
107	诗	体词	45.840	46.160	0.320
108	性格	体词	46.390	46.770	0.380
109	挺	饰词	46.770	46.960	0.190
110	豪爽	谓词	46.960	47.470	0.510
111	他	代词	48.080	48.240	0.160
112	跟	虚词	48.240	48.380	0.140
113	好	谓词	48.380	48.570	0.190
114	朋友	体词	48.570	48.850	0.280
