index	word	part_of_speech	onset	offset	duration
1	不过	虚词	1.290	1.520	0.230
2	你	代词	1.520	1.640	0.120
3	离开	谓词	1.640	1.940	0.300
4	军营	体词	1.940	2.450	0.510
5	让	谓词	2.690	2.800	0.110
6	谁	代词	2.800	3.010	0.210
7	代替	谓词	3.010	3.370	0.360
8	呐	虚词	3.370	3.560	0.190
9	吕蒙	体词	4.330	4.650	0.320
10	说	谓词	4.650	4.900	0.250
11	您	谓词	6.060	6.230	0.170
12	兄长	体词	6.230	6.570	0.340
13	的	虚词	6.570	6.630	0.060
14	女婿	体词	6.630	6.960	0.330
15	陆逊	体词	6.960	7.360	0.400
16	虽然	虚词	7.360	7.630	0.270
17	年纪	体词	7.630	7.900	0.270
18	轻	谓词	7.900	8.240	0.340
19	办事	体词	8.440	8.790	0.350
20	可	谓词	8.790	8.900	0.110
21	挺	饰词	8.900	9.070	0.170
22	有远见	其他	9.070	9.670	0.600
23	有	谓词	9.860	10.010	0.150
24	计谋	体词	10.010	10.430	0.420
25	他	代词	11.060	11.170	0.110
26	现在	体词	11.170	11.450	0.280
27	没有	谓词	11.450	11.650	0.200
28	什么	代词	11.650	11.860	0.210
29	名气	体词	11.860	12.310	0.450
30	让	谓词	12.760	12.880	0.120
31	他	代词	12.880	13.040	0.160
32	代替	谓词	13.040	13.380	0.340
33	我	代词	13.380	13.660	0.280
34	关羽	体词	13.900	14.190	0.290
35	不会	谓词	14.190	14.480	0.290
36	起疑心	体词	14.480	15.080	0.600
37	孙权	体词	16.300	16.710	0.410
38	答应	谓词	16.710	17.080	0.370
39	了	虚词	17.080	17.200	0.120
40	陆逊	体词	17.830	18.230	0.400
41	按照	虚词	18.230	18.470	0.240
42	吕蒙	体词	18.470	18.840	0.370
43	的	虚词	18.840	18.910	0.070
44	安排	谓词	18.910	19.370	0.460
45	一	饰词	19.610	19.680	0.070
46	到	谓词	19.680	19.800	0.120
47	陆口	体词	19.800	20.230	0.430
48	就	饰词	20.230	20.360	0.130
49	给	虚词	20.360	20.470	0.110
50	关羽	体词	20.470	20.820	0.350
51	写	谓词	20.820	21.020	0.200
52	了	虚词	21.020	21.120	0.100
53	封信	体词	21.120	21.540	0.420
54	信	体词	21.890	22.140	0.250
55	上	体词	22.140	22.280	0.140
56	这么	代词	22.280	22.480	0.200
57	说	谓词	22.480	22.740	0.260
58	将军	体词	23.880	24.280	0.400
59	出师	体词	24.280	24.650	0.370
60	得胜	谓词	24.650	25.080	0.430
61	声威大振	其他	25.190	26.000	0.810
62	这个	代词	26.450	26.730	0.280
63	功劳	体词	26.730	27.070	0.340
64	哪个	代词	27.070	27.380	0.310
65	古人	体词	27.380	27.690	0.310
66	敢	谓词	27.690	27.860	0.170
67	比	虚词	27.860	28.020	0.160
68	呐	谓词	28.020	28.220	0.200
69	不过	虚词	28.810	29.040	0.230
70	曹操	体词	29.040	29.420	0.380
71	很狡猾	其他	29.420	30.140	0.720
72	您	代词	30.440	30.540	0.100
73	可	谓词	30.540	30.630	0.090
74	千万别	其他	30.630	31.110	0.480
75	大意	饰词	31.110	31.460	0.350
76	我	代词	32.160	32.240	0.080
77	是	谓词	32.240	32.400	0.160
78	个	体词	32.400	32.490	0.090
79	书生	体词	32.490	32.930	0.440
80	没有	谓词	33.130	33.280	0.150
81	什么	代词	33.280	33.500	0.220
82	本事	代词	33.500	33.900	0.400
83	只	饰词	34.250	34.400	0.150
84	盼望	谓词	34.400	34.760	0.360
85	您	代词	34.760	34.900	0.140
86	能	谓词	34.900	35.000	0.100
87	获得	谓词	35.000	35.290	0.290
88	全胜	体词	35.290	35.850	0.560
89	从今往后	其他	36.480	37.310	0.830
90	我	代词	37.650	37.690	0.040
91	还	饰词	37.690	37.840	0.150
92	得	虚词	37.840	37.930	0.090
93	靠	谓词	37.930	38.140	0.210
94	您	代词	38.140	38.310	0.170
95	多	饰词	38.310	38.480	0.170
96	指教	体词	38.480	38.880	0.400
97	呐	虚词	38.880	39.080	0.200
98	关羽	体词	40.320	40.660	0.340
99	就	饰词	40.660	40.770	0.110
100	喜欢	谓词	40.770	41.140	0.370
101	别人	代词	41.140	41.390	0.250
102	夸	谓词	41.390	41.670	0.280
103	他	代词	41.670	41.830	0.160
104	这会儿	代词	42.210	42.540	0.330
105	见	谓词	42.540	42.710	0.170
106	陆逊	体词	42.710	43.080	0.370
107	这么	代词	43.080	43.280	0.200
108	有	谓词	43.280	43.400	0.120
109	礼貌	体词	43.400	43.850	0.450
110	心里	体词	43.920	44.250	0.330
111	舒服	谓词	44.250	44.600	0.350
112	极了	饰词	44.600	44.950	0.350
113	陆逊	体词	45.580	46.000	0.420
