index	word	part_of_speech	onset	offset	duration
1	曹操	体词	1.270	1.710	0.440
2	看	谓词	1.710	1.890	0.180
3	了	虚词	1.890	1.960	0.070
4	孙权	体词	1.960	2.350	0.390
5	的	虚词	2.350	2.420	0.070
6	信	体词	2.420	2.700	0.280
7	眨巴	谓词	2.810	3.120	0.310
8	眨巴	谓词	3.120	3.410	0.290
9	眼睛	体词	3.410	3.900	0.490
10	乐	谓词	4.110	4.330	0.220
11	了	虚词	4.330	4.460	0.130
12	他	代词	5.110	5.200	0.090
13	把	虚词	5.200	5.300	0.100
14	信	体词	5.300	5.520	0.220
15	给	虚词	5.520	5.640	0.120
16	左右	饰词	5.640	6.000	0.360
17	的	虚词	6.000	6.090	0.090
18	人	体词	6.090	6.240	0.150
19	看	谓词	6.240	6.510	0.270
20	说	谓词	6.680	6.940	0.260
21	孙权	体词	8.040	8.600	0.560
22	这	代词	8.600	8.690	0.090
23	小子	体词	8.690	9.030	0.340
24	是	谓词	9.600	9.770	0.170
25	要	谓词	9.770	9.880	0.110
26	把	虚词	9.880	10.040	0.160
27	我	代词	10.040	10.150	0.110
28	放在	谓词	10.150	10.460	0.310
29	火炉子	体词	10.460	10.990	0.530
30	上烤哇	体词	10.990	11.650	0.660
31	大伙儿	代词	12.960	13.340	0.380
32	一	饰词	13.340	13.430	0.090
33	听	谓词	13.430	13.630	0.200
34	都	饰词	13.630	13.820	0.190
35	急	谓词	13.820	14.010	0.190
36	着	虚词	14.010	14.090	0.080
37	说	谓词	14.090	14.330	0.240
38	汉朝	体词	15.430	15.910	0.480
39	的	虚词	15.910	16.010	0.100
40	气数	体词	16.010	16.430	0.420
41	已经	饰词	16.430	16.690	0.260
42	完	谓词	16.690	16.880	0.190
43	了	虚词	16.880	17.080	0.200
44	您	代词	17.710	17.840	0.130
45	的	虚词	17.840	17.920	0.080
46	功劳	体词	17.920	18.240	0.320
47	这么	代词	18.240	18.490	0.250
48	大	谓词	18.490	18.680	0.190
49	真是	饰词	18.810	19.140	0.330
50	众望所归	其他	19.140	20.010	0.870
51	连远	饰词	20.540	20.930	0.390
52	在	虚词	20.930	21.050	0.120
53	江南	体词	21.050	21.420	0.370
54	的	虚词	21.420	21.490	0.070
55	孙权	体词	21.490	21.990	0.500
56	都	饰词	21.990	22.080	0.090
57	自称	谓词	22.080	22.430	0.350
58	臣	体词	22.430	22.670	0.240
59	下	体词	22.670	22.870	0.200
60	了	虚词	22.870	23.020	0.150
61	您	代词	23.390	23.490	0.100
62	还	饰词	23.490	23.610	0.120
63	犹豫	谓词	23.610	23.850	0.240
64	什么	代词	23.850	24.100	0.250
65	呐	虚词	24.100	24.290	0.190
66	曹操	体词	25.510	25.950	0.440
67	捋	谓词	25.950	26.130	0.180
68	着	虚词	26.130	26.220	0.090
69	胡子	体词	26.220	26.650	0.430
70	慢腾腾	谓词	26.830	27.390	0.560
71	地	虚词	27.390	27.460	0.070
72	说	谓词	27.460	27.690	0.230
73	要	谓词	28.850	28.980	0.130
74	真是	饰词	28.980	29.270	0.290
75	这样	代词	29.270	29.690	0.420
76	我	代词	30.130	30.230	0.100
77	就是	饰词	30.230	30.520	0.290
78	周文王	体词	30.520	31.060	0.540
79	了	虚词	31.060	31.210	0.150
80	周文王	体词	32.460	33.010	0.550
81	在	虚词	33.010	33.130	0.120
82	商朝	体词	33.130	33.590	0.460
83	快完了	其他	33.590	34.170	0.580
84	的	虚词	34.170	34.260	0.090
85	时候	体词	34.260	34.640	0.380
86	还	饰词	34.800	35.000	0.200
87	做	谓词	35.000	35.190	0.190
88	着	虚词	35.190	35.280	0.090
89	商朝	体词	35.280	35.720	0.440
90	的	虚词	35.720	35.810	0.090
91	臣	体词	35.810	36.090	0.280
92	下	体词	36.090	36.290	0.200
93	他	代词	36.810	36.930	0.120
94	死	谓词	36.930	37.120	0.190
95	了	虚词	37.120	37.240	0.120
96	以后	体词	37.240	37.580	0.340
97	儿子	体词	37.670	38.120	0.450
98	周武王	体词	38.120	38.720	0.600
99	才	饰词	38.720	38.850	0.130
100	灭	谓词	38.850	39.060	0.210
101	了	虚词	39.060	39.140	0.080
102	商朝	体词	39.140	39.580	0.440
103	建立	谓词	39.700	40.100	0.400
104	了	虚词	40.100	40.210	0.110
105	周朝	体词	40.210	40.680	0.470
106	曹操	体词	41.360	41.870	0.510
107	也	饰词	41.870	42.000	0.130
108	想	谓词	42.000	42.210	0.210
109	跟	虚词	42.210	42.370	0.160
110	周文王	体词	42.370	42.900	0.530
111	一样	代词	42.900	43.180	0.280
112	把	虚词	43.340	43.540	0.200
113	改朝换代	其他	43.540	44.420	0.880
114	的	虚词	44.420	44.500	0.080
115	事	体词	44.500	44.650	0.150
116	留给	谓词	44.650	44.930	0.280
117	儿子	体词	44.930	45.310	0.380
118	去	谓词	45.310	45.430	0.120
119	完成	谓词	45.430	45.840	0.410
120	就	饰词	46.940	47.120	0.180
121	在	虚词	47.120	47.290	0.170
122	说	谓词	47.290	47.480	0.190
123	这话	代词	47.480	47.850	0.370
124	以后	体词	47.850	48.090	0.240
125	不久	谓词	48.090	48.560	0.470
126	公元	体词	48.870	49.300	0.430
127	年初	体词	49.620	50.250	0.630
128	曹操	体词	50.390	50.840	0.450
129	得	虚词	50.840	50.980	0.140
130	了	虚词	50.980	51.080	0.100
131	重病	体词	51.080	51.500	0.420
132	他	代词	52.010	52.140	0.130
133	把	虚词	52.140	52.240	0.100
134	心腹	体词	52.240	52.640	0.400
135	大臣	体词	52.640	53.000	0.360
136	们	其他	53.000	53.110	0.110
137	叫	谓词	53.110	53.260	0.150
138	到	谓词	53.260	53.350	0.090
139	床	体词	53.350	53.600	0.250
140	前	体词	53.600	53.860	0.260
141	嘱咐	谓词	53.890	54.280	0.390
142	说	谓词	54.280	54.500	0.220
143	现在	体词	55.630	55.940	0.310
144	天下	体词	55.940	56.300	0.360
145	还	饰词	56.300	56.440	0.140
146	没	谓词	56.440	56.570	0.130
147	安定	谓词	56.570	57.000	0.430
148	我	代词	57.700	57.810	0.110
149	死	谓词	57.810	58.000	0.190
150	了	虚词	58.000	58.100	0.100
151	以后	体词	58.100	58.500	0.400
152	入殓	谓词	58.810	59.130	0.320
153	只	饰词	59.130	59.260	0.130
154	穿	谓词	59.260	59.450	0.190
155	平时	体词	59.450	59.800	0.350
156	的	虚词	59.800	59.900	0.100
157	衣服	体词	59.900	60.210	0.310
158	就行了	其他	60.210	60.660	0.450
159	坟	体词	61.160	61.340	0.180
160	里	体词	61.340	61.460	0.120
161	不要	饰词	61.460	61.730	0.270
162	放	谓词	61.730	61.930	0.200
163	金银珠宝	体词	61.930	62.670	0.740
164	文武	体词	63.160	63.400	0.240
165	官员	体词	63.400	63.790	0.390
166	都	饰词	63.790	63.890	0.100
167	该	代词	63.890	64.050	0.160
168	干什么	其他	64.050	64.430	0.380
169	干什么	其他	64.430	64.890	0.460
170	不要	饰词	65.050	65.240	0.190
171	乱动	谓词	65.240	65.600	0.360
172	大伙儿	代词	66.810	67.210	0.400
173	见	谓词	67.210	67.380	0.170
174	曹操	体词	67.380	67.790	0.410
175	费劲	谓词	67.790	68.220	0.430
176	地	虚词	68.220	68.290	0.070
177	喘	谓词	68.290	68.550	0.260
178	着	虚词	68.550	68.640	0.090
179	气	体词	68.640	68.940	0.300
180	都	饰词	69.090	69.290	0.200
181	心急火燎	其他	69.290	70.140	0.850
182	地	虚词	70.140	70.260	0.120
183	等	虚词	70.260	70.440	0.180
184	着	虚词	70.440	70.530	0.090
185	他	代词	70.530	70.670	0.140
186	把	虚词	70.670	70.780	0.110
187	国家	体词	70.780	71.160	0.380
188	大事	体词	71.160	71.490	0.330
189	安排	谓词	71.490	71.890	0.400
190	一下	饰词	71.890	72.130	0.240
191	曹操	体词	72.900	73.320	0.420
192	光	体词	73.320	73.550	0.230
193	拿	谓词	73.550	73.690	0.140
