index	word	part_of_speech	onset	offset	duration
1	打	谓词	1.290	1.430	0.140
2	了	虚词	1.430	1.560	0.130
3	半天	饰词	1.560	2.130	0.570
4	两个	饰词	2.420	2.690	0.270
5	人	体词	2.690	2.820	0.130
6	也	饰词	2.820	2.900	0.080
7	没	谓词	2.900	3.070	0.170
8	分出	谓词	3.070	3.360	0.290
9	个	体词	3.360	3.440	0.080
10	胜负	谓词	3.440	3.870	0.430
11	太史慈	体词	4.870	5.390	0.520
12	想	谓词	5.390	5.560	0.170
13	把	虚词	5.560	5.650	0.090
14	孙策引	体词	5.650	6.230	0.580
15	到	谓词	6.230	6.320	0.090
16	平地上	体词	6.320	7.100	0.780
17	拍马	谓词	7.430	7.800	0.370
18	转身	谓词	7.800	8.240	0.440
19	就	饰词	8.240	8.330	0.090
20	加鞭	谓词	8.330	8.720	0.390
21	往回	体词	8.720	9.030	0.310
22	跑	谓词	9.030	9.370	0.340
23	孙策	体词	10.100	10.430	0.330
24	哪儿	代词	10.430	10.650	0.220
25	肯	谓词	10.650	10.830	0.180
26	放过	谓词	10.830	11.210	0.380
27	立刻	饰词	11.570	11.890	0.320
28	追	谓词	11.890	12.080	0.190
29	了	虚词	12.080	12.200	0.120
30	上去	体词	12.200	12.580	0.380
31	到	谓词	13.790	13.950	0.160
32	了	虚词	13.950	14.060	0.110
33	岭下	体词	14.060	14.420	0.360
34	的	虚词	14.420	14.520	0.100
35	平地上	体词	14.520	15.330	0.810
36	太史慈	体词	15.770	16.290	0.520
37	掉	谓词	16.290	16.470	0.180
38	过	虚词	16.470	16.600	0.130
39	马头	体词	16.600	16.960	0.360
40	举枪	体词	16.960	17.370	0.410
41	就	饰词	17.370	17.490	0.120
42	刺	谓词	17.490	17.730	0.240
43	正赶上	其他	18.560	19.040	0.480
44	孙策	体词	19.040	19.430	0.390
45	猛	谓词	19.430	19.650	0.220
46	的	虚词	19.650	19.730	0.080
47	一枪	饰词	19.730	20.100	0.370
48	朝	虚词	20.100	20.240	0.140
49	他	代词	20.240	20.360	0.120
50	的	虚词	20.360	20.450	0.090
51	马刺	体词	20.450	20.880	0.430
52	过去	体词	20.880	21.190	0.310
53	太史慈	体词	22.180	22.680	0.500
54	忙	谓词	22.680	22.890	0.210
55	低头	体词	22.890	23.160	0.270
56	一	饰词	23.160	23.300	0.140
57	躲闪	谓词	23.300	23.860	0.560
58	孙策	体词	24.490	24.870	0.380
59	手疾眼快	其他	24.870	25.600	0.730
60	把	虚词	25.830	26.030	0.200
61	他	代词	26.030	26.140	0.110
62	背上	体词	26.140	26.470	0.330
63	的	虚词	26.470	26.550	0.080
64	短	谓词	26.550	26.760	0.210
65	戟	体词	26.760	26.930	0.170
66	抽出来	其他	26.930	27.480	0.550
67	了	虚词	27.480	27.660	0.180
68	就	饰词	28.800	28.900	0.100
69	在	虚词	28.900	29.060	0.160
70	这	代词	29.060	29.250	0.190
71	工夫	体词	29.250	29.690	0.440
72	太史慈	体词	30.050	30.660	0.610
73	也	饰词	30.660	30.780	0.120
74	转过身	谓词	30.780	31.310	0.530
75	来	谓词	31.310	31.550	0.240
76	一把	饰词	31.820	32.190	0.370
77	摘下	谓词	32.190	32.520	0.330
78	了	虚词	32.520	32.620	0.100
79	孙策	体词	32.620	33.000	0.380
80	的	虚词	33.000	33.100	0.100
81	头盔	体词	33.100	33.590	0.490
82	这时候	代词	34.490	34.940	0.450
83	刘繇	体词	35.400	35.690	0.290
84	听到	谓词	35.690	35.970	0.280
85	消息	体词	35.970	36.310	0.340
86	赶到	谓词	36.310	36.710	0.400
87	了	虚词	36.710	36.910	0.200
88	黄盖	体词	37.640	38.010	0.370
89	他们	代词	38.010	38.250	0.240
90	也	饰词	38.250	38.340	0.090
91	追上来	谓词	38.340	38.930	0.590
92	孙策	体词	40.070	40.470	0.400
93	和	虚词	40.470	40.600	0.130
94	太史慈	体词	40.600	41.170	0.570
95	都	饰词	41.170	41.300	0.130
96	怕	谓词	41.300	41.470	0.170
97	双方	体词	41.470	41.830	0.360
98	打	谓词	41.830	42.020	0.190
99	起来	谓词	42.020	42.400	0.380
100	吃了亏	其他	42.520	43.170	0.650
101	只好	饰词	43.510	43.810	0.300
102	放开手	其他	43.810	44.370	0.560
103	各自	代词	44.750	45.110	0.360
104	回	谓词	45.110	45.300	0.190
105	各自	代词	45.300	45.630	0.330
106	的	虚词	45.630	45.720	0.090
107	营里	体词	45.720	46.050	0.330
108	去	谓词	46.050	46.220	0.170
109	了	虚词	46.220	46.420	0.200
110	孙策	体词	47.420	47.760	0.340
111	和	虚词	47.760	47.910	0.150
112	将士	体词	47.910	48.240	0.330
113	们	其他	48.240	48.420	0.180
114	加紧	谓词	48.420	48.820	0.400
115	攻打	谓词	48.820	49.160	0.340
116	曲阿	体词	49.160	49.760	0.600
117	刘繇	体词	50.890	51.010	0.120
118	到	谓词	51.270	51.440	0.170
119	了	虚词	51.440	51.540	0.100
120	儿	体词	51.540	51.620	0.080
121	没	谓词	51.620	51.780	0.160
122	守住	谓词	51.780	52.240	0.460
123	逃出	谓词	52.730	53.030	0.300
124	城	体词	53.030	53.270	0.240
125	躲进	谓词	53.270	53.590	0.320
126	了	虚词	53.590	53.680	0.090
127	山里	体词	53.680	54.250	0.570
128	太史慈	体词	54.940	55.460	0.520
129	也	饰词	55.460	55.580	0.120
130	离开	谓词	55.580	55.920	0.340
131	曲阿	体词	55.920	56.410	0.490
132	退守	谓词	56.550	56.960	0.410
133	到	谓词	56.960	57.110	0.150
134	了	虚词	57.110	57.210	0.100
135	泾县	体词	57.210	57.810	0.600
136	孙策	体词	58.630	59.000	0.370
137	进	谓词	59.000	59.180	0.180
138	了	虚词	59.180	59.280	0.100
139	曲阿	体词	59.280	59.550	0.270
140	发出	谓词	59.930	60.230	0.300
141	通告	体词	60.230	60.620	0.390
142	说	谓词	60.620	60.900	0.280
143	刘繇	体词	62.150	62.470	0.320
144	的	虚词	62.470	62.580	0.110
145	部下	体词	62.580	63.090	0.510
146	凡是	饰词	63.350	63.650	0.300
147	来	谓词	63.650	63.780	0.130
148	投降	谓词	63.780	64.270	0.490
149	的	虚词	64.270	64.360	0.090
150	一律	饰词	64.610	64.910	0.300
151	不	饰词	64.910	65.070	0.160
152	追究	谓词	65.070	65.480	0.410
153	有	谓词	66.380	66.500	0.120
154	愿意	谓词	66.500	66.740	0.240
155	从军	体词	66.740	67.210	0.470
156	的	虚词	67.210	67.350	0.140
157	一家人	体词	67.610	68.130	0.520
158	都	饰词	68.130	68.240	0.110
159	可以	虚词	68.240	68.470	0.230
160	免除	谓词	68.470	68.840	0.370
161	官差	体词	68.840	69.290	0.450
162	不	饰词	69.800	69.950	0.150
163	愿意	谓词	69.950	70.190	0.240
164	从军	体词	70.190	70.620	0.430
165	的	虚词	70.620	70.800	0.180
166	也	饰词	70.960	71.090	0.130
167	不	饰词	71.090	71.220	0.130
168	强迫	谓词	71.220	71.600	0.380
169	他们	代词	71.600	71.900	0.300
170	这么一来	其他	73.250	73.930	0.680
171	不到	谓词	74.050	74.400	0.350
172	十几天	饰词	74.400	75.120	0.720
173	就	饰词	75.330	75.500	0.170
174	有	谓词	75.500	75.630	0.130
