index	word	part_of_speech	onset	offset	duration
1	曹芳	体词	0.980	1.490	0.510
2	这时候	代词	1.490	1.910	0.420
3	已经	饰词	1.910	2.140	0.230
4	二十多岁	饰词	2.140	2.760	0.620
5	了	虚词	2.760	2.930	0.170
6	很	饰词	3.200	3.410	0.210
7	想	谓词	3.410	3.600	0.190
8	自己	代词	3.600	3.880	0.280
9	掌权	体词	3.880	4.360	0.480
10	可	谓词	4.900	5.020	0.120
11	大权	体词	5.020	5.460	0.440
12	在	虚词	5.460	5.580	0.120
13	司马师	体词	5.580	6.120	0.540
14	手里	体词	6.120	6.480	0.360
15	人家	体词	6.880	7.070	0.190
16	不	饰词	7.070	7.250	0.180
17	把	虚词	7.250	7.390	0.140
18	他	代词	7.390	7.520	0.130
19	这个	代词	7.520	7.680	0.160
20	皇帝	体词	7.680	8.080	0.400
21	放在眼里	其他	8.080	8.710	0.630
22	让	谓词	9.040	9.140	0.100
23	他	代词	9.140	9.210	0.070
24	气	体词	9.210	9.460	0.250
25	得	虚词	9.460	9.540	0.080
26	要命	谓词	9.540	9.980	0.440
27	暗地里	体词	11.120	11.700	0.580
28	他	代词	11.860	12.050	0.190
29	就	饰词	12.050	12.180	0.130
30	和	虚词	12.180	12.350	0.170
31	中书令	体词	12.350	12.900	0.550
32	李丰	体词	12.900	13.360	0.460
33	张皇后	体词	13.460	14.050	0.590
34	的	虚词	14.050	14.150	0.100
35	父亲	体词	14.150	14.510	0.360
36	张缉	谓词	14.510	14.930	0.420
37	几个	饰词	14.930	15.180	0.250
38	人	体词	15.180	15.290	0.110
39	商量	体词	15.290	15.680	0.390
40	写	谓词	15.830	16.090	0.260
41	了	虚词	16.090	16.180	0.090
42	一道	饰词	16.180	16.380	0.200
43	诏书	体词	16.380	16.860	0.480
44	让	谓词	17.030	17.170	0.140
45	他们	代词	17.170	17.380	0.210
46	带	谓词	17.380	17.590	0.210
47	出去	谓词	17.590	17.890	0.300
48	找	谓词	18.440	18.640	0.200
49	些	体词	18.640	18.780	0.140
50	人	体词	18.780	18.940	0.160
51	用	虚词	18.940	19.080	0.140
52	个	饰词	19.080	19.140	0.060
53	什么	代词	19.140	19.380	0.240
54	法子	体词	19.380	19.730	0.350
55	除了	虚词	19.730	20.070	0.340
56	司马师	体词	20.070	20.590	0.520
57	可	谓词	21.750	21.850	0.100
58	司马师	体词	21.850	22.370	0.520
59	早	谓词	22.370	22.620	0.250
60	有	谓词	22.620	22.730	0.110
61	防备	谓词	22.730	23.170	0.440
62	李丰	体词	23.740	24.110	0.370
63	他们	代词	24.110	24.330	0.220
64	带	谓词	24.330	24.500	0.170
65	着	虚词	24.500	24.570	0.070
66	那	代词	24.570	24.720	0.150
67	封	体词	24.720	24.890	0.170
68	诏书	体词	24.890	25.260	0.370
69	刚	饰词	25.260	25.530	0.270
70	出	谓词	25.530	25.670	0.140
71	了	虚词	25.670	25.760	0.090
72	宫门	体词	25.760	26.160	0.400
73	就	饰词	26.250	26.430	0.180
74	被	虚词	26.430	26.540	0.110
75	司马师	体词	26.540	27.060	0.520
76	派	谓词	27.060	27.250	0.190
77	的	虚词	27.250	27.340	0.090
78	亲信	体词	27.340	27.710	0.370
79	拦住	谓词	27.710	28.080	0.370
80	了	虚词	28.080	28.190	0.110
81	诏书	体词	28.670	29.070	0.400
82	给	虚词	29.070	29.180	0.110
83	搜	谓词	29.180	29.450	0.270
84	了	虚词	29.450	29.550	0.100
85	去	谓词	29.550	29.770	0.220
86	交给	谓词	29.840	30.230	0.390
87	了	虚词	30.230	30.330	0.100
88	司马师	体词	30.330	30.860	0.530
89	司马师	体词	31.350	31.850	0.500
90	没	谓词	31.850	32.040	0.190
91	一点	饰词	32.040	32.300	0.260
92	犹豫	谓词	32.300	32.670	0.370
93	立刻	饰词	32.790	33.180	0.390
94	下令	谓词	33.180	33.580	0.400
95	把	虚词	33.580	33.690	0.110
96	李丰	体词	33.690	34.150	0.460
97	张缉	谓词	34.180	34.650	0.470
98	他们	代词	34.650	34.880	0.230
99	都	饰词	34.880	35.050	0.170
100	杀	谓词	35.050	35.340	0.290
101	了	虚词	35.340	35.430	0.090
102	当年	体词	36.540	36.980	0.440
103	曹操	体词	37.350	37.840	0.490
104	搜	谓词	37.840	38.070	0.230
105	到	谓词	38.070	38.190	0.120
106	汉献帝	体词	38.190	38.750	0.560
107	给	虚词	38.750	38.890	0.140
108	董承	体词	38.890	39.340	0.450
109	的	虚词	39.340	39.430	0.090
110	衣带诏	体词	39.430	39.960	0.530
111	还	饰词	40.360	40.460	0.100
112	只是	虚词	40.460	40.720	0.260
113	把	虚词	40.720	40.860	0.140
114	董承	体词	40.860	41.260	0.400
115	一伙	饰词	41.260	41.510	0.250
116	杀	谓词	41.510	41.820	0.310
117	了	虚词	41.820	41.950	0.130
118	没	饰词	42.230	42.410	0.180
119	敢	谓词	42.410	42.600	0.190
120	把	虚词	42.600	42.710	0.110
121	汉献帝	体词	42.710	43.210	0.500
122	怎么样	代词	43.210	43.580	0.370
123	这回	饰词	44.320	44.610	0.290
124	司马师	体词	44.610	45.130	0.520
125	可	谓词	45.130	45.260	0.130
126	不想	谓词	45.260	45.560	0.300
127	饶	谓词	45.560	45.740	0.180
