index	word	part_of_speech	onset	offset	duration
1	孟获	体词	1.320	1.660	0.340
2	这个	代词	1.660	1.880	0.220
3	办法	体词	1.880	2.230	0.350
4	真	饰词	2.230	2.460	0.230
5	把	虚词	2.460	2.600	0.140
6	诸葛亮	体词	2.600	3.040	0.440
7	难住	谓词	3.040	3.380	0.340
8	了	虚词	3.380	3.500	0.120
9	眼看	谓词	4.190	4.570	0.380
10	到	谓词	4.570	4.670	0.100
11	了	虚词	4.670	4.760	0.090
12	五月	体词	4.760	5.210	0.450
13	南方	体词	5.560	5.990	0.430
14	的	虚词	5.990	6.060	0.070
15	天气	体词	6.060	6.520	0.460
16	又	饰词	6.520	6.620	0.100
17	闷	谓词	6.620	6.880	0.260
18	又	饰词	6.880	7.020	0.140
19	热	谓词	7.020	7.210	0.190
20	将士	体词	7.750	8.100	0.350
21	们	其他	8.100	8.240	0.140
22	穿着	谓词	8.240	8.530	0.290
23	那么	代词	8.530	8.770	0.240
24	厚	谓词	8.770	8.990	0.220
25	的	虚词	8.990	9.070	0.080
26	铠甲	体词	9.070	9.520	0.450
27	难受	谓词	9.610	10.060	0.450
28	极了	饰词	10.060	10.430	0.370
29	泸水	体词	11.160	11.570	0.410
30	水深	体词	11.570	12.040	0.470
31	流急	谓词	12.040	12.550	0.510
32	又	饰词	12.760	12.850	0.090
33	没有	谓词	12.850	13.110	0.260
34	船	体词	13.110	13.540	0.430
35	怎么	代词	13.680	13.980	0.300
36	渡过	谓词	13.980	14.260	0.280
37	去	谓词	14.260	14.400	0.140
38	呐	虚词	14.400	14.590	0.190
39	有些	代词	15.430	15.660	0.230
40	将士	体词	15.660	15.960	0.300
41	害怕	谓词	15.960	16.400	0.440
42	了	虚词	16.400	16.530	0.130
43	想	谓词	16.650	16.870	0.220
44	早点	饰词	16.870	17.180	0.310
45	回去	谓词	17.180	17.540	0.360
46	诸葛亮	体词	18.290	18.760	0.470
47	对	虚词	18.760	18.860	0.100
48	他们	代词	18.860	19.090	0.230
49	说	谓词	19.090	19.310	0.220
50	咱们	代词	20.430	20.680	0.250
51	现在	体词	20.680	20.960	0.280
52	回去	谓词	20.960	21.360	0.400
53	孟获	体词	21.720	22.000	0.280
54	必然	饰词	22.000	22.290	0.290
55	过来	体词	22.290	22.580	0.290
56	咱们	代词	22.990	23.280	0.290
57	一来	饰词	23.280	23.600	0.320
58	他们	代词	23.650	23.900	0.250
59	就	饰词	23.900	24.000	0.100
60	走	谓词	24.000	24.260	0.260
61	这么	代词	24.770	24.990	0.220
62	来来去去	其他	24.990	25.700	0.710
63	怎么	代词	25.770	26.030	0.260
64	能	谓词	26.030	26.160	0.130
65	安定	谓词	26.160	26.480	0.320
66	呐	虚词	26.480	26.620	0.140
67	大家	体词	27.170	27.420	0.250
68	只有	虚词	27.420	27.650	0.230
69	齐心合力	其他	27.650	28.440	0.790
70	想	谓词	28.610	28.890	0.280
71	办法	体词	28.890	29.150	0.260
72	渡过	谓词	29.150	29.430	0.280
73	河	体词	29.430	29.700	0.270
74	去	谓词	29.700	29.930	0.230
75	打败	谓词	29.970	30.400	0.430
76	他们	代词	30.400	30.670	0.270
77	才能	谓词	30.810	31.150	0.340
78	一劳永逸	体词	31.150	31.820	0.670
79	将士	体词	33.020	33.390	0.370
80	们	其他	33.390	33.520	0.130
81	这	代词	33.520	33.720	0.200
82	才	饰词	33.720	33.880	0.160
83	不	饰词	33.880	34.050	0.170
84	说	谓词	34.050	34.200	0.150
85	要	谓词	34.200	34.310	0.110
86	回去	谓词	34.310	34.670	0.360
87	的话	虚词	34.670	35.010	0.340
88	了	虚词	35.010	35.110	0.100
89	诸葛亮	体词	35.660	36.120	0.460
90	看	谓词	36.120	36.300	0.180
91	了	虚词	36.300	36.360	0.060
92	看	谓词	36.360	36.530	0.170
93	周围	体词	36.530	36.840	0.310
94	的	虚词	36.840	36.930	0.090
95	地形	体词	36.930	37.370	0.440
96	把	虚词	37.470	37.640	0.170
97	人马	体词	37.640	38.010	0.370
98	化整为零	其他	38.010	38.930	0.920
99	叫	谓词	39.140	39.290	0.150
100	大家	体词	39.290	39.580	0.290
101	分头	谓词	39.580	39.980	0.400
102	扎营	谓词	39.980	40.440	0.460
103	这么	代词	41.030	41.300	0.270
104	办	谓词	41.300	41.530	0.230
105	就算	谓词	41.840	42.230	0.390
106	是	谓词	42.230	42.330	0.100
107	有	谓词	42.330	42.520	0.190
108	一处	饰词	42.520	42.850	0.330
109	失	谓词	42.850	43.040	0.190
110	了	虚词	43.040	43.140	0.100
111	火	体词	43.140	43.460	0.320
112	也	饰词	43.710	43.800	0.090
113	不会	谓词	43.800	44.120	0.320
114	一下子	饰词	44.120	44.580	0.460
115	全烧	体词	44.580	45.060	0.480
116	起来	谓词	45.060	45.340	0.280
117	他	代词	46.420	46.550	0.130
118	又	饰词	46.550	46.640	0.090
119	下令	谓词	46.640	47.090	0.450
120	赶	谓词	47.090	47.320	0.230
121	做	谓词	47.320	47.450	0.130
122	木筏子	体词	47.450	48.140	0.690
123	竹筏	体词	48.200	48.710	0.510
124	子	体词	48.710	48.860	0.150
125	准备	谓词	48.890	49.210	0.320
126	渡河	体词	49.210	49.690	0.480
127	用	虚词	49.690	49.870	0.180
128	筏子	体词	50.580	50.900	0.320
129	做好	谓词	50.900	51.290	0.390
130	了	虚词	51.290	51.470	0.180
131	他	代词	51.560	51.710	0.150
132	就	饰词	51.710	51.840	0.130
133	派	谓词	51.840	52.050	0.210
134	一千多名	饰词	52.050	52.700	0.650
135	士兵	体词	52.700	53.100	0.400
136	从	虚词	53.100	53.310	0.210
137	孟获	体词	53.310	53.670	0.360
138	的	虚词	53.670	53.770	0.100
139	土城	体词	53.770	54.260	0.490
140	正面	谓词	54.260	54.630	0.370
141	渡河	体词	54.630	55.060	0.430
142	筏子	体词	55.760	56.080	0.320
143	刚	饰词	56.080	56.320	0.240
144	划出	谓词	56.320	56.670	0.350
145	不多	饰词	56.670	56.970	0.300
146	远	谓词	56.970	57.230	0.260
147	孟获	体词	57.500	57.840	0.340
148	那边	代词	57.840	58.140	0.300
149	就	饰词	58.140	58.250	0.110
150	往	虚词	58.250	58.390	0.140
151	河里	体词	58.390	58.710	0.320
152	射箭	体词	58.710	59.160	0.450
153	蜀	其他	59.560	59.790	0.230
154	兵	体词	59.790	59.980	0.190
155	急忙	饰词	59.980	60.370	0.390
156	退回来	其他	60.370	60.840	0.470
157	这么	代词	61.790	62.050	0.260
158	渡	谓词	62.050	62.230	0.180
159	了	虚词	62.230	62.330	0.100
160	一次	饰词	62.330	62.710	0.380
161	又	饰词	62.710	62.900	0.190
162	一次	饰词	62.900	63.270	0.370
163	把	虚词	63.370	63.490	0.120
164	孟获	体词	63.490	63.890	0.400
165	的	虚词	63.890	63.990	0.100
166	注意力	体词	63.990	64.420	0.430
167	吸引住	其他	64.420	64.990	0.570
168	了	虚词	64.990	65.100	0.110
169	孟获	体词	65.800	66.150	0.350
170	正	饰词	66.150	66.350	0.200
171	得意	谓词	66.350	66.710	0.360
172	地	虚词	66.710	66.810	0.100
173	叫	谓词	66.810	66.960	0.150
174	手下人	体词	66.960	67.520	0.560
175	朝	虚词	67.520	67.690	0.170
176	蜀	其他	67.690	67.950	0.260
177	兵	体词	67.950	68.120	0.170
178	射箭	体词	68.120	68.550	0.430
179	想不到	其他	69.060	69.490	0.430
180	蜀	其他	69.490	69.770	0.280
181	军	体词	69.770	69.900	0.130
182	的	虚词	69.900	69.980	0.080
183	大队人马	体词	69.980	70.590	0.610
184	早	谓词	70.590	70.870	0.280
185	趁	谓词	70.870	71.090	0.220
186	这	代词	71.090	71.220	0.130
187	工夫	体词	71.220	71.570	0.350
188	从	虚词	71.690	71.930	0.240
189	上游	体词	71.930	72.390	0.460
190	偷偷地	其他	72.390	72.950	0.560
191	渡过	谓词	72.950	73.290	0.340
192	了	虚词	73.290	73.380	0.090
193	泸水	体词	73.380	73.820	0.440
194	绕	谓词	74.060	74.210	0.150
195	到	谓词	74.210	74.310	0.100
196	后边	体词	74.310	74.740	0.430
197	去	谓词	74.740	74.900	0.160
198	了	虚词	74.900	75.000	0.100
199	末了	体词	76.040	76.410	0.370
200	蜀	其他	76.920	77.190	0.270
201	军	体词	77.190	77.380	0.190
202	像	谓词	77.380	77.590	0.210
203	一把	饰词	77.590	77.780	0.190
204	钳子	体词	77.780	78.260	0.480
205	一样	代词	78.260	78.560	0.300
206	掐住	谓词	78.660	79.160	0.500
207	了	虚词	79.160	79.250	0.090
208	孟获	体词	79.250	79.620	0.370
209	的	虚词	79.620	79.710	0.090
210	土城	体词	79.710	80.200	0.490
211	不用说	其他	80.750	81.300	0.550
212	孟获	体词	81.470	81.780	0.310
213	又	饰词	81.780	81.920	0.140
214	给	虚词	81.920	82.040	0.120
215	逮住	谓词	82.040	82.410	0.370
216	了	虚词	82.410	82.530	0.120
217	孟获	体词	83.050	83.330	0.280
218	还是	虚词	83.330	83.710	0.380
219	不服气	其他	83.710	84.260	0.550
220	他	代词	84.790	84.870	0.080
221	说	谓词	84.870	85.150	0.280
222	要是	虚词	86.310	86.560	0.250
223	你们	代词	86.560	86.800	0.240
224	能	谓词	86.800	86.940	0.140
225	从	虚词	86.940	87.130	0.190
226	正面	谓词	87.130	87.470	0.340
227	打败	谓词	87.470	87.830	0.360
228	我	代词	87.830	88.090	0.260
229	我	代词	88.360	88.450	0.090
230	就	饰词	88.450	88.580	0.130
231	认输	谓词	88.580	89.030	0.450
232	诸葛亮	体词	90.290	90.740	0.450
233	毫不犹豫	其他	90.740	91.450	0.710
234	又	饰词	91.570	91.760	0.190
235	把	虚词	91.760	91.910	0.150
236	他	代词	91.910	92.000	0.090
237	放	谓词	92.000	92.270	0.270
238	了	虚词	92.270	92.380	0.110
