index	word	part_of_speech	onset	offset	duration
1	末了	体词	1.340	1.630	0.290
2	他	代词	2.180	2.370	0.190
3	的	虚词	2.370	2.480	0.110
4	将士	体词	2.480	2.800	0.320
5	们	其他	2.800	2.950	0.150
6	都	饰词	2.950	3.050	0.100
7	个个	代词	3.050	3.390	0.340
8	埋怨	谓词	3.390	3.790	0.400
9	跑	谓词	4.510	4.640	0.130
10	了	虚词	4.640	4.770	0.130
11	将近	体词	4.770	5.120	0.350
12	一半	饰词	5.120	5.520	0.400
13	袁术	体词	6.620	6.870	0.250
14	差不多	其他	6.870	7.280	0.410
15	成	谓词	7.280	7.470	0.190
16	了	虚词	7.470	7.560	0.090
17	个	体词	7.560	7.660	0.100
18	光杆	体词	7.660	8.030	0.370
19	皇帝	体词	8.030	8.400	0.370
20	这	代词	8.400	8.550	0.150
21	才	饰词	8.550	8.690	0.140
22	想起	谓词	8.690	9.030	0.340
23	了	虚词	9.030	9.120	0.090
24	他	代词	9.120	9.250	0.130
25	哥哥	体词	9.250	9.530	0.280
26	袁绍	体词	9.530	10.040	0.510
27	他	代词	11.020	11.120	0.100
28	带	谓词	11.120	11.280	0.160
29	着	虚词	11.280	11.410	0.130
30	剩下	谓词	11.410	11.700	0.290
31	来	谓词	11.700	11.810	0.110
32	的	虚词	11.810	11.900	0.090
33	一点儿	饰词	11.900	12.150	0.250
34	人马	体词	12.150	12.420	0.270
35	离开	谓词	12.720	13.080	0.360
36	寿春	体词	13.080	13.590	0.510
37	去	谓词	13.750	13.920	0.170
38	河北	体词	13.920	14.300	0.380
39	找	谓词	14.300	14.500	0.200
40	袁绍	体词	14.500	14.840	0.340
41	刚	饰词	16.110	16.280	0.170
42	走到	谓词	16.280	16.510	0.230
43	徐州	体词	16.510	16.870	0.360
44	附近	体词	16.870	17.370	0.500
45	就	饰词	17.590	17.740	0.150
46	碰上	谓词	17.740	18.100	0.360
47	了	虚词	18.100	18.180	0.080
48	仇人	体词	18.180	18.510	0.330
49	刘备	体词	18.510	18.860	0.350
50	的	虚词	18.860	18.950	0.090
