index	word	part_of_speech	onset	offset	duration
1	晋国	体词	1.030	1.440	0.410
2	镇守	谓词	1.440	1.820	0.380
3	襄阳	体词	1.820	2.200	0.380
4	的	虚词	2.200	2.280	0.080
5	大将	饰词	2.280	2.660	0.380
6	叫	谓词	2.660	2.810	0.150
7	羊	体词	2.810	3.040	0.230
8	祜	其他	3.040	3.280	0.240
9	羊祜	体词	4.040	4.400	0.360
10	知道	谓词	4.400	4.670	0.270
11	一下子	饰词	4.670	5.140	0.470
12	凭	虚词	5.140	5.440	0.300
13	武力	体词	5.440	5.740	0.300
14	征服	谓词	5.740	6.100	0.360
15	吴国	体词	6.100	6.460	0.360
16	还	饰词	6.460	6.600	0.140
17	不	饰词	6.600	6.770	0.170
18	那么	代词	6.770	6.950	0.180
19	容易	谓词	6.950	7.330	0.380
20	就	饰词	7.620	7.710	0.090
21	采取	谓词	7.710	8.110	0.400
22	了	虚词	8.110	8.190	0.080
23	一套	饰词	8.190	8.420	0.230
24	软	谓词	8.420	8.690	0.270
25	办法	体词	8.690	9.080	0.390
26	想	谓词	9.400	9.590	0.190
27	慢慢	饰词	9.590	9.990	0.400
28	地	虚词	9.990	10.060	0.070
29	争取	谓词	10.060	10.450	0.390
30	吴国	体词	10.450	10.810	0.360
31	的	虚词	10.810	10.900	0.090
32	人心	体词	10.900	11.350	0.450
33	羊祜	体词	12.500	12.890	0.390
34	每次	代词	12.890	13.280	0.390
35	跟	虚词	13.280	13.470	0.190
36	吴国	体词	13.470	13.770	0.300
37	交战	谓词	13.770	14.140	0.370
38	的	虚词	14.140	14.200	0.060
39	时候	体词	14.200	14.540	0.340
40	都	饰词	14.640	14.860	0.220
41	是	谓词	14.860	14.980	0.120
42	先	饰词	14.980	15.190	0.210
43	约定	谓词	15.190	15.500	0.310
44	日子	体词	15.500	15.840	0.340
45	正面	谓词	15.880	16.350	0.470
46	交战	谓词	16.350	16.780	0.430
47	从不	饰词	16.860	17.270	0.410
48	偷袭	谓词	17.270	17.840	0.570
49	也	饰词	18.010	18.150	0.140
50	不	饰词	18.150	18.310	0.160
51	布置	体词	18.310	18.600	0.290
52	埋伏	谓词	18.600	19.030	0.430
53	将士	体词	19.620	19.990	0.370
54	当中	体词	19.990	20.350	0.360
55	有	谓词	20.350	20.470	0.120
56	谁	代词	20.470	20.700	0.230
57	向	虚词	20.700	20.850	0.150
58	他	代词	20.850	20.910	0.060
59	献计	谓词	20.910	21.420	0.510
60	只要	虚词	21.740	22.030	0.290
61	是	谓词	22.030	22.180	0.150
62	有	谓词	22.180	22.280	0.100
63	设	谓词	22.280	22.490	0.210
64	了	虚词	22.490	22.580	0.090
65	圈套	体词	22.580	23.080	0.500
66	的	虚词	23.080	23.210	0.130
67	他	代词	23.300	23.460	0.160
68	就	饰词	23.460	23.580	0.120
69	请	谓词	23.580	23.830	0.250
70	献计	谓词	23.830	24.260	0.430
71	的	虚词	24.260	24.350	0.090
72	人	体词	24.350	24.480	0.130
73	喝酒	谓词	24.480	24.930	0.450
74	一直	饰词	25.470	25.710	0.240
75	到	谓词	25.710	25.810	0.100
76	把	虚词	25.810	25.930	0.120
77	他	代词	25.930	26.020	0.090
78	灌醉	谓词	26.020	26.470	0.450
79	了	虚词	26.470	26.630	0.160
80	开	谓词	26.720	26.980	0.260
81	不了	谓词	26.980	27.270	0.290
82	口才	体词	27.270	27.670	0.400
83	算完	谓词	27.670	28.100	0.430
84	有人	代词	29.250	29.540	0.290
85	割	谓词	29.540	29.710	0.170
86	了	虚词	29.710	29.800	0.090
87	吴国	体词	29.800	30.190	0.390
88	地界	体词	30.190	30.500	0.310
89	的	虚词	30.500	30.600	0.100
90	庄稼	体词	30.600	31.040	0.440
91	羊祜	体词	31.540	31.920	0.380
92	用	虚词	31.920	32.080	0.160
93	绢	体词	32.080	32.260	0.180
94	折价	体词	32.260	32.690	0.430
95	赔给	谓词	32.860	33.150	0.290
96	人家	体词	33.150	33.490	0.340
97	打猎	谓词	34.190	34.530	0.340
98	的	虚词	34.530	34.620	0.090
99	时候	体词	34.620	34.960	0.340
100	他	代词	35.090	35.240	0.150
101	规定	体词	35.240	35.670	0.430
102	不准	谓词	35.670	35.980	0.310
103	过	虚词	35.980	36.110	0.130
104	边界	体词	36.110	36.530	0.420
105	如果	虚词	37.180	37.380	0.200
106	碰巧	饰词	37.380	37.700	0.320
107	两边	体词	37.700	38.010	0.310
108	儿	体词	38.010	38.070	0.060
109	的	虚词	38.070	38.140	0.070
110	将士	体词	38.140	38.500	0.360
111	都	饰词	38.500	38.670	0.170
112	在	虚词	38.670	38.810	0.140
113	一处	饰词	38.810	39.070	0.260
114	打猎	谓词	39.070	39.460	0.390
115	他们	代词	39.650	39.940	0.290
116	都	饰词	39.940	40.060	0.120
117	自个儿	代词	40.060	40.430	0.370
118	打	谓词	40.430	40.550	0.120
119	自个儿	代词	40.550	40.920	0.370
120	的	虚词	40.920	41.050	0.130
121	不	饰词	41.230	41.360	0.130
122	去	谓词	41.360	41.490	0.130
123	招惹	谓词	41.490	41.800	0.310
124	对方	体词	41.800	42.210	0.410
125	吴国	体词	43.380	43.660	0.280
126	人	体词	43.660	43.830	0.170
127	打中	谓词	43.830	44.180	0.350
128	的	虚词	44.180	44.240	0.060
129	鸟	体词	44.240	44.570	0.330
130	啊	虚词	44.600	44.830	0.230
131	兽	体词	44.860	45.220	0.360
132	啦	虚词	45.220	45.310	0.090
133	什么	代词	45.310	45.540	0.230
134	的	虚词	45.540	45.680	0.140
135	如果	虚词	46.200	46.410	0.210
136	跑	谓词	46.410	46.630	0.220
137	到	谓词	46.630	46.720	0.090
138	晋国	体词	46.720	47.140	0.420
139	这边	代词	47.140	47.420	0.280
140	让	谓词	47.420	47.560	0.140
141	晋	其他	47.560	47.750	0.190
142	兵	体词	47.750	47.920	0.170
143	捉住	谓词	47.920	48.270	0.350
144	了	虚词	48.270	48.390	0.120
145	羊祜	体词	48.790	49.190	0.400
146	一定	饰词	49.190	49.540	0.350
147	要	谓词	49.540	49.630	0.090
148	让	谓词	49.630	49.770	0.140
149	他们	代词	49.770	49.960	0.190
150	送还给	其他	49.960	50.520	0.560
151	吴兵	体词	50.520	50.900	0.380
152	羊祜	体词	51.830	52.240	0.410
153	跟	虚词	52.240	52.460	0.220
154	吴国	体词	52.460	52.730	0.270
155	的	虚词	52.730	52.830	0.100
156	大将	饰词	52.830	53.190	0.360
157	陆抗	体词	53.190	53.630	0.440
158	面对面	体词	53.630	54.150	0.520
159	地	虚词	54.150	54.220	0.070
160	扎营	谓词	54.220	54.750	0.530
161	相隔	谓词	54.910	55.330	0.420
162	不	饰词	55.330	55.450	0.120
163	太	饰词	55.450	55.640	0.190
164	远	谓词	55.640	55.870	0.230
165	时常	饰词	56.150	56.600	0.450
