index	word	part_of_speech	onset	offset	duration
1	袁绍	体词	1.390	1.640	0.250
2	听说	谓词	1.640	1.990	0.350
3	曹操	体词	1.990	2.410	0.420
4	比	虚词	2.410	2.550	0.140
5	他	代词	2.550	2.690	0.140
6	的	虚词	2.690	2.780	0.090
7	官儿	体词	2.780	3.040	0.260
8	大	谓词	3.040	3.330	0.290
9	说	谓词	3.730	3.880	0.150
10	什么	代词	3.880	4.150	0.270
11	也	饰词	4.150	4.240	0.090
12	不当	饰词	4.240	4.550	0.310
13	这个	代词	4.550	4.720	0.170
14	太尉	体词	4.720	5.070	0.350
15	还	饰词	5.540	5.650	0.110
16	生气	体词	5.650	6.060	0.410
17	地	虚词	6.060	6.170	0.110
18	说	谓词	6.170	6.430	0.260
19	曹操	体词	7.710	8.080	0.370
20	能	谓词	8.080	8.230	0.150
21	有	谓词	8.230	8.330	0.100
22	今天	体词	8.330	8.880	0.550
23	还	饰词	8.970	9.220	0.250
24	不是	虚词	9.220	9.440	0.220
25	靠	谓词	9.440	9.650	0.210
26	了	虚词	9.650	9.730	0.080
27	我	代词	9.730	9.910	0.180
28	吗	虚词	9.910	10.050	0.140
29	我	代词	11.140	11.190	0.050
30	当初	体词	11.190	11.540	0.350
31	不	饰词	11.540	11.680	0.140
32	叫	谓词	11.680	11.800	0.120
33	他	代词	11.800	11.940	0.140
34	当	虚词	11.940	12.110	0.170
35	东郡	体词	12.110	12.420	0.310
36	太守	体词	12.420	12.770	0.350
37	他	代词	12.770	12.910	0.140
38	哪儿	代词	13.320	13.480	0.160
39	会	谓词	13.480	13.640	0.160
40	这么	代词	13.640	13.840	0.200
41	霸道	体词	13.840	14.330	0.490
42	如今	体词	15.140	15.350	0.210
43	他	代词	15.350	15.470	0.120
44	反倒	谓词	15.470	15.790	0.320
45	仗	体词	15.790	15.960	0.170
46	着	虚词	15.960	16.040	0.080
47	天子	体词	16.040	16.370	0.330
48	的	虚词	16.370	16.480	0.110
49	命令	体词	16.480	16.850	0.370
50	骑到	谓词	17.120	17.450	0.330
51	我	代词	17.450	17.580	0.130
52	的	虚词	17.580	17.690	0.110
53	头上	体词	17.690	18.020	0.330
54	来	谓词	18.020	18.170	0.150
55	了	虚词	18.170	18.380	0.210
56	这	代词	19.020	19.150	0.130
57	口气	体词	19.150	19.500	0.350
58	我	代词	19.500	19.580	0.080
59	可	谓词	19.580	19.720	0.140
60	受不了	其他	19.720	20.120	0.400
61	曹操	体词	21.610	22.000	0.390
62	不	饰词	22.000	22.140	0.140
63	愿意	谓词	22.140	22.400	0.260
64	在	虚词	22.400	22.540	0.140
65	这时候	代词	22.540	22.990	0.450
66	和	虚词	22.990	23.170	0.180
67	袁绍	体词	23.170	23.480	0.310
68	翻脸	谓词	23.480	23.880	0.400
69	就	饰词	24.500	24.600	0.100
70	请	谓词	24.600	24.790	0.190
71	汉献帝	体词	24.790	25.350	0.560
72	改封	谓词	25.350	25.800	0.450
73	袁绍	体词	25.800	26.110	0.310
74	做	谓词	26.110	26.260	0.150
75	大将军	体词	26.260	26.950	0.690
76	自己	代词	27.390	27.650	0.260
77	做	谓词	27.650	27.810	0.160
78	了	虚词	27.810	27.910	0.100
79	车骑	体词	27.910	28.280	0.370
80	将军	体词	28.280	28.830	0.550
81	荀彧	体词	29.300	29.740	0.440
82	为	虚词	29.740	29.880	0.140
83	尚书令	体词	29.880	30.520	0.640
84	原来	饰词	31.930	32.070	0.140
85	的	虚词	32.070	32.150	0.080
86	那些	代词	32.150	32.380	0.230
87	大臣	体词	32.380	32.790	0.410
88	瞧见	谓词	32.790	33.150	0.360
89	曹操	体词	33.150	33.530	0.380
90	掌	谓词	33.530	33.710	0.180
91	了	虚词	33.710	33.810	0.100
92	大权	体词	33.810	34.360	0.550
93	自己	代词	34.480	34.800	0.320
94	失	谓词	34.800	34.990	0.190
95	了	虚词	34.990	35.120	0.130
96	势	体词	35.120	35.320	0.200
97	有	谓词	35.320	35.360	0.040
98	不少	饰词	36.030	36.320	0.290
99	人	体词	36.320	36.500	0.180
100	干脆	饰词	36.500	36.820	0.320
101	告老还乡	其他	36.820	37.710	0.890
102	或者	虚词	37.890	38.260	0.370
103	离开	谓词	38.260	38.570	0.310
104	了	虚词	38.570	38.660	0.090
105	许都	体词	38.660	39.080	0.420
106	曹操	体词	39.940	40.300	0.360
107	才	饰词	40.300	40.440	0.140
108	不	饰词	40.440	40.550	0.110
109	稀罕	谓词	40.550	40.910	0.360
110	这些	代词	40.910	41.180	0.270
111	人呐	体词	41.180	41.630	0.450
112	他	代词	42.760	42.860	0.100
113	叫	谓词	42.860	43.020	0.160
114	荀彧	体词	43.020	43.450	0.430
115	帮助	谓词	43.450	43.800	0.350
116	他	代词	43.800	43.950	0.150
117	四处	饰词	43.950	44.350	0.400
118	搜罗	体词	44.350	44.660	0.310
119	人才	体词	44.660	45.280	0.620
120	任用	谓词	45.620	45.890	0.270
121	贤能	体词	45.890	46.330	0.440
122	谋士	体词	47.420	47.790	0.370
123	荀	体词	47.790	48.100	0.310
124	攸	谓词	48.100	48.270	0.170
125	郭嘉	体词	48.530	49.030	0.500
126	钟繇	体词	49.360	49.900	0.540
127	武将	体词	50.440	50.770	0.330
128	典韦	体词	50.770	51.210	0.440
129	于	虚词	51.570	51.690	0.120
130	禁	谓词	51.690	52.010	0.320
131	徐晃	体词	52.220	52.860	0.640
132	这些	代词	53.400	53.660	0.260
133	人	体词	53.660	53.830	0.170
134	都	饰词	53.830	54.010	0.180
135	得到	谓词	54.010	54.280	0.270
136	了	虚词	54.280	54.390	0.110
137	重用	谓词	54.390	54.810	0.420
138	连	体词	55.980	56.150	0.170
139	北海	体词	56.150	56.530	0.380
140	太守	体词	56.530	56.900	0.370
141	孔融	体词	56.900	57.370	0.470
142	这样	代词	57.370	57.620	0.250
143	有	谓词	57.620	57.720	0.100
144	名望	谓词	57.720	58.130	0.410
145	的	虚词	58.130	58.200	0.070
146	人	体词	58.200	58.420	0.220
147	也	饰词	58.680	58.790	0.110
148	让	谓词	58.790	58.950	0.160
149	曹操	体词	58.950	59.290	0.340
150	给	虚词	59.290	59.400	0.110
151	请来	谓词	59.400	59.830	0.430
152	了	虚词	59.830	60.020	0.190
153	这么着	代词	60.980	61.330	0.350
154	曹操	体词	61.820	62.150	0.330
155	手下	体词	62.150	62.540	0.390
156	文的武	体词	62.540	63.010	0.470
157	的	虚词	63.010	63.110	0.100
158	有	谓词	63.440	63.600	0.160
159	了	虚词	63.600	63.700	0.100
160	一大批	饰词	63.700	64.370	0.670
161	人才济济	体词	65.500	66.540	1.040
162	朝廷	体词	66.750	67.180	0.430
163	又	饰词	67.180	67.240	0.060
164	有	谓词	67.240	67.390	0.150
165	了	虚词	67.390	67.480	0.090
166	新气象	体词	67.480	68.290	0.810
167	可是	虚词	69.130	69.340	0.210
168	这时候	代词	69.340	69.860	0.520
169	最	饰词	70.210	70.380	0.170
170	让	谓词	70.380	70.570	0.190
171	曹操	体词	70.570	70.920	0.350
172	发愁	谓词	70.920	71.290	0.370
173	的	虚词	71.290	71.400	0.110
174	还是	虚词	71.400	71.700	0.300
175	没有	谓词	71.700	71.930	0.230
176	饭	体词	71.930	72.240	0.310
177	吃	谓词	72.240	72.470	0.230
178	这么	代词	73.710	73.960	0.250
179	多年	饰词	73.960	74.520	0.560
180	没完没了	其他	74.760	75.440	0.680
181	地	虚词	75.440	75.540	0.100
182	打仗	谓词	75.540	76.120	0.580
183	再	饰词	76.710	76.810	0.100
184	加上	谓词	76.810	77.170	0.360
185	接二连三	体词	77.170	77.850	0.680
186	地	虚词	77.850	77.930	0.080
187	发生	谓词	77.930	78.290	0.360
188	水灾	体词	78.290	78.810	0.520
189	旱灾	体词	79.100	79.680	0.580
190	风灾	体词	79.880	80.430	0.550
191	虫灾	体词	80.640	81.330	0.690
192	大片大片	体词	82.000	82.770	0.770
193	的	虚词	82.770	82.840	0.070
194	田地	体词	82.840	83.220	0.380
195	都	饰词	83.220	83.340	0.120
196	荒废	谓词	83.340	83.820	0.480
197	了	虚词	83.820	84.050	0.230
198	老百姓	体词	84.910	85.440	0.530
199	只顾	饰词	85.440	85.740	0.300
200	逃难	谓词	85.740	86.150	0.410
201	逃荒	谓词	86.150	86.690	0.540
202	顾不上	其他	87.050	87.440	0.390
203	种	饰词	87.440	87.610	0.170
204	庄稼	体词	87.610	88.120	0.510
205	就是	饰词	89.260	89.520	0.260
206	种	饰词	89.520	89.730	0.210
207	上	体词	89.730	89.880	0.150
208	了	虚词	89.880	89.980	0.100
209	庄稼	体词	89.980	90.490	0.510
210	兵马	体词	90.740	91.060	0.320
211	一来	饰词	91.060	91.550	0.490
212	也	饰词	91.600	91.760	0.160
213	收割	谓词	91.760	92.130	0.370
214	不了	谓词	92.130	92.350	0.220
215	就是	饰词	93.310	93.550	0.240
216	收割	谓词	93.550	93.970	0.420
217	了	虚词	93.970	94.140	0.170
218	这家	代词	94.450	94.720	0.270
219	抢	谓词	94.720	95.060	0.340
220	那家	代词	95.060	95.300	0.240
221	夺	谓词	95.300	95.470	0.170
222	自己	代词	96.060	96.310	0.250
223	也	饰词	96.310	96.420	0.110
224	吃不上	其他	96.420	97.070	0.650
225	因为	虚词	97.770	98.000	0.230
226	这个	代词	98.000	98.340	0.340
227	农民	体词	98.840	99.140	0.300
228	们	其他	99.140	99.300	0.160
229	哪儿	代词	99.300	99.580	0.280
230	有	谓词	99.580	99.610	0.030
231	心思	体词	99.610	99.940	0.330
232	生产	谓词	99.940	100.380	0.440
233	呐	虚词	100.380	100.640	0.260
234	军队	体词	101.780	102.100	0.320
235	没	谓词	102.100	102.270	0.170
236	粮食	体词	102.270	102.650	0.380
237	吃	谓词	102.650	102.830	0.180
238	只	饰词	103.200	103.330	0.130
239	好吃	谓词	103.330	103.720	0.390
240	桑葚	体词	103.720	104.150	0.430
241	儿	体词	104.150	104.210	0.060
