index	word	part_of_speech	onset	offset	duration
1	这么	代词	1.330	1.540	0.210
2	一	饰词	1.540	1.680	0.140
3	想	谓词	1.680	2.040	0.360
4	他	代词	2.230	2.400	0.170
5	索性	体词	2.400	2.810	0.410
6	就	饰词	2.810	2.890	0.080
7	按兵不动	其他	2.890	3.720	0.830
8	各路	代词	4.680	4.940	0.260
9	首领	体词	4.940	5.310	0.370
10	一	饰词	5.310	5.370	0.060
11	看	谓词	5.370	5.560	0.190
12	盟主	体词	5.560	5.870	0.310
13	不	饰词	5.870	6.000	0.130
14	打	谓词	6.000	6.150	0.150
15	也	饰词	6.510	6.630	0.120
16	都	饰词	6.630	6.770	0.140
17	停止	谓词	6.770	7.140	0.370
18	进兵	谓词	7.140	7.600	0.460
19	谁	代词	8.130	8.280	0.150
20	也	饰词	8.280	8.380	0.100
21	不敢	饰词	8.380	8.670	0.290
22	和	虚词	8.670	8.800	0.130
23	董卓	体词	8.800	9.140	0.340
24	的	虚词	9.140	9.240	0.100
25	军队	体词	9.240	9.540	0.300
26	交锋	体词	9.540	10.000	0.460
27	了	虚词	10.000	10.180	0.180
28	这一来	其他	11.330	11.930	0.600
29	可	谓词	12.140	12.310	0.170
30	急坏	谓词	12.310	12.740	0.430
31	了	虚词	12.740	12.820	0.080
32	一个	饰词	12.820	13.020	0.200
33	人	体词	13.020	13.270	0.250
34	就是	饰词	13.830	14.060	0.230
35	谯	体词	14.060	14.300	0.240
36	郡	体词	14.300	14.480	0.180
37	人	体词	14.480	14.630	0.150
38	曹操	体词	14.630	15.030	0.400
39	曹操	体词	16.270	16.600	0.330
40	的	虚词	16.600	16.710	0.110
41	父亲	体词	16.710	17.050	0.340
42	曹嵩	体词	17.050	17.480	0.430
43	本来	体词	17.480	17.740	0.260
44	姓	谓词	17.740	17.940	0.200
45	夏侯	体词	17.940	18.510	0.570
46	因为	虚词	19.090	19.400	0.310
47	做	谓词	19.400	19.560	0.160
48	了	虚词	19.560	19.640	0.080
49	宦官	体词	19.640	20.070	0.430
50	曹腾	体词	20.070	20.420	0.350
51	的	虚词	20.420	20.490	0.070
52	养子	体词	20.490	20.900	0.410
53	就	饰词	21.230	21.390	0.160
54	改姓	谓词	21.390	21.790	0.400
55	了	虚词	21.790	21.880	0.090
56	曹	体词	21.880	22.270	0.390
57	曹操	体词	23.540	23.910	0.370
58	自己	代词	23.910	24.220	0.310
59	对	虚词	24.220	24.340	0.120
60	宦官	体词	24.340	24.750	0.410
61	没	谓词	24.750	24.850	0.100
62	好感	体词	24.850	25.450	0.600
63	二十岁	饰词	26.170	26.560	0.390
64	那年	代词	26.560	27.030	0.470
65	他	代词	27.420	27.570	0.150
66	在	虚词	27.570	27.700	0.130
67	洛阳城	体词	27.700	28.250	0.550
68	北当	谓词	28.250	28.630	0.380
69	了	虚词	28.630	28.710	0.080
70	一个	饰词	28.710	28.890	0.180
71	小	谓词	28.890	29.090	0.200
72	地方官	体词	29.090	29.680	0.590
73	他	代词	30.500	30.600	0.100
74	一	饰词	30.600	30.730	0.130
75	上任	谓词	30.730	31.170	0.440
76	就	饰词	31.450	31.580	0.130
77	叫	谓词	31.580	31.770	0.190
78	人	体词	31.770	31.930	0.160
79	做	谓词	31.930	32.080	0.150
80	了	虚词	32.080	32.190	0.110
81	十几根	饰词	32.190	32.710	0.520
82	五色	体词	32.710	33.050	0.340
83	棒	谓词	33.050	33.320	0.270
84	放在	谓词	33.550	33.820	0.270
85	门前	体词	33.820	34.490	0.670
86	有人	代词	35.100	35.340	0.240
87	犯	谓词	35.340	35.500	0.160
88	了	虚词	35.500	35.590	0.090
89	法	体词	35.590	35.890	0.300
90	不管	虚词	36.180	36.470	0.290
91	是	谓词	36.470	36.570	0.100
92	豪强	谓词	36.570	37.180	0.610
93	还是	虚词	37.210	37.540	0.330
94	贵族	体词	37.540	38.060	0.520
95	都	饰词	38.370	38.490	0.120
96	得	虚词	38.490	38.590	0.100
97	按	虚词	38.590	38.810	0.220
98	章法	体词	38.810	39.150	0.340
99	受	谓词	39.150	39.350	0.200
100	责打	谓词	39.350	39.730	0.380
101	有	谓词	40.960	41.090	0.130
102	一回	饰词	41.090	41.570	0.480
103	宦官	体词	42.010	42.430	0.420
104	蹇	体词	42.430	42.650	0.220
105	硕	谓词	42.650	42.800	0.150
106	的	虚词	42.800	42.910	0.110
107	叔父	体词	42.910	43.320	0.410
108	犯	谓词	43.320	43.500	0.180
109	了	虚词	43.500	43.560	0.060
110	夜行	体词	43.560	43.970	0.410
111	罪	谓词	43.970	44.110	0.140
112	偏偏	饰词	44.850	45.180	0.330
113	碰上	谓词	45.180	45.490	0.310
114	曹操	体词	45.490	45.810	0.320
115	巡夜	体词	45.810	46.230	0.420
116	给	虚词	46.440	46.600	0.160
117	拿住	谓词	46.600	47.030	0.430
118	了	虚词	47.030	47.230	0.200
119	蹇	体词	48.140	48.320	0.180
120	硕	谓词	48.320	48.450	0.130
121	的	虚词	48.450	48.560	0.110
122	叔父	体词	48.560	48.900	0.340
123	不	饰词	48.900	49.020	0.120
124	认罪	谓词	49.020	49.410	0.390
125	让	谓词	49.990	50.100	0.110
126	曹操	体词	50.100	50.470	0.370
127	用	虚词	50.470	50.620	0.150
128	五色	体词	50.620	50.930	0.310
129	棒	谓词	50.930	51.140	0.210
130	活活	谓词	51.140	51.510	0.370
131	地	虚词	51.510	51.600	0.090
132	打断	谓词	51.600	51.950	0.350
133	了	虚词	51.950	52.040	0.090
134	气	体词	52.040	52.340	0.300
135	这件	饰词	53.290	53.580	0.290
136	事	体词	53.580	53.700	0.120
137	一	饰词	53.700	53.830	0.130
138	传开	谓词	53.830	54.380	0.550
139	曹操	体词	54.780	55.110	0.330
140	的	虚词	55.110	55.230	0.120
141	执法	谓词	55.230	55.570	0.340
