index	word	part_of_speech	onset	offset	duration
1	曹操	体词	1.320	1.690	0.370
2	一下子	饰词	1.690	2.120	0.430
3	收编	谓词	2.120	2.490	0.370
4	了	虚词	2.490	2.570	0.080
5	三十多万	饰词	2.570	3.210	0.640
6	人	体词	3.210	3.520	0.310
7	都	饰词	3.860	4.010	0.150
8	叫	谓词	4.010	4.200	0.190
9	青州	体词	4.200	4.620	0.420
10	兵	体词	4.620	4.830	0.210
11	有	谓词	4.830	4.940	0.110
12	了	虚词	4.940	5.050	0.110
13	这	代词	5.050	5.210	0.160
14	支强	谓词	5.210	5.640	0.430
15	兵	体词	5.640	5.900	0.260
16	他	代词	6.150	6.350	0.200
17	的	虚词	6.350	6.450	0.100
18	人马	体词	6.450	6.780	0.330
19	就	饰词	6.780	6.900	0.120
20	壮大	谓词	6.900	7.280	0.380
21	起来	谓词	7.280	7.640	0.360
22	了	虚词	7.640	7.800	0.160
23	过	虚词	8.960	9.080	0.120
24	了	虚词	9.080	9.190	0.110
25	不久	谓词	9.190	9.520	0.330
26	朝廷	体词	10.180	10.530	0.350
27	从	虚词	10.530	10.700	0.170
28	长安	体词	10.700	11.060	0.360
29	派	谓词	11.060	11.250	0.190
30	了	虚词	11.250	11.330	0.080
31	一个	饰词	11.330	11.510	0.180
32	新	谓词	11.510	11.750	0.240
33	的	虚词	11.750	11.850	0.100
34	兖州	体词	11.850	12.160	0.310
35	刺史	体词	12.160	12.590	0.430
36	叫	谓词	12.890	13.080	0.190
37	金尚	体词	13.080	13.680	0.600
38	真	饰词	14.550	14.720	0.170
39	刺史	体词	14.720	15.040	0.320
40	和	虚词	15.040	15.190	0.150
41	假	体词	15.190	15.370	0.180
42	刺史	体词	15.370	15.720	0.350
43	争斗	谓词	15.720	16.070	0.350
44	起来	谓词	16.070	16.440	0.370
45	曹操	体词	17.250	17.600	0.350
46	这个	代词	17.600	17.810	0.210
47	假	谓词	17.810	18.030	0.220
48	的	虚词	18.030	18.160	0.130
49	仗	体词	18.160	18.330	0.170
50	着	虚词	18.330	18.410	0.080
51	兵力	体词	18.410	18.710	0.300
52	强壮	谓词	18.710	19.250	0.540
53	把	虚词	19.410	19.610	0.200
54	两手空空	体词	19.610	20.370	0.760
