index	word	part_of_speech	onset	offset	duration
1	钟会	体词	1.000	1.380	0.380
2	着急	谓词	1.380	1.770	0.390
3	地	虚词	1.770	1.850	0.080
4	对	虚词	1.850	1.990	0.140
5	姜维	体词	1.990	2.360	0.370
6	说	谓词	2.360	2.600	0.240
7	士兵	体词	3.740	4.180	0.440
8	叛变	谓词	4.180	4.630	0.450
9	了	虚词	4.630	4.780	0.150
10	怎么办	其他	5.020	5.440	0.420
11	姜维	体词	6.700	7.060	0.360
12	说	谓词	7.060	7.320	0.260
13	没	谓词	8.490	8.630	0.140
14	别的	代词	8.630	8.890	0.260
15	法子	体词	8.890	9.210	0.320
16	那	代词	9.570	9.630	0.060
17	就	饰词	9.630	9.740	0.110
18	打	谓词	9.740	9.970	0.230
19	吧	虚词	9.970	10.140	0.170
20	钟会	体词	11.380	11.730	0.350
21	叫	谓词	11.730	11.890	0.160
22	人	体词	11.890	12.060	0.170
23	把	虚词	12.060	12.170	0.110
24	殿	体词	12.170	12.390	0.220
25	门	体词	12.390	12.550	0.160
26	关上	体词	12.550	12.980	0.430
27	命令	体词	13.250	13.610	0.360
28	卫士	体词	13.610	13.900	0.290
29	们	其他	13.900	14.040	0.140
30	爬	谓词	14.040	14.250	0.210
31	上	体词	14.250	14.440	0.190
32	屋顶	体词	14.440	14.810	0.370
33	往下	体词	15.050	15.340	0.290
34	扔碎	谓词	15.340	15.770	0.430
35	砖头	体词	15.770	16.200	0.430
36	烂	谓词	16.310	16.590	0.280
37	瓦片	体词	16.590	17.000	0.410
38	这	代词	17.360	17.510	0.150
39	管	谓词	17.510	17.680	0.170
40	什么	代词	17.680	17.870	0.190
41	用	虚词	17.870	18.050	0.180
42	呐	谓词	18.050	18.200	0.150
43	外面	体词	18.870	19.160	0.290
44	的	虚词	19.160	19.220	0.060
45	人	体词	19.220	19.400	0.180
46	已经	饰词	19.400	19.620	0.220
47	放	谓词	19.620	19.810	0.190
48	起火	谓词	19.810	20.150	0.340
49	来	谓词	20.150	20.280	0.130
50	了	虚词	20.280	20.400	0.120
51	一眨巴眼	其他	21.020	21.570	0.550
52	儿	体词	21.570	21.650	0.080
53	的	虚词	21.650	21.730	0.080
54	工夫	体词	21.730	22.110	0.380
55	宫殿	体词	22.220	22.720	0.500
56	四面	饰词	22.720	23.140	0.420
57	全	谓词	23.140	23.510	0.370
58	烧着	谓词	23.510	23.920	0.410
59	了	虚词	23.920	24.010	0.090
60	士兵	体词	25.070	25.510	0.440
61	们	其他	25.510	25.680	0.170
62	登	谓词	25.680	25.860	0.180
63	着	虚词	25.860	25.950	0.090
64	梯子	体词	25.950	26.320	0.370
65	杀	谓词	26.320	26.560	0.240
66	进	谓词	26.560	26.710	0.150
67	院子	体词	26.710	27.010	0.300
68	里	体词	27.010	27.170	0.160
69	一阵	饰词	27.350	27.700	0.350
70	短兵相接	其他	27.700	28.630	0.930
71	钟会	体词	28.830	29.220	0.390
72	死	谓词	29.220	29.420	0.200
73	在	虚词	29.420	29.540	0.120
74	乱军	体词	29.540	29.970	0.430
75	当中	体词	29.970	30.300	0.330
76	姜维	体词	31.100	31.490	0.390
77	连	虚词	31.490	31.700	0.210
78	杀	谓词	31.700	31.880	0.180
79	了	虚词	31.880	31.990	0.110
80	几个	饰词	31.990	32.230	0.240
81	魏兵	体词	32.230	32.650	0.420
82	可打	谓词	32.760	33.150	0.390
83	不过	虚词	33.150	33.380	0.230
84	那么	代词	33.380	33.620	0.240
85	多	饰词	33.620	33.740	0.120
86	人	体词	33.740	33.930	0.190
87	临	谓词	34.140	34.310	0.170
88	了	虚词	34.310	34.380	0.070
89	儿	体词	34.380	34.500	0.120
90	也	饰词	34.500	34.580	0.080
91	战死	体词	34.580	34.960	0.380
92	了	虚词	34.960	35.090	0.130
93	大家	体词	36.150	36.490	0.340
94	怨恨	谓词	36.490	36.900	0.410
95	姜维	体词	36.900	37.290	0.390
96	撺掇	谓词	37.290	37.710	0.420
97	钟会	体词	37.710	38.050	0.340
98	反叛	谓词	38.050	38.520	0.470
99	就	饰词	38.760	38.870	0.110
100	把	虚词	38.870	39.000	0.130
101	姜维	体词	39.000	39.410	0.410
102	的	虚词	39.410	39.510	0.100
103	肚子	体词	39.510	39.790	0.280
104	拉开	谓词	39.790	40.190	0.400
105	见	谓词	40.710	40.920	0.210
