index	word	part_of_speech	onset	offset	duration
1	诸葛亮	体词	1.320	1.850	0.530
2	跟	虚词	1.850	2.040	0.190
3	鲁肃	体词	2.040	2.430	0.390
4	到	谓词	2.430	2.600	0.170
5	柴桑	体词	2.600	3.020	0.420
6	见	谓词	3.020	3.170	0.150
7	了	虚词	3.170	3.240	0.070
8	孙权	体词	3.240	3.960	0.720
9	孙权	体词	4.680	5.090	0.410
10	早	谓词	5.090	5.250	0.160
11	听说	谓词	5.250	5.570	0.320
12	诸葛亮	体词	5.570	6.040	0.470
13	的	虚词	6.040	6.100	0.060
14	名望	谓词	6.100	6.640	0.540
15	很	谓词	6.990	7.150	0.160
16	客气	体词	7.150	7.510	0.360
17	地	虚词	7.510	7.600	0.090
18	对	虚词	7.600	7.740	0.140
19	他	代词	7.740	7.880	0.140
20	说	谓词	7.880	8.130	0.250
21	见到	谓词	9.420	9.680	0.260
22	诸葛	体词	9.680	9.960	0.280
23	先生	体词	9.960	10.470	0.510
24	我	代词	10.770	10.830	0.060
25	太高兴	体词	10.830	11.500	0.670
26	了	虚词	11.500	11.700	0.200
27	不	饰词	12.090	12.190	0.100
28	知道	谓词	12.190	12.430	0.240
29	有	谓词	12.430	12.490	0.060
30	什么	代词	12.490	12.770	0.280
31	指教	体词	12.770	13.070	0.300
32	诸葛亮	体词	14.530	14.980	0.450
33	想	谓词	14.980	15.200	0.220
34	激激	谓词	15.200	15.520	0.320
35	这个	代词	15.520	15.730	0.210
36	和	虚词	15.730	15.890	0.160
37	自己	代词	15.890	16.180	0.290
38	年纪	体词	16.180	16.480	0.300
39	差不多	其他	16.480	16.930	0.450
40	的	虚词	16.930	17.010	0.080
41	年轻人	体词	17.010	17.770	0.760
42	就	饰词	18.090	18.220	0.130
43	开门见山	其他	18.220	19.010	0.790
44	地	虚词	19.010	19.090	0.080
45	说	谓词	19.090	19.320	0.230
46	将军	体词	20.620	20.980	0.360
47	应该	谓词	20.980	21.250	0.270
48	自己	代词	21.250	21.530	0.280
49	估量	体词	21.530	21.950	0.420
50	一下	饰词	21.950	22.350	0.400
51	能	谓词	23.030	23.150	0.120
52	跟	虚词	23.150	23.300	0.150
53	曹操	体词	23.300	23.640	0.340
54	对敌	谓词	23.640	24.130	0.490
55	就	饰词	24.340	24.510	0.170
56	早点儿	饰词	24.510	24.910	0.400
57	跟	虚词	24.910	25.020	0.110
58	他	代词	25.020	25.120	0.100
59	断绝来往	其他	25.120	25.980	0.860
60	要是	虚词	26.660	26.910	0.250
61	抵挡不住	体词	26.910	27.540	0.630
62	干脆	饰词	27.840	28.180	0.340
63	就	饰词	28.180	28.280	0.100
64	放下	谓词	28.280	28.610	0.330
65	刀枪	体词	28.610	29.120	0.510
66	乖乖	饰词	29.320	29.620	0.300
67	地	虚词	29.620	29.780	0.160
68	顺从	虚词	29.780	30.210	0.430
69	他	代词	30.210	30.420	0.210
70	您	谓词	31.510	31.630	0.120
71	如今	体词	31.630	31.970	0.340
72	表面	体词	31.970	32.340	0.370
73	上	体词	32.340	32.510	0.170
74	服从	谓词	32.510	32.830	0.320
75	曹操	体词	32.830	33.330	0.500
76	心里	体词	33.590	33.950	0.360
77	又	饰词	33.950	34.060	0.110
78	摇摇摆摆	谓词	34.060	34.770	0.710
