index	word	part_of_speech	onset	offset	duration
1	这	代词	1.280	1.470	0.190
2	一回	饰词	1.470	1.880	0.410
3	轮	谓词	2.200	2.380	0.180
4	着	虚词	2.380	2.460	0.080
5	那些	代词	2.460	2.710	0.250
6	将军	体词	2.710	3.130	0.420
7	们	其他	3.130	3.260	0.130
8	反对	饰词	3.260	3.680	0.420
9	他	代词	3.680	3.830	0.150
10	了	虚词	3.830	3.960	0.130
11	他们	代词	4.400	4.590	0.190
12	说	谓词	4.590	4.840	0.250
13	要	谓词	6.000	6.120	0.120
14	打	谓词	6.120	6.260	0.140
15	刘备	体词	6.260	6.720	0.460
16	就	饰词	6.850	7.000	0.150
17	该早	饰词	7.000	7.350	0.350
18	打	谓词	7.350	7.570	0.220
19	现在	体词	8.230	8.500	0.270
20	都	饰词	8.500	8.610	0.110
21	过	虚词	8.610	8.780	0.170
22	了	虚词	8.780	8.860	0.080
23	七八个	饰词	8.860	9.330	0.470
24	月	饰词	9.330	9.520	0.190
25	人家	体词	10.010	10.180	0.170
26	把	虚词	10.180	10.300	0.120
27	主要	饰词	10.300	10.610	0.310
28	关口	体词	10.610	10.920	0.310
29	都	饰词	10.920	11.030	0.110
30	占	谓词	11.030	11.250	0.220
31	了	虚词	11.250	11.360	0.110
32	咱们	代词	11.740	11.960	0.220
33	要是	虚词	11.960	12.150	0.190
34	打	谓词	12.150	12.340	0.190
35	过去	体词	12.340	12.660	0.320
36	还有	谓词	12.780	13.060	0.280
37	个	饰词	13.060	13.140	0.080
38	好	谓词	13.140	13.290	0.150
39	儿	体词	13.290	13.390	0.100
40	吗	虚词	13.390	13.550	0.160
41	陆逊	体词	14.790	15.230	0.440
42	摇着头	其他	15.230	15.740	0.510
43	说	谓词	15.740	15.980	0.240
44	你们	代词	17.140	17.320	0.180
45	说	谓词	17.320	17.490	0.170
46	得	虚词	17.490	17.560	0.070
47	不	饰词	17.560	17.700	0.140
48	对	虚词	17.700	17.910	0.210
49	刘备	体词	18.500	18.800	0.300
50	是	谓词	18.800	18.930	0.130
51	打仗	谓词	18.930	19.260	0.330
52	的	虚词	19.260	19.330	0.070
53	老手	体词	19.330	19.740	0.410
54	刚来	体词	20.130	20.440	0.310
55	的	虚词	20.440	20.530	0.090
56	时候	体词	20.530	20.870	0.340
57	他	代词	20.950	21.100	0.150
58	人强马壮	其他	21.100	21.890	0.790
59	考虑	谓词	21.930	22.290	0.360
60	得	虚词	22.290	22.370	0.080
61	很	饰词	22.370	22.530	0.160
62	周到	谓词	22.530	22.910	0.380
63	我们	代词	23.300	23.490	0.190
64	要	谓词	23.490	23.620	0.130
65	打	谓词	23.620	23.800	0.180
