index	word	part_of_speech	onset	offset	duration
1	曹操	体词	1.320	1.660	0.340
2	听说	谓词	1.660	2.010	0.350
3	许	饰词	2.010	2.230	0.220
4	攸	谓词	2.230	2.380	0.150
5	投奔	谓词	2.380	2.770	0.390
6	自己	代词	2.770	3.040	0.270
7	来	谓词	3.040	3.250	0.210
8	了	虚词	3.280	3.460	0.180
9	连鞋	体词	3.690	4.090	0.400
10	也	饰词	4.090	4.190	0.100
11	没	饰词	4.190	4.360	0.170
12	穿	谓词	4.360	4.580	0.220
13	好	谓词	4.580	4.900	0.320
14	就	饰词	5.320	5.380	0.060
15	趿拉	谓词	5.380	5.720	0.340
16	着	虚词	5.720	5.830	0.110
17	跑	谓词	5.830	6.020	0.190
18	出来	谓词	6.020	6.280	0.260
19	迎接	谓词	6.280	6.680	0.400
20	两个	饰词	7.790	8.040	0.250
21	人	体词	8.040	8.170	0.130
22	一	饰词	8.170	8.280	0.110
23	见面	体词	8.280	8.840	0.560
24	曹操	体词	9.180	9.500	0.320
25	就	饰词	9.500	9.650	0.150
26	问许	谓词	9.650	10.010	0.360
27	攸有	谓词	10.010	10.260	0.250
28	什么	代词	10.260	10.540	0.280
29	打败	谓词	10.540	10.890	0.350
30	袁绍	体词	10.890	11.170	0.280
31	的	虚词	11.170	11.260	0.090
32	妙计	体词	11.260	11.830	0.570
33	许	饰词	12.730	12.960	0.230
34	攸问	谓词	12.960	13.400	0.440
35	您	谓词	14.550	14.710	0.160
36	营里	体词	14.710	14.930	0.220
37	还有	谓词	14.930	15.130	0.200
38	多少	饰词	15.130	15.530	0.400
39	粮食	体词	15.530	15.960	0.430
40	曹操	体词	17.350	17.730	0.380
41	回答	谓词	17.730	18.100	0.370
42	说	谓词	18.100	18.360	0.260
43	还	饰词	19.640	19.790	0.150
44	够吃	谓词	19.790	20.130	0.340
45	一年	饰词	20.130	20.590	0.460
46	的	虚词	20.590	20.820	0.230
47	许	饰词	22.060	22.260	0.200
48	攸	谓词	22.260	22.430	0.170
49	冷笑	体词	22.430	22.850	0.420
50	了	虚词	22.850	22.960	0.110
51	一声	饰词	22.960	23.280	0.320
52	说	谓词	23.280	23.500	0.220
53	不对	谓词	24.750	25.100	0.350
54	吧	虚词	25.100	25.220	0.120
55	您	代词	25.820	25.950	0.130
56	再	饰词	25.950	26.070	0.120
57	想想	谓词	26.070	26.740	0.670
58	曹操	体词	27.930	28.290	0.360
59	连忙	饰词	28.290	28.630	0.340
60	改口说	其他	28.630	29.290	0.660
61	还有	谓词	30.540	30.820	0.280
62	半年	饰词	30.820	31.340	0.520
63	的	虚词	31.340	31.420	0.080
64	许	饰词	32.810	33.010	0.200
65	攸站	体词	33.010	33.360	0.350
66	起身	谓词	33.360	33.750	0.390
67	来	谓词	33.750	34.020	0.270
68	挺	饰词	34.290	34.440	0.150
69	不高兴地	谓词	34.440	35.000	0.560
70	说	谓词	35.000	35.250	0.250
71	您	谓词	36.560	36.680	0.120
72	到底	饰词	36.680	36.980	0.300
73	想	谓词	36.980	37.190	0.210
74	不想	谓词	37.190	37.440	0.250
75	打败	谓词	37.440	37.740	0.300
