index	word	part_of_speech	onset	offset	duration
1	曹操	体词	1.310	1.700	0.390
2	问	谓词	1.700	1.810	0.110
3	他	代词	1.810	1.960	0.150
4	为什么	代词	1.960	2.420	0.460
5	他	代词	2.930	3.040	0.110
6	说	谓词	3.040	3.340	0.300
7	您	谓词	4.610	4.820	0.210
8	一向	饰词	4.820	5.070	0.250
9	不	饰词	5.070	5.170	0.100
10	放心	谓词	5.170	5.620	0.450
11	的	虚词	5.620	5.840	0.220
12	不	饰词	6.090	6.190	0.100
13	就是	饰词	6.190	6.460	0.270
14	我	代词	6.460	6.580	0.120
15	吕布	体词	6.580	6.970	0.390
16	一个	饰词	6.970	7.240	0.270
17	吗	虚词	7.240	7.520	0.280
18	现在	体词	8.360	8.670	0.310
19	我	代词	8.670	8.780	0.110
20	服	谓词	8.780	9.000	0.220
21	了	虚词	9.000	9.100	0.100
22	您	代词	9.100	9.410	0.310
23	您	代词	9.580	9.780	0.200
24	还	饰词	9.780	9.920	0.140
25	怕	谓词	9.920	10.110	0.190
26	个	体词	10.110	10.190	0.080
27	什么	代词	10.190	10.410	0.220
28	呐	虚词	10.410	10.690	0.280
29	从今以后	其他	11.440	12.070	0.630
30	一切	代词	12.460	12.880	0.420
31	由	虚词	12.880	12.940	0.060
32	您	代词	12.940	13.150	0.210
33	发号施令	体词	13.150	13.880	0.730
34	我	代词	14.240	14.310	0.070
35	听	谓词	14.310	14.560	0.250
36	您	代词	14.560	14.770	0.210
37	的	虚词	14.770	15.000	0.230
38	天下	体词	15.380	15.650	0.270
39	不愁	谓词	15.650	15.970	0.320
40	平	谓词	15.970	16.200	0.230
41	不了	谓词	16.200	16.380	0.180
42	说	谓词	17.840	18.100	0.260
43	着	虚词	18.100	18.240	0.140
44	他	代词	18.570	18.780	0.210
45	又	饰词	18.780	18.810	0.030
46	望了望	其他	18.810	19.330	0.520
47	坐在	谓词	19.330	19.590	0.260
48	旁边	体词	19.590	19.930	0.340
49	的	虚词	19.930	20.000	0.070
50	刘备	体词	20.000	20.390	0.390
51	明显	谓词	21.130	21.460	0.330
52	是	谓词	21.460	21.570	0.110
53	想	谓词	21.570	21.730	0.160
54	让	谓词	21.730	21.850	0.120
55	刘备	体词	21.850	22.160	0.310
56	替	虚词	22.160	22.300	0.140
57	他	代词	22.300	22.410	0.110
58	说	谓词	22.410	22.570	0.160
59	几句	饰词	22.570	22.820	0.250
60	好话	谓词	22.820	23.240	0.420
61	刘备	体词	24.380	24.710	0.330
62	可	谓词	24.710	24.860	0.150
63	把	虚词	24.860	24.990	0.130
64	吕布	体词	24.990	25.290	0.300
65	恨透了	其他	25.290	25.950	0.660
66	他	代词	26.770	26.860	0.090
67	见	谓词	26.860	27.050	0.190
68	曹操	体词	27.050	27.390	0.340
69	不	饰词	27.390	27.510	0.120
70	说话	谓词	27.510	27.840	0.330
71	知道	谓词	28.300	28.570	0.270
72	曹操	体词	28.570	28.910	0.340
73	心里	体词	28.910	29.200	0.290
74	不忍	谓词	29.200	29.510	0.310
75	杀	谓词	29.510	29.730	0.220
76	吕布	体词	29.730	30.080	0.350
77	就	饰词	30.540	30.640	0.100
78	说	谓词	30.640	30.910	0.270
79	您	谓词	32.220	32.320	0.100
80	难道	饰词	32.320	32.620	0.300
81	忘	谓词	32.620	32.790	0.170
82	了	虚词	32.790	32.880	0.090
83	吕布	体词	32.880	33.240	0.360
84	是	谓词	33.240	33.380	0.140
85	怎么	代词	33.380	33.630	0.250
86	对待	谓词	33.630	33.900	0.270
87	丁原	体词	33.900	34.240	0.340
88	和	虚词	34.240	34.360	0.120
89	董卓	体词	34.360	34.780	0.420
90	的	虚词	34.780	34.870	0.090
91	吗	虚词	34.870	35.150	0.280
92	一句	饰词	36.370	36.660	0.290
93	话	体词	36.700	36.840	0.140
94	提醒	谓词	36.840	37.250	0.410
95	了	虚词	37.250	37.330	0.080
96	曹操	体词	37.330	37.800	0.470
97	曹操	体词	38.750	39.070	0.320
98	对	虚词	39.070	39.210	0.140
99	刘备	体词	39.210	39.530	0.320
100	点	饰词	39.530	39.700	0.170
101	了	虚词	39.700	39.790	0.090
102	点头	谓词	39.790	40.160	0.370
103	吕布	体词	41.180	41.450	0.270
104	气	体词	41.450	41.630	0.180
105	得	虚词	41.630	41.740	0.110
106	瞪	谓词	41.740	41.930	0.190
107	着	虚词	41.930	42.020	0.090
108	刘备	体词	42.020	42.380	0.360
109	说	谓词	42.380	42.600	0.220
110	这个	代词	43.540	43.770	0.230
111	家伙	体词	43.770	44.040	0.270
112	忘	谓词	44.040	44.250	0.210
113	了	虚词	44.250	44.340	0.090
114	这时候	代词	44.340	44.800	0.460
115	陈宫	体词	45.150	45.560	0.410
116	被	虚词	45.560	45.680	0.120
117	带进来	谓词	45.680	46.190	0.510
118	了	虚词	46.190	46.390	0.200
119	曹操	体词	47.320	47.640	0.320
120	笑	谓词	47.640	47.850	0.210
121	着	虚词	47.850	47.980	0.130
122	对	虚词	47.980	48.100	0.120
123	陈宫	体词	48.100	48.520	0.420
124	说	谓词	48.520	48.740	0.220
125	咱们	代词	50.030	50.280	0.250
126	好久没	其他	50.280	50.760	0.480
127	见面	体词	50.760	51.180	0.420
128	了	虚词	51.180	51.280	0.100
129	您	代词	51.980	52.130	0.150
130	自	代词	52.130	52.280	0.150
131	以为	虚词	52.280	52.530	0.250
132	足智多谋	其他	52.530	53.220	0.690
133	今天	体词	53.820	54.150	0.330
134	又	饰词	54.150	54.180	0.030
135	怎么样	代词	54.180	54.630	0.450
136	呐	虚词	54.630	54.880	0.250
137	陈宫	体词	56.110	56.480	0.370
138	气恨恨	其他	56.480	57.070	0.590
139	地	虚词	57.070	57.140	0.070
140	瞧	谓词	57.140	57.340	0.200
141	着	虚词	57.340	57.470	0.130
142	吕布	体词	57.470	57.830	0.360
143	说	谓词	57.830	58.050	0.220
144	可恨	谓词	59.360	59.730	0.370
145	这个	代词	59.730	59.930	0.200
146	人	体词	59.930	60.040	0.110
147	没出息	其他	60.040	60.640	0.600
148	不	饰词	61.060	61.160	0.100
149	听	谓词	61.160	61.380	0.220
150	我	代词	61.380	61.440	0.060
151	的	虚词	61.440	61.540	0.100
152	计策	体词	61.540	61.930	0.390
153	他	代词	62.700	62.820	0.120
154	要是	虚词	62.820	63.000	0.180
155	早	谓词	63.000	63.160	0.160
156	听	谓词	63.160	63.390	0.230
157	我	代词	63.390	63.530	0.140
158	的	虚词	63.530	63.800	0.270
159	也	饰词	64.040	64.100	0.060
160	不会	谓词	64.100	64.430	0.330
161	有	谓词	64.430	64.510	0.080
162	今天	体词	64.510	64.930	0.420
163	了	虚词	64.930	65.140	0.210
164	曹操	体词	66.360	66.810	0.450
165	说	谓词	66.810	67.050	0.240
166	现在	体词	68.380	68.720	0.340
167	您	代词	68.720	68.930	0.210
168	说	谓词	68.930	69.070	0.140
169	该	代词	69.070	69.220	0.150
170	怎么办	其他	69.220	69.740	0.520
171	呐	虚词	69.740	69.980	0.240
172	陈宫	体词	71.220	71.650	0.430
173	说	谓词	71.650	71.870	0.220
174	有	谓词	73.190	73.320	0.130
175	什么	代词	73.320	73.600	0.280
176	说	谓词	73.600	73.850	0.250
177	的	虚词	73.850	73.960	0.110
178	不过	虚词	74.490	74.740	0.250
179	是	谓词	74.740	74.890	0.150
180	一	饰词	74.890	75.020	0.130
181	死	谓词	75.020	75.280	0.260
182	罢了	虚词	75.280	75.750	0.470
183	曹操	体词	77.010	77.390	0.380
184	本来	体词	77.390	77.650	0.260
185	希望	谓词	77.650	77.990	0.340
186	陈宫	体词	77.990	78.330	0.340
187	投降	谓词	78.330	78.990	0.660
188	可	谓词	79.540	79.630	0.090
189	听	谓词	79.630	79.790	0.160
190	他	代词	79.790	79.880	0.090
191	这么	代词	79.880	80.120	0.240
192	一	饰词	80.120	80.240	0.120
193	说	谓词	80.240	80.430	0.190
194	就	饰词	80.720	80.880	0.160
195	没	谓词	80.880	81.060	0.180
196	再说	虚词	81.060	81.410	0.350
197	什么	代词	81.410	81.810	0.400
198	陈宫	体词	82.690	83.010	0.320
199	倒	谓词	83.010	83.150	0.140
200	催	谓词	83.150	83.380	0.230
201	着	虚词	83.380	83.500	0.120
202	说	谓词	83.500	83.720	0.220
203	赶快	饰词	85.030	85.260	0.230
204	杀	谓词	85.260	85.520	0.260
205	了	虚词	85.520	85.610	0.090
206	我	代词	85.610	85.760	0.150
207	就	饰词	87.300	87.400	0.100
208	自己	代词	87.400	87.730	0.330
209	往	虚词	87.730	87.920	0.190
210	外	体词	87.920	88.030	0.110
211	走	谓词	88.030	88.090	0.060
212	曹操	体词	88.090	89.670	1.580
213	流	谓词	89.670	89.800	0.130
214	着	虚词	89.800	89.910	0.110
215	眼泪	体词	89.910	90.400	0.490
216	离开	谓词	90.600	90.950	0.350
217	座位	体词	90.950	91.240	0.290
218	送	谓词	91.240	91.470	0.230
219	了	虚词	91.470	91.530	0.060
220	他	代词	91.530	91.650	0.120
221	几步	饰词	91.650	92.000	0.350
222	陈宫	体词	93.090	93.420	0.330
223	头	体词	93.420	93.600	0.180
224	也	饰词	93.600	93.680	0.080
225	不回	谓词	93.680	94.000	0.320
226	地	体词	94.000	94.090	0.090
227	出去	谓词	94.090	94.470	0.380
228	了	虚词	94.470	94.670	0.200
229	曹操	体词	95.610	95.920	0.310
230	下令	谓词	95.920	96.280	0.360
231	把	虚词	96.280	96.400	0.120
232	吕布	体词	96.400	96.880	0.480
233	陈宫	体词	97.030	97.440	0.410
234	绞死	谓词	97.440	97.880	0.440
235	还	饰词	98.430	98.560	0.130
236	吩咐	谓词	98.560	98.920	0.360
237	要	谓词	98.920	99.000	0.080
238	好好	饰词	99.000	99.420	0.420
239	养活	谓词	99.420	99.710	0.290
240	陈宫	体词	99.710	100.060	0.350
241	的	虚词	100.060	100.120	0.060
242	母亲	体词	100.120	100.460	0.340
243	和	虚词	100.460	100.580	0.120
244	孩子	体词	100.580	101.010	0.430
245	曹操	体词	102.260	102.640	0.380
246	灭	谓词	102.640	102.800	0.160
247	了	虚词	102.800	102.910	0.110
248	吕布	体词	102.910	103.320	0.410
249	除了	虚词	103.580	103.860	0.280
250	心腹大患	其他	103.860	104.770	0.910
251	就	饰词	105.120	105.210	0.090
252	留下	谓词	105.210	105.540	0.330
253	部将	体词	105.540	105.930	0.390
254	车胄	体词	105.930	106.290	0.360
255	守	谓词	106.290	106.500	0.210
256	徐州	体词	106.500	106.920	0.420
257	自己	代词	107.460	107.760	0.300
258	带	谓词	107.760	107.910	0.150
259	着	虚词	107.910	108.020	0.110
260	刘备	体词	108.020	108.340	0.320
261	回到	谓词	108.340	108.640	0.300
262	许都	体词	108.640	109.090	0.450
263	他	代词	110.030	110.130	0.100
264	正	饰词	110.130	110.320	0.190
265	为	虚词	110.320	110.420	0.100
266	这回	饰词	110.420	110.740	0.320
267	打	谓词	110.740	110.910	0.170
268	了	虚词	110.910	110.990	0.080
269	胜仗	体词	110.990	111.380	0.390
270	高兴	饰词	111.380	111.780	0.400
271	呐	虚词	111.780	112.030	0.250
272	从	虚词	112.570	112.740	0.170
273	北边	体词	112.740	113.090	0.350
274	来	谓词	113.090	113.220	0.130
275	了	虚词	113.220	113.290	0.070
