index	word	part_of_speech	onset	offset	duration
1	袁绍	体词	1.390	1.680	0.290
2	跟	虚词	1.680	1.860	0.180
3	曹操	体词	1.860	2.210	0.350
4	交战	谓词	2.210	2.560	0.350
5	的	虚词	2.560	2.650	0.090
6	第二年	饰词	2.650	3.360	0.710
7	也	饰词	3.660	3.780	0.120
8	就是	饰词	3.780	4.040	0.260
9	公元	体词	4.040	4.330	0.290
10	年	饰词	4.840	5.130	0.290
11	两	饰词	5.730	5.920	0.190
12	军	体词	5.920	6.080	0.160
13	在	虚词	6.080	6.210	0.130
14	官渡	体词	6.210	6.580	0.370
15	碰到	谓词	6.580	6.890	0.310
16	一起	饰词	6.890	7.250	0.360
17	了	虚词	7.250	7.500	0.250
18	袁绍	体词	8.630	8.880	0.250
19	下	体词	8.880	9.100	0.220
20	命令	体词	9.100	9.420	0.320
21	安营扎寨	体词	9.420	10.270	0.850
22	从	虚词	10.750	10.920	0.170
23	西	体词	10.920	11.100	0.180
24	到	谓词	11.100	11.250	0.150
25	东	体词	11.250	11.480	0.230
26	足有	谓词	11.480	11.700	0.220
27	几十里	饰词	11.700	12.290	0.590
28	长	谓词	12.290	12.720	0.430
29	他	代词	13.450	13.540	0.090
30	觉着	谓词	13.540	13.840	0.300
31	自己	代词	13.840	14.140	0.300
32	兵	体词	14.140	14.370	0.230
33	多	饰词	14.370	14.510	0.140
34	粮	体词	14.510	14.750	0.240
35	足	谓词	14.750	15.040	0.290
36	这回	饰词	15.570	15.790	0.220
37	准能	谓词	15.790	16.110	0.320
38	把	虚词	16.110	16.220	0.110
39	曹操	体词	16.220	16.570	0.350
40	灭	谓词	16.570	16.790	0.220
41	了	虚词	16.790	17.020	0.230
42	曹操	体词	18.140	18.550	0.410
43	也	饰词	18.550	18.680	0.130
44	带	谓词	18.680	18.840	0.160
45	人	体词	18.840	19.020	0.180
46	马扎	体词	19.020	19.350	0.330
47	下	体词	19.350	19.510	0.160
48	营寨	体词	19.510	20.010	0.500
49	准备	谓词	20.290	20.610	0.320
50	跟	虚词	20.610	20.780	0.170
51	袁绍	体词	20.780	21.090	0.310
52	决战	谓词	21.090	21.610	0.520
53	曹操	体词	22.630	22.970	0.340
54	的	虚词	22.970	23.080	0.110
55	人马	体词	23.080	23.310	0.230
56	少	谓词	23.310	23.620	0.310
57	打	谓词	24.100	24.230	0.130
58	了	虚词	24.230	24.350	0.120
59	几	饰词	24.350	24.490	0.140
60	仗	体词	24.490	24.670	0.180
61	没	谓词	24.670	24.800	0.130
62	得胜	谓词	24.800	25.320	0.520
63	他	代词	25.920	26.000	0.080
64	就	饰词	26.000	26.110	0.110
65	下令	谓词	26.110	26.530	0.420
66	修筑	谓词	26.530	26.850	0.320
67	土垒	体词	26.850	27.270	0.420
68	坚守	谓词	27.550	28.000	0.450
69	营寨	体词	28.000	28.360	0.360
70	袁绍	体词	28.360	29.990	1.630
71	看到	谓词	29.990	30.280	0.290
72	曹军	体词	30.280	30.690	0.410
73	不敢	饰词	30.690	31.010	0.320
74	出战	谓词	31.010	31.550	0.540
75	就让	谓词	32.010	32.250	0.240
76	士兵	体词	32.250	32.600	0.350
77	们	其他	32.600	32.760	0.160
78	在	虚词	32.760	32.890	0.130
79	曹营	体词	32.890	33.270	0.380
80	外面	体词	33.270	33.580	0.310
81	堆起	谓词	33.580	33.920	0.340
82	一个个	饰词	33.920	34.330	0.410
83	的	虚词	34.330	34.410	0.080
84	小	体词	34.410	34.610	0.200
85	土山	体词	34.610	35.130	0.520
86	土山	体词	36.020	36.360	0.340
87	上	体词	36.360	36.560	0.200
88	再	饰词	36.560	36.680	0.120
89	搭起	谓词	36.680	36.990	0.310
90	高台	体词	36.990	37.440	0.450
91	子	体词	37.440	37.570	0.130
92	叫	谓词	38.200	38.380	0.180
93	士兵	体词	38.380	38.740	0.360
94	们	其他	38.740	38.920	0.180
95	站	谓词	38.920	39.070	0.150
96	在	虚词	39.070	39.160	0.090
97	高	谓词	39.160	39.340	0.180
98	台上	体词	39.340	39.730	0.390
99	向	虚词	39.730	39.910	0.180
100	曹	体词	39.910	40.100	0.190
101	营里	体词	40.100	40.390	0.290
102	射箭	体词	40.390	40.830	0.440
103	曹操	体词	42.050	42.420	0.370
104	的	虚词	42.420	42.520	0.100
105	将士	体词	42.520	42.920	0.400
106	只好	饰词	42.920	43.250	0.330
107	用	虚词	43.250	43.400	0.150
108	挡箭牌	体词	43.400	44.000	0.600
109	遮住	谓词	44.000	44.270	0.270
110	身子	体词	44.270	44.650	0.380
111	在	虚词	45.210	45.320	0.110
112	地下	体词	45.320	45.670	0.350
113	慢慢	饰词	45.670	46.060	0.390
114	地	虚词	46.060	46.130	0.070
115	爬来爬去	其他	46.130	47.040	0.910
116	袁绍	体词	48.180	48.400	0.220
117	的	虚词	48.400	48.520	0.120
118	士兵	体词	48.520	48.850	0.330
119	看	谓词	48.850	49.140	0.290
120	了	虚词	49.140	49.280	0.140
121	都	饰词	49.410	49.600	0.190
122	得意	谓词	49.600	49.930	0.330
123	得	虚词	49.930	50.010	0.080
124	哈哈大笑	其他	50.010	50.790	0.780
125	曹操	体词	52.070	52.450	0.380
126	忙	谓词	52.450	52.650	0.200
127	跟	虚词	52.650	52.780	0.130
128	谋士	体词	52.780	53.120	0.340
129	们	其他	53.120	53.280	0.160
130	商量	体词	53.280	53.620	0.340
131	对付	谓词	53.620	53.900	0.280
132	的	虚词	53.900	53.990	0.090
133	办法	体词	53.990	54.550	0.560
134	他们	代词	55.190	55.410	0.220
135	动脑筋	体词	55.410	56.050	0.640
136	造	谓词	56.290	56.500	0.210
137	了	虚词	56.500	56.600	0.100
138	一个	饰词	56.600	56.770	0.170
139	发	谓词	56.770	56.970	0.200
140	石机	体词	56.970	57.500	0.530
141	能	谓词	57.990	58.090	0.100
142	把	虚词	58.090	58.160	0.070
143	十几斤	饰词	58.160	58.810	0.650
144	重	谓词	58.810	58.960	0.150
145	的	虚词	58.960	59.040	0.080
146	大石头	体词	59.040	59.490	0.450
147	打	谓词	59.490	59.710	0.220
148	出去	谓词	59.710	60.080	0.370
149	这种	代词	61.380	61.630	0.250
150	发	谓词	61.630	61.810	0.180
151	石机	体词	61.810	62.140	0.330
152	打	谓词	62.140	62.300	0.160
153	石头	体词	62.300	62.630	0.330
154	的	虚词	62.630	62.740	0.110
155	时候	体词	62.740	63.070	0.330
156	还	饰词	63.290	63.560	0.270
157	轰隆隆	其他	63.560	64.090	0.530
158	地	虚词	64.090	64.170	0.080
159	发出	谓词	64.170	64.480	0.310
160	老大	谓词	64.480	64.840	0.360
161	的	虚词	64.840	64.910	0.070
162	响声	体词	64.910	65.520	0.610
163	挺	饰词	65.990	66.130	0.140
164	吓人	谓词	66.130	66.570	0.440
165	的	虚词	66.570	66.650	0.080
166	所以	虚词	67.450	67.690	0.240
167	大伙儿	代词	67.690	68.110	0.420
168	又	饰词	68.110	68.150	0.040
169	叫	谓词	68.150	68.310	0.160
170	它	代词	68.310	68.430	0.120
171	霹雳车	体词	68.430	69.050	0.620
172	结果	体词	70.200	70.540	0.340
173	袁军	体词	71.060	71.380	0.320
174	的	虚词	71.380	71.460	0.080
175	高台	体词	71.460	71.840	0.380
176	让	谓词	71.840	72.000	0.160
177	石头	体词	72.000	72.270	0.270
178	打得塌	谓词	72.270	72.830	0.560
179	的	虚词	72.830	72.920	0.090
180	塌	谓词	72.920	73.210	0.290
181	垮	谓词	73.500	73.730	0.230
182	的	虚词	73.730	73.840	0.110
183	垮	谓词	73.840	74.190	0.350
184	士兵	体词	74.890	75.250	0.360
185	们	其他	75.250	75.380	0.130
186	头破血流	体词	75.380	76.210	0.830
187	逃回	谓词	76.370	76.760	0.390
188	营里	体词	76.760	77.090	0.330
189	去	谓词	77.090	77.270	0.180
190	了	虚词	77.270	77.500	0.230
191	袁绍见	体词	78.700	79.200	0.500
192	高台	体词	79.200	79.550	0.350
193	射箭	体词	79.550	79.920	0.370
194	不灵	谓词	79.920	80.310	0.390
195	了	虚词	80.310	80.510	0.200
196	又	饰词	80.890	80.970	0.080
197	叫	谓词	80.970	81.150	0.180
198	士兵	体词	81.150	81.510	0.360
199	们	其他	81.510	81.660	0.150
200	挖地道	其他	81.660	82.240	0.580
201	打算	谓词	82.720	83.040	0.320
202	偷偷地	其他	83.040	83.480	0.440
203	从	虚词	83.480	83.680	0.200
204	地底下	体词	83.680	84.170	0.490
205	钻到	谓词	84.170	84.430	0.260
206	曹	体词	84.430	84.670	0.240
207	营里	体词	84.670	85.000	0.330
208	去	谓词	85.000	85.320	0.320
209	他	代词	86.230	86.310	0.080
210	让	谓词	86.310	86.470	0.160
211	士兵	体词	86.470	86.800	0.330
212	们	其他	86.800	86.950	0.150
213	在	虚词	86.950	87.080	0.130
214	黑夜	体词	87.080	87.430	0.350
215	里	体词	87.430	87.590	0.160
216	挖	谓词	87.590	87.700	0.110
217	免得	谓词	88.170	88.470	0.300
218	给	虚词	88.470	88.590	0.120
219	曹军	体词	88.590	89.000	0.410
220	知道	谓词	89.000	89.430	0.430
221	可是	虚词	90.550	90.810	0.260
222	这	代词	90.810	90.940	0.130
223	成千上万	其他	90.940	91.740	0.800
224	的	虚词	91.740	91.830	0.090
225	人	体词	91.830	92.100	0.270
226	又	饰词	92.310	92.460	0.150
227	是	谓词	92.460	92.650	0.190
228	挖土	体词	92.650	93.250	0.600
229	又	饰词	93.390	93.460	0.070
230	是	谓词	93.460	93.600	0.140
231	抬筐	体词	93.600	94.220	0.620
232	离	谓词	94.650	94.780	0.130
233	曹营	体词	94.780	95.200	0.420
234	也	饰词	95.200	95.230	0.030
235	不	饰词	95.230	95.350	0.120
236	太	饰词	95.350	95.570	0.220
237	远	谓词	95.570	95.890	0.320
238	怎么	代词	96.190	96.430	0.240
239	能	谓词	96.430	96.590	0.160
240	瞒	谓词	96.590	96.780	0.190
241	得	虚词	96.780	96.860	0.080
242	住	谓词	96.860	97.000	0.140
243	人家	体词	97.000	97.290	0.290
244	呐	虚词	97.290	97.630	0.340
245	没	谓词	98.740	98.890	0.150
246	几天	饰词	98.890	99.380	0.490
247	曹操	体词	99.530	99.910	0.380
248	就	饰词	99.910	100.020	0.110
249	知道	谓词	100.020	100.370	0.350
250	了	虚词	100.370	100.570	0.200
251	他	代词	101.310	101.410	0.100
252	马上	饰词	101.410	101.790	0.380
253	吩咐	谓词	101.790	102.080	0.290
254	士兵	体词	102.080	102.460	0.380
255	在	虚词	102.460	102.580	0.120
256	军营	体词	102.580	102.910	0.330
257	前面	体词	102.910	103.300	0.390
258	挖	谓词	103.300	103.450	0.150
259	了	虚词	103.450	103.540	0.090
260	一条	饰词	103.540	103.830	0.290
261	又	饰词	103.830	104.000	0.170
262	长	谓词	104.000	104.270	0.270
263	又	饰词	104.270	104.300	0.030
264	深	谓词	104.300	104.540	0.240
265	的	虚词	104.540	104.600	0.060
266	壕沟	体词	104.600	104.950	0.350
267	好	谓词	105.480	105.680	0.200
268	把	虚词	105.680	105.810	0.130
269	地道	体词	105.810	106.140	0.330
270	都	饰词	106.140	106.270	0.130
271	切断	谓词	106.270	106.800	0.530
272	这么一来	其他	107.690	108.330	0.640
273	袁绍	体词	108.720	108.950	0.230
274	的	虚词	108.950	109.060	0.110
275	地道	体词	109.060	109.390	0.330
276	也	饰词	109.390	109.470	0.080
277	没用	谓词	109.470	109.910	0.440
278	了	虚词	109.910	110.090	0.180
279	双方	体词	110.990	111.340	0.350
280	相持	谓词	111.340	111.690	0.350
281	了	虚词	111.690	111.790	0.100
282	一个多月	饰词	111.790	112.350	0.560
283	曹军	体词	112.940	113.250	0.310
284	的	虚词	113.250	113.340	0.090
285	粮草	体词	113.340	113.770	0.430
286	越来越少	其他	113.770	114.570	0.800
287	军营	体词	115.680	116.010	0.330
288	里	体词	116.010	116.160	0.150
289	就	饰词	116.160	116.280	0.120
290	有些	代词	116.280	116.530	0.250
291	人心	体词	116.530	116.940	0.410
292	不	饰词	116.940	117.100	0.160
293	稳	谓词	117.100	117.390	0.290
294	吵吵	谓词	117.660	118.070	0.410
295	要	谓词	118.070	118.160	0.090
296	停战	谓词	118.160	118.740	0.580
297	曹操	体词	119.670	119.990	0.320
298	写	谓词	119.990	120.150	0.160
299	了	虚词	120.150	120.300	0.150
300	一封信	其他	120.300	120.810	0.510
301	给	虚词	120.810	120.940	0.130
302	留守	谓词	120.940	121.300	0.360
303	许都	体词	121.300	121.680	0.380
304	的	虚词	121.680	121.790	0.110
305	荀彧	体词	121.790	122.350	0.560
306	问	谓词	122.770	122.850	0.080
307	他	代词	122.850	122.970	0.120
308	是不是	其他	122.970	123.380	0.410
309	退军	谓词	123.380	124.050	0.670
310	荀彧	体词	124.920	125.220	0.300
311	马上	饰词	125.220	125.590	0.370
312	回信	谓词	125.590	126.010	0.420
313	说	谓词	126.010	126.230	0.220
314	这回	饰词	127.540	127.860	0.320
315	袁绍	体词	127.860	128.250	0.390
