index	word	part_of_speech	onset	offset	duration
1	公元	体词	1.300	1.990	0.690
2	年	饰词	2.190	2.420	0.230
3	刘备	体词	2.880	3.200	0.320
4	在	虚词	3.200	3.340	0.140
5	成都	体词	3.340	3.740	0.400
6	自立	谓词	3.740	4.080	0.340
7	为	虚词	4.080	4.170	0.090
8	汉中	体词	4.170	4.610	0.440
9	王	体词	4.610	4.810	0.200
10	他	代词	5.550	5.670	0.120
11	想起	谓词	5.670	6.020	0.350
12	关羽	体词	6.020	6.360	0.340
13	还	饰词	6.360	6.550	0.190
14	一直	饰词	6.550	6.800	0.250
15	守	谓词	6.800	7.010	0.210
16	在	虚词	7.010	7.120	0.110
17	荆州	体词	7.120	7.520	0.400
18	这个	代词	7.770	8.020	0.250
19	功劳	体词	8.020	8.350	0.330
20	真是太	体词	8.350	8.870	0.520
21	大	谓词	8.870	9.070	0.200
22	了	虚词	9.070	9.200	0.130
23	应该	谓词	9.540	9.690	0.150
24	好好	饰词	9.690	10.060	0.370
25	地	虚词	10.060	10.130	0.070
26	封赏	谓词	10.130	10.520	0.390
27	他	代词	11.190	11.300	0.110
28	派	谓词	11.300	11.500	0.200
29	人	体词	11.500	11.640	0.140
30	到	谓词	11.640	11.760	0.120
31	荆州	体词	11.760	12.130	0.370
32	封	体词	12.130	12.360	0.230
33	关羽	体词	12.360	12.730	0.370
34	为	虚词	12.730	12.870	0.140
35	前	体词	12.870	13.170	0.300
36	将军	体词	13.170	13.570	0.400
37	关羽	体词	14.670	15.020	0.350
38	受封	谓词	15.020	15.420	0.400
39	以后	体词	15.420	15.780	0.360
40	想立	谓词	15.940	16.230	0.290
41	个	饰词	16.230	16.330	0.100
42	大功	体词	16.330	16.720	0.390
43	给	虚词	16.720	16.830	0.110
44	大伙儿	代词	16.830	17.310	0.480
45	瞧瞧	谓词	17.310	17.540	0.230
46	决定	谓词	17.980	18.310	0.330
47	去	谓词	18.310	18.440	0.130
48	征讨	谓词	18.440	18.830	0.390
49	曹军	体词	18.830	19.340	0.510
50	关羽	体词	20.130	20.490	0.360
51	叫	谓词	20.490	20.660	0.170
52	部将	体词	20.660	21.070	0.410
53	糜芳	体词	21.070	21.490	0.420
54	驻守	谓词	21.490	21.820	0.330
55	江陵	体词	21.820	22.350	0.530
56	傅士仁	体词	22.530	23.070	0.540
57	驻守	谓词	23.070	23.390	0.320
58	公安	体词	23.390	23.810	0.420
59	还	饰词	24.280	24.380	0.100
60	让	谓词	24.380	24.520	0.140
61	他们	代词	24.520	24.710	0.190
62	随时	饰词	24.710	25.110	0.400
63	给	虚词	25.110	25.240	0.130
64	打	谓词	25.240	25.450	0.210
65	曹军	体词	25.450	25.830	0.380
66	的	虚词	25.830	25.920	0.090
67	军队	体词	25.920	26.260	0.340
68	供应	谓词	26.260	26.630	0.370
69	粮草	体词	26.630	27.190	0.560
70	补充	谓词	27.260	27.620	0.360
71	士兵	体词	27.620	28.040	0.420
72	他	代词	29.180	29.260	0.080
73	把	虚词	29.260	29.380	0.120
74	内部	体词	29.380	29.730	0.350
75	安排	谓词	29.730	30.010	0.280
76	好	谓词	30.010	30.280	0.270
77	了	虚词	30.280	30.460	0.180
78	就	饰词	30.510	30.660	0.150
79	领兵	体词	30.660	31.080	0.420
