index	word	part_of_speech	onset	offset	duration
1	钟会	体词	0.990	1.350	0.360
2	算	谓词	1.350	1.550	0.200
3	个	体词	1.550	1.610	0.060
4	什么	代词	1.610	1.910	0.300
5	邓艾	体词	2.520	2.850	0.330
6	不	饰词	2.850	3.010	0.160
7	把	虚词	3.010	3.120	0.110
8	他	代词	3.120	3.200	0.080
9	放在眼里	其他	3.200	3.830	0.630
10	他	代词	4.180	4.300	0.120
11	直接	谓词	4.300	4.620	0.320
12	上书	谓词	4.620	5.010	0.390
13	给	虚词	5.010	5.120	0.110
14	司马昭	体词	5.120	5.700	0.580
15	要求	谓词	6.040	6.330	0.290
16	让	谓词	6.330	6.530	0.200
17	自己	代词	6.530	6.770	0.240
18	马上	饰词	6.770	7.160	0.390
19	带兵	谓词	7.160	7.540	0.380
20	从益州	体词	7.540	8.110	0.570
21	直	饰词	8.110	8.330	0.220
22	下	体词	8.330	8.510	0.180
23	东吴	体词	8.510	8.940	0.430
24	连	体词	9.060	9.370	0.310
25	吴国	体词	9.370	9.780	0.410
26	也	饰词	9.780	9.870	0.090
27	一块儿	饰词	9.870	10.220	0.350
28	灭	谓词	10.220	10.430	0.210
29	了	虚词	10.430	10.560	0.130
30	过	虚词	11.620	11.790	0.170
31	了	虚词	11.790	11.890	0.100
32	些	体词	11.890	12.030	0.140
33	日子	体词	12.030	12.410	0.380
34	给	虚词	12.460	12.680	0.220
35	姜维	体词	12.680	13.110	0.430
36	下	体词	13.110	13.300	0.190
37	诏书	体词	13.300	13.690	0.390
38	的	虚词	13.690	13.790	0.100
39	人	体词	13.790	13.910	0.120
40	回来	谓词	13.910	14.190	0.280
41	说	谓词	14.190	14.430	0.240
42	姜维	体词	14.940	15.320	0.380
43	接到	谓词	15.320	15.590	0.270
44	刘禅	体词	15.590	15.950	0.360
45	的	虚词	15.950	16.030	0.080
46	诏书	体词	16.030	16.490	0.460
47	已经	饰词	16.630	16.930	0.300
48	投降	谓词	16.930	17.360	0.430
49	了	虚词	17.360	17.450	0.090
50	钟会	体词	17.450	17.760	0.310
51	了	虚词	17.760	17.980	0.220
52	邓艾	体词	18.670	19.030	0.360
53	一	饰词	19.030	19.130	0.100
54	听	谓词	19.130	19.330	0.200
55	就	饰词	19.330	19.420	0.090
56	不	饰词	19.420	19.540	0.120
57	高兴	饰词	19.540	19.960	0.420
58	认为	谓词	20.320	20.520	0.200
59	姜维	体词	20.520	20.880	0.360
60	瞧不起	谓词	20.880	21.470	0.590
