index	word	part_of_speech	onset	offset	duration
1	袁术	体词	1.330	1.630	0.300
2	写信给	体词	1.630	2.150	0.520
3	吕布	体词	2.150	2.500	0.350
4	说	谓词	2.500	2.730	0.230
5	我	代词	3.540	3.620	0.080
6	一向	饰词	3.620	3.940	0.320
7	最	饰词	3.940	4.100	0.160
8	佩服	谓词	4.100	4.420	0.320
9	您	代词	4.420	4.580	0.160
10	了	虚词	4.580	4.680	0.100
11	那个	代词	4.680	5.590	0.910
12	刘备	体词	5.590	5.900	0.310
13	算	谓词	5.900	6.070	0.170
14	个	体词	6.070	6.140	0.070
15	什么	代词	6.140	6.470	0.330
16	他	代词	6.920	7.070	0.150
17	怎么	代词	7.070	7.300	0.230
18	配	谓词	7.300	7.490	0.190
19	掌管	谓词	7.490	7.800	0.310
20	徐州	体词	7.800	8.170	0.370
21	呐	虚词	8.170	8.450	0.280
22	您	代词	9.590	9.700	0.110
23	要能	谓词	9.700	9.960	0.260
24	和	虚词	9.960	10.080	0.120
25	我们	代词	10.170	10.330	0.160
26	一块儿	饰词	10.330	10.600	0.270
27	把	虚词	10.600	10.690	0.090
28	徐州	体词	10.690	11.050	0.360
29	夺过来	谓词	11.050	11.600	0.550
30	我	代词	11.770	12.000	0.230
31	一定	饰词	12.000	12.280	0.280
32	送给	谓词	12.280	12.560	0.280
33	您	谓词	12.560	12.700	0.140
34	二十万	饰词	12.700	13.160	0.460
35	斛	体词	13.160	13.300	0.140
36	粮食	体词	13.300	13.740	0.440
37	五百匹	饰词	13.740	14.640	0.900
38	战马	体词	14.640	14.940	0.300
39	还有	谓词	15.280	15.530	0.250
40	金银财宝	体词	15.530	16.400	0.870
41	吕布	体词	17.530	17.810	0.280
42	看	谓词	17.810	18.010	0.200
43	了	虚词	18.010	18.090	0.080
44	袁术	体词	18.090	18.400	0.310
45	的	虚词	18.400	18.510	0.110
46	信	体词	18.510	18.830	0.320
47	心里	体词	19.080	19.390	0.310
48	直	饰词	19.390	19.570	0.180
49	发痒	谓词	19.570	20.140	0.570
50	这么	代词	20.980	21.170	0.190
51	好	谓词	21.170	21.350	0.180
52	的	虚词	21.350	21.440	0.090
53	买卖	谓词	21.440	21.890	0.450
54	打着灯笼	体词	22.230	22.830	0.600
55	也	饰词	22.830	22.880	0.050
56	难	谓词	22.880	23.100	0.220
57	找	谓词	23.100	23.330	0.230
58	哇	虚词	23.330	23.360	0.030
59	他	代词	24.710	24.800	0.090
60	就	饰词	24.800	24.930	0.130
61	决定	谓词	24.930	25.250	0.320
62	干	谓词	25.250	25.500	0.250
63	一下子	饰词	25.500	25.910	0.410
64	把	虚词	26.150	26.250	0.100
65	徐州	体词	26.250	26.650	0.400
66	夺	谓词	26.650	26.790	0.140
67	到手	饰词	26.790	27.130	0.340
68	过	虚词	28.430	28.540	0.110
69	了	虚词	28.540	28.650	0.110
70	几天	饰词	28.650	29.200	0.550
71	吕布	体词	29.570	29.790	0.220
72	打听	谓词	29.790	30.120	0.330
73	到	谓词	30.120	30.240	0.120
74	刘备	体词	30.240	30.610	0.370
75	带	谓词	30.610	30.760	0.150
76	了	虚词	30.760	30.860	0.100
77	关羽	体词	30.860	31.180	0.320
78	几个	饰词	31.180	31.420	0.240
79	将领	体词	31.420	31.810	0.390
80	往	虚词	31.810	31.990	0.180
81	南	体词	31.990	32.160	0.170
82	迎战	谓词	32.160	32.500	0.340
83	纪灵	体词	32.500	32.890	0.390
84	去	谓词	32.890	33.030	0.140
85	了	虚词	33.030	33.260	0.230
86	下	体词	34.030	34.210	0.180
87	邳	其他	34.210	34.400	0.190
88	只有	虚词	34.400	34.590	0.190
89	大将	饰词	34.590	35.030	0.440
90	张飞	体词	35.030	35.400	0.370
91	驻守	谓词	35.400	35.810	0.410
92	着	虚词	35.810	35.940	0.130
93	就	饰词	36.590	36.650	0.060
94	暗地里	体词	36.650	37.130	0.480
95	和	虚词	37.130	37.290	0.160
96	下	体词	37.290	37.480	0.190
97	邳	其他	37.480	37.640	0.160
98	城里	体词	37.640	37.930	0.290
99	的	虚词	37.930	38.020	0.090
100	人	体词	38.020	38.190	0.170
101	沟通	谓词	38.190	38.530	0.340
102	好	谓词	38.530	38.840	0.310
103	连夜	饰词	39.120	39.450	0.330
104	进兵	谓词	39.450	39.940	0.490
105	天刚	体词	41.150	41.490	0.340
106	蒙蒙亮	体词	41.490	42.180	0.690
107	吕布	体词	42.350	42.720	0.370
108	到	谓词	42.720	42.880	0.160
