index	word	part_of_speech	onset	offset	duration
1	最先	饰词	1.330	1.700	0.370
2	起来	谓词	1.700	1.990	0.290
3	反对	饰词	1.990	2.320	0.330
4	董卓	体词	2.320	2.680	0.360
5	的	虚词	2.680	2.760	0.080
6	是	谓词	3.130	3.370	0.240
7	东郡	体词	3.370	3.760	0.390
8	太守	体词	3.760	4.130	0.370
9	桥瑁	体词	4.130	4.610	0.480
10	他	代词	5.470	5.590	0.120
11	发出	谓词	5.590	5.900	0.310
12	了	虚词	5.900	6.000	0.100
13	一个	饰词	6.000	6.180	0.180
14	通告	体词	6.180	6.700	0.520
15	提议	谓词	7.270	7.460	0.190
16	各地	代词	7.560	7.850	0.290
17	一同	饰词	7.850	8.270	0.420
18	起兵	谓词	8.270	8.650	0.380
19	讨伐	谓词	8.650	9.020	0.370
20	董卓	体词	9.020	9.400	0.380
21	消息	体词	10.750	11.130	0.380
22	传到	谓词	11.130	11.430	0.300
23	冀州	体词	11.430	11.820	0.390
24	渤海	体词	12.560	12.890	0.330
25	太守	体词	12.890	13.260	0.370
26	袁绍	体词	13.260	13.640	0.380
27	立刻	饰词	13.640	13.980	0.340
28	派	谓词	13.980	14.160	0.180
29	人	体词	14.160	14.290	0.130
30	到	谓词	14.290	14.400	0.110
31	各地	代词	14.400	14.750	0.350
32	去	谓词	14.750	14.890	0.140
33	联络	体词	14.890	15.260	0.370
34	约	饰词	15.870	15.960	0.090
35	他们	代词	15.960	16.220	0.260
36	一起	饰词	16.220	16.490	0.270
37	出兵	谓词	16.490	16.950	0.460
38	因为	虚词	17.900	18.120	0.220
39	有	谓词	18.120	18.260	0.140
40	袁绍	体词	18.260	18.630	0.370
41	出面	体词	18.630	18.970	0.340
42	领头	体词	18.970	19.320	0.350
43	有	谓词	19.510	19.540	0.030
44	好些个	饰词	20.020	20.450	0.430
45	地方	体词	20.450	20.780	0.330
46	就	饰词	20.780	20.880	0.100
47	起来	谓词	20.880	21.190	0.310
48	响应	谓词	21.190	21.680	0.490
49	了	虚词	21.680	21.820	0.140
50	公元	体词	22.980	23.440	0.460
51	年	饰词	23.820	24.110	0.290
52	十三路	饰词	24.710	25.230	0.520
53	人马	体词	25.230	25.550	0.320
54	聚集	谓词	25.550	25.900	0.350
55	到	谓词	25.900	26.040	0.140
56	了	虚词	26.040	26.130	0.090
57	酸枣	体词	26.130	26.520	0.390
58	县	谓词	26.520	26.800	0.280
59	开	谓词	27.080	27.290	0.210
60	了	虚词	27.290	27.380	0.090
61	一个	饰词	27.380	27.570	0.190
62	会	谓词	27.570	27.790	0.220
63	会上	体词	28.760	29.120	0.360
64	推举	谓词	29.120	29.420	0.300
65	袁绍	体词	29.420	29.800	0.380
66	做	谓词	29.800	29.950	0.150
67	盟主	体词	29.950	30.420	0.470
68	还订	谓词	30.670	31.050	0.380
69	了	虚词	31.050	31.120	0.070
70	盟约	体词	31.120	31.510	0.390
71	发誓	谓词	32.150	32.460	0.310
72	要	谓词	32.460	32.600	0.140
73	齐心协力	其他	32.600	33.370	0.770
74	消灭	谓词	33.370	33.720	0.350
75	董卓	体词	33.720	34.110	0.390
76	袁绍	体词	35.600	35.870	0.270
77	自称	谓词	35.870	36.270	0.400
78	车骑	体词	36.270	36.610	0.340
79	将军	体词	36.610	37.140	0.530
80	以	虚词	37.610	37.670	0.060
81	盟主	体词	37.670	38.020	0.350
82	的	虚词	38.020	38.120	0.100
83	名义	体词	38.120	38.430	0.310
84	发出	谓词	38.430	38.720	0.290
85	通告	体词	38.720	39.220	0.500
86	数落	体词	39.700	40.040	0.340
87	了	虚词	40.040	40.160	0.120
88	董卓	体词	40.160	40.480	0.320
89	的	虚词	40.480	40.580	0.100
90	条条	体词	40.580	40.950	0.370
91	罪状	体词	40.950	41.530	0.580
92	然后	虚词	42.580	42.910	0.330
93	他	代词	43.250	43.440	0.190
94	命令	体词	43.440	43.780	0.340
95	各路	代词	43.780	44.070	0.290
96	军队	体词	44.070	44.450	0.380
97	从	虚词	44.450	44.640	0.190
98	四面八方	其他	44.640	45.380	0.740
99	向	虚词	45.380	45.570	0.190
100	洛阳	体词	45.570	45.880	0.310
101	进军	谓词	45.880	46.330	0.450
102	袁绍	体词	47.550	47.800	0.250
103	自己	代词	47.800	48.120	0.320
104	带兵	谓词	48.120	48.490	0.370
105	驻扎	谓词	48.490	48.790	0.300
106	在	虚词	48.790	48.910	0.120
107	河内	体词	48.910	49.300	0.390
108	董卓	体词	50.350	50.660	0.310
109	看	谓词	50.660	50.880	0.220
110	了	虚词	50.880	50.950	0.070
111	袁绍	体词	50.950	51.270	0.320
112	的	虚词	51.270	51.370	0.100
113	通告	体词	51.370	51.710	0.340
114	气	体词	52.270	52.420	0.150
115	得	虚词	52.420	52.520	0.100
116	扫帚眉	体词	52.520	52.990	0.470
117	一	饰词	52.990	53.150	0.160
118	竖	谓词	53.150	53.460	0.310
119	把	虚词	53.740	53.990	0.250
120	眼犄角儿	谓词	53.990	54.530	0.540
121	都	饰词	54.530	54.640	0.110
122	吊上去	谓词	54.640	55.100	0.460
123	了	虚词	55.100	55.160	0.060
124	他	代词	55.160	55.330	0.170
125	咬着牙	其他	56.250	56.660	0.410
126	说	谓词	56.660	56.890	0.230
127	好	谓词	58.120	58.460	0.340
128	啊	虚词	58.460	58.520	0.060
129	你	代词	59.310	59.370	0.060
130	说	谓词	59.370	59.650	0.280
131	我	代词	59.650	59.680	0.030
132	废	谓词	59.680	59.860	0.180
133	少帝	体词	59.860	60.380	0.520
134	杀	谓词	60.440	60.690	0.250
135	太后	体词	60.690	61.030	0.340
136	是	谓词	61.300	61.510	0.210
137	大逆不道	其他	61.510	62.270	0.760
138	我	代词	62.870	62.930	0.060
139	偏要	谓词	62.930	63.250	0.320
140	一不做	其他	63.250	63.680	0.430
141	二不休	其他	63.680	64.500	0.820
142	让	谓词	64.500	64.670	0.170
143	那个	代词	64.990	65.250	0.260
144	小崽子	体词	65.250	65.730	0.480
145	也	饰词	65.730	65.810	0.080
146	没法	谓词	65.810	66.120	0.310
147	活	谓词	66.120	66.390	0.270
148	他	代词	67.800	67.900	0.100
149	马上	饰词	67.900	68.290	0.390
150	派	谓词	68.290	68.460	0.170
151	人	体词	68.460	68.590	0.130
152	去	谓词	68.590	68.710	0.120
153	把	虚词	68.710	68.830	0.120
154	弘农王	体词	68.830	69.390	0.560
155	也	饰词	69.390	69.490	0.100
