index	word	part_of_speech	onset	offset	duration
1	袁术	体词	1.380	1.650	0.270
2	把	虚词	1.650	1.790	0.140
3	鼻子	体词	1.790	2.130	0.340
4	都	饰词	2.130	2.240	0.110
5	气	体词	2.240	2.440	0.200
6	歪	谓词	2.440	2.470	0.030
7	了	虚词	2.470	2.920	0.450
8	恨不得	饰词	3.360	3.720	0.360
9	马上	饰词	3.720	4.100	0.380
10	和	虚词	4.100	4.220	0.120
11	吕布	体词	4.220	4.510	0.290
12	较量	饰词	4.510	4.890	0.380
13	较量	饰词	4.890	5.460	0.570
14	可是	虚词	6.170	6.380	0.210
15	他	代词	6.380	6.470	0.090
16	一细	饰词	6.470	6.860	0.390
17	想	谓词	6.860	7.150	0.290
18	又	饰词	7.330	7.430	0.100
19	偷偷地	其他	7.430	7.860	0.430
20	乐	谓词	7.860	8.120	0.260
21	了	虚词	8.120	8.320	0.200
22	袁术知	体词	9.710	10.090	0.380
23	道	体词	10.090	10.240	0.150
24	吕布	体词	10.240	10.550	0.310
25	反复无常	其他	10.550	11.300	0.750
26	的	虚词	11.300	11.360	0.060
27	毛病	体词	11.360	11.800	0.440
28	就	饰词	12.170	12.310	0.140
29	想用	谓词	12.310	12.670	0.360
30	结亲	体词	12.670	13.030	0.360
31	的	虚词	13.030	13.100	0.070
32	办法	体词	13.100	13.440	0.340
33	把	虚词	13.440	13.600	0.160
34	吕布	体词	13.600	13.910	0.310
35	再	饰词	13.910	14.110	0.200
36	拉过来	其他	14.110	14.650	0.540
37	让	谓词	15.050	15.160	0.110
38	吕布	体词	15.160	15.430	0.270
39	自己	代词	15.430	15.760	0.330
40	和	虚词	15.760	15.910	0.150
41	刘备	体词	15.910	16.210	0.300
42	结仇	谓词	16.210	16.690	0.480
43	他	代词	18.020	18.140	0.120
44	越	饰词	18.140	18.290	0.150
45	想越	谓词	18.290	18.700	0.410
46	美	体词	18.700	18.850	0.150
47	赶紧	饰词	19.480	19.890	0.410
48	派	谓词	19.890	20.080	0.190
49	人	体词	20.080	20.240	0.160
50	去向	谓词	20.240	20.550	0.310
51	吕布	体词	20.550	20.820	0.270
52	求亲	谓词	20.820	21.500	0.680
53	说	谓词	22.000	22.150	0.150
54	要	谓词	22.150	22.240	0.090
55	给	虚词	22.240	22.410	0.170
56	自己	代词	22.410	22.690	0.280
57	的	虚词	22.690	22.780	0.090
58	儿子	体词	22.780	23.090	0.310
59	娶	谓词	23.090	23.290	0.200
60	吕布	体词	23.290	23.600	0.310
61	的	虚词	23.600	23.700	0.100
62	闺女	体词	23.700	24.220	0.520
63	吕布	体词	25.120	25.420	0.300
64	巴不得	其他	25.420	25.910	0.490
65	跟	虚词	25.910	26.080	0.170
66	名门贵族	体词	26.080	26.700	0.620
67	攀亲	谓词	26.700	27.330	0.630
68	听	谓词	27.780	27.910	0.130
69	了	虚词	27.910	28.010	0.100
70	这件	饰词	28.010	28.330	0.320
71	事	体词	28.330	28.540	0.210
72	十分高兴	其他	28.700	29.580	0.880
73	答应	谓词	29.800	30.180	0.380
74	了	虚词	30.180	30.280	0.100
75	这	代词	30.280	30.390	0.110
76	门	体词	30.390	30.540	0.150
77	婚事	体词	30.540	30.960	0.420
78	袁术	体词	30.960	32.560	1.600
79	派去	谓词	32.560	32.920	0.360
80	的	虚词	32.920	33.010	0.090
81	人	体词	33.010	33.200	0.190
82	还	饰词	33.200	33.340	0.140
83	那么	代词	33.340	33.570	0.230
84	有鼻子有眼儿	其他	33.570	34.420	0.850
85	地	虚词	34.420	34.510	0.090
86	说	谓词	34.510	34.680	0.170
87	了	虚词	34.680	34.810	0.130
88	刘备	体词	34.810	35.130	0.320
89	这个	代词	35.130	35.370	0.240
90	不是	虚词	35.370	35.660	0.290
91	那个	代词	35.660	35.940	0.280
92	不是	虚词	35.940	36.280	0.340
93	让	谓词	36.780	36.980	0.200
94	吕布	体词	36.980	37.240	0.260
95	小心	体词	37.240	37.650	0.410
96	提防	谓词	37.650	38.030	0.380
97	着	虚词	38.030	38.140	0.110
98	点儿	体词	38.140	38.420	0.280
99	吕布	体词	39.500	39.810	0.310
100	听	谓词	39.810	40.020	0.210
101	得	虚词	40.020	40.100	0.080
102	直	饰词	40.100	40.270	0.170
103	皱眉头	谓词	40.270	40.820	0.550
104	又	饰词	41.280	41.390	0.110
105	没有	谓词	41.390	41.620	0.230
106	准	谓词	41.620	41.850	0.230
107	主意	体词	41.850	42.230	0.380
108	了	虚词	42.230	42.420	0.190
109	正在	体词	43.450	43.720	0.270
110	这时候	代词	43.720	44.200	0.480
111	他	代词	44.640	44.810	0.170
112	派	谓词	44.810	44.970	0.160
113	到	谓词	44.970	45.100	0.130
114	外边	体词	45.100	45.440	0.340
