index	word	part_of_speech	onset	offset	duration
1	王平	体词	1.050	1.450	0.400
2	可	谓词	1.450	1.580	0.130
3	不管	虚词	1.580	1.940	0.360
4	别人	代词	1.940	2.210	0.270
5	瞧得起	谓词	2.210	2.760	0.550
6	瞧不起	谓词	2.760	3.340	0.580
7	他	代词	3.620	3.720	0.100
8	认真	谓词	3.720	4.080	0.360
9	地	虚词	4.080	4.150	0.070
10	说	谓词	4.150	4.380	0.230
11	依我看	其他	5.550	6.150	0.600
12	这	代词	6.580	6.750	0.170
13	座	体词	6.750	6.880	0.130
14	山	体词	6.880	7.100	0.220
15	是	谓词	7.100	7.220	0.120
16	个	体词	7.220	7.300	0.080
17	绝地	饰词	7.300	7.740	0.440
18	要是	虚词	8.470	8.710	0.240
19	人家	体词	8.710	8.910	0.200
20	断	谓词	8.910	9.110	0.200
21	了	虚词	9.110	9.170	0.060
22	水道	体词	9.170	9.660	0.490
23	咱们	代词	9.800	10.100	0.300
24	困	谓词	10.100	10.300	0.200
25	在	虚词	10.300	10.390	0.090
26	山上	体词	10.390	10.710	0.320
27	没水	谓词	10.710	11.030	0.320
28	喝	谓词	11.030	11.260	0.230
29	别说	虚词	11.580	11.850	0.270
30	打仗	谓词	11.850	12.330	0.480
31	活	体词	12.450	12.710	0.260
32	也	饰词	12.710	12.800	0.090
33	活不了	其他	12.800	13.310	0.510
34	王平	体词	14.580	15.030	0.450
35	这	代词	15.030	15.180	0.150
36	几句话	其他	15.180	15.640	0.460
37	真	饰词	15.640	15.880	0.240
38	把	虚词	15.880	15.980	0.100
39	马谡	体词	15.980	16.360	0.380
40	给	虚词	16.360	16.470	0.110
41	问住	谓词	16.470	16.860	0.390
42	了	虚词	16.860	16.980	0.120
43	可是	虚词	17.430	17.650	0.220
44	他	代词	17.650	17.760	0.110
45	不	饰词	17.760	18.030	0.270
46	愿意	谓词	18.030	18.270	0.240
47	向	虚词	18.270	18.470	0.200
48	王平	体词	18.470	18.820	0.350
49	认输	谓词	18.820	19.230	0.410
50	就	饰词	19.420	19.580	0.160
51	拿出	谓词	19.580	19.970	0.390
52	主将	体词	19.970	20.390	0.420
53	的	虚词	20.390	20.450	0.060
54	身份	体词	20.450	20.900	0.450
55	胳膊	体词	21.000	21.380	0.380
56	来回	谓词	21.380	21.730	0.350
57	比画	体词	21.730	22.190	0.460
58	着	虚词	22.190	22.270	0.080
59	说	谓词	22.270	22.500	0.230
60	你	代词	23.650	23.760	0.110
61	懂得	谓词	23.760	24.010	0.250
62	什么	代词	24.010	24.330	0.320
63	兵法	体词	24.950	25.290	0.340
64	上	体词	25.290	25.450	0.160
65	说	谓词	25.450	25.740	0.290
66	置之死地而后生	其他	25.900	27.330	1.430
67	魏军	体词	27.990	28.360	0.370
68	要	谓词	28.360	28.480	0.120
69	真是	饰词	28.480	28.780	0.300
70	断	谓词	28.780	28.970	0.190
71	了	虚词	28.970	29.030	0.060
72	水道	体词	29.030	29.510	0.480
73	咱们	代词	29.700	29.940	0.240
74	的	虚词	29.940	30.020	0.080
75	将士	体词	30.020	30.360	0.340
76	就	饰词	30.360	30.450	0.090
77	会	谓词	30.450	30.570	0.120
78	拼命	谓词	30.570	31.030	0.460
79	人	体词	31.480	31.630	0.150
80	一	饰词	31.630	31.740	0.110
81	拼命	谓词	31.740	32.140	0.400
82	谁	代词	32.340	32.550	0.210
83	也	饰词	32.550	32.670	0.120
84	挡不住	谓词	32.670	33.110	0.440
85	王平见	体词	34.370	34.960	0.590
86	马谡	体词	34.960	35.320	0.360
87	死活	谓词	35.320	35.770	0.450
88	不	饰词	35.770	35.890	0.120
89	听	谓词	35.890	36.090	0.200
90	自己	代词	36.090	36.370	0.280
91	的	虚词	36.370	36.530	0.160
92	觉着	谓词	36.850	37.090	0.240
93	这	代词	37.090	37.240	0.150
94	可不是	虚词	37.240	37.600	0.360
95	闹着玩儿	谓词	37.600	38.070	0.470
96	的	虚词	38.070	38.140	0.070
97	事	体词	38.140	38.310	0.170
98	他	代词	38.890	38.970	0.080
99	想	谓词	38.970	39.220	0.250
100	了	虚词	39.220	39.300	0.080
101	想	谓词	39.300	39.490	0.190
102	说	谓词	39.490	39.710	0.220
