index	word	part_of_speech	onset	offset	duration
1	魏明帝	体词	1.050	1.490	0.440
2	曹	体词	1.490	1.720	0.230
3	叡	谓词	1.720	1.930	0.210
4	接到	谓词	1.930	2.230	0.300
5	镇守	谓词	2.230	2.650	0.420
6	扬州	体词	2.650	3.050	0.400
7	的	虚词	3.050	3.150	0.100
8	大司马	体词	3.150	3.640	0.490
9	曹休	体词	3.640	4.050	0.410
10	的	虚词	4.050	4.140	0.090
11	报告	体词	4.140	4.510	0.370
12	说	谓词	5.010	5.150	0.140
13	东吴	体词	5.150	5.550	0.400
14	的	虚词	5.550	5.630	0.080
15	鄱	体词	5.630	5.880	0.250
16	阳太守周	体词	5.880	6.640	0.760
17	鲂	其他	6.640	6.910	0.270
18	不	饰词	6.910	7.050	0.140
19	满意	谓词	7.050	7.410	0.360
20	吴王孙	体词	7.410	7.970	0.560
21	权	体词	7.970	8.240	0.270
22	想要	谓词	8.370	8.690	0.320
23	投靠	谓词	8.690	9.080	0.390
24	魏国	体词	9.080	9.550	0.470
25	还	饰词	9.760	9.950	0.190
26	写信给	体词	9.950	10.450	0.500
27	曹休	体词	10.450	10.870	0.420
28	请	谓词	11.040	11.260	0.220
29	他	代词	11.260	11.380	0.120
30	发兵	谓词	11.380	11.790	0.410
31	攻打	谓词	11.790	12.130	0.340
32	鄱阳	体词	12.130	12.600	0.470
33	曹休	体词	13.270	13.720	0.450
34	已经	饰词	13.720	13.950	0.230
35	率领	谓词	13.950	14.340	0.390
36	十万多	饰词	14.340	14.960	0.620
37	将士	体词	14.960	15.350	0.390
38	去	谓词	15.350	15.530	0.180
39	了	虚词	15.530	15.710	0.180
40	他	代词	16.710	16.870	0.160
41	请求	谓词	16.870	17.230	0.360
42	朝廷	体词	17.230	17.700	0.470
43	再	饰词	17.700	17.880	0.180
44	派	谓词	17.880	18.080	0.200
45	些	体词	18.080	18.200	0.120
46	人马	体词	18.200	18.530	0.330
47	去	谓词	18.530	18.690	0.160
48	援助	谓词	18.690	19.100	0.410
49	曹	体词	19.590	19.830	0.240
50	叡	虚词	19.830	20.000	0.170
51	连	虚词	20.000	20.190	0.190
52	想	谓词	20.190	20.460	0.270
53	也	饰词	20.460	20.530	0.070
54	没	饰词	20.530	20.710	0.180
55	想	谓词	20.710	20.990	0.280
56	就	饰词	21.220	21.390	0.170
57	派	谓词	21.390	21.590	0.200
58	豫州	体词	21.590	21.910	0.320
59	刺史	体词	21.910	22.260	0.350
60	贾逵	体词	22.260	22.740	0.480
61	去	谓词	22.740	22.880	0.140
62	接应	谓词	22.880	23.220	0.340
63	曹休	体词	23.220	23.620	0.400
64	曹休	体词	24.300	24.740	0.440
65	带	谓词	24.740	24.930	0.190
66	着	虚词	24.930	25.010	0.080
67	人马	体词	25.010	25.340	0.330
68	沿路	体词	25.340	25.710	0.370
69	没	谓词	25.710	25.890	0.180
70	遇见	谓词	25.890	26.210	0.320
71	什么	代词	26.210	26.400	0.190
72	阻挡	谓词	26.400	26.800	0.400
73	很	谓词	26.940	27.260	0.320
74	顺利	谓词	27.260	27.590	0.330
75	到	谓词	27.590	27.740	0.150
76	了	虚词	27.740	27.810	0.070
77	石亭	体词	27.810	28.290	0.480
78	他	代词	28.710	28.880	0.170
79	万万	饰词	28.880	29.260	0.380
80	想不到	其他	29.260	29.750	0.490
81	已经	饰词	29.900	30.210	0.310
82	中	体词	30.210	30.390	0.180
83	了	虚词	30.390	30.450	0.060
84	人家	体词	30.450	30.710	0.260
85	的	虚词	30.710	30.820	0.110
86	计	体词	30.820	31.060	0.240
87	走进	谓词	31.150	31.630	0.480
88	了	虚词	31.630	31.720	0.090
89	东吴	体词	31.720	32.090	0.370
90	的	虚词	32.090	32.180	0.090
91	包围圈	体词	32.180	32.770	0.590
92	原来	饰词	33.940	34.170	0.230
93	周鲂	体词	34.170	34.610	0.440
94	给	虚词	34.610	34.730	0.120
95	曹休	体词	34.730	35.140	0.410
96	写信	谓词	35.140	35.690	0.550
97	正是	饰词	35.790	36.100	0.310
98	吴王孙	体词	36.100	36.780	0.680
99	权	体词	36.780	37.030	0.250
100	的	虚词	37.030	37.120	0.090
