index	word	part_of_speech	onset	offset	duration
1	曹	体词	0.990	1.200	0.210
2	叡	谓词	1.200	1.380	0.180
3	下令	谓词	1.380	1.790	0.410
4	在	虚词	1.790	1.910	0.120
5	洛阳	体词	1.910	2.310	0.400
6	造	谓词	2.310	2.490	0.180
7	了	虚词	2.490	2.580	0.090
8	一座	饰词	2.580	2.780	0.200
9	大	谓词	2.780	2.940	0.160
10	宫殿	体词	2.940	3.370	0.430
11	叫	谓词	3.510	3.720	0.210
12	总章	体词	3.720	4.200	0.480
13	观	谓词	4.200	4.390	0.190
14	有	谓词	4.390	4.470	0.080
15	十来	饰词	4.470	4.870	0.400
16	丈高	谓词	4.870	5.280	0.410
17	光造	谓词	5.960	6.370	0.410
18	这	代词	6.370	6.500	0.130
19	座	体词	6.500	6.620	0.120
20	宫殿	体词	6.620	7.040	0.420
21	就	饰词	7.120	7.320	0.200
22	征用	谓词	7.320	7.710	0.390
23	了	虚词	7.710	7.790	0.080
24	成千上万	其他	7.790	8.700	0.910
25	的	虚词	8.700	8.770	0.070
26	工匠	体词	8.770	9.220	0.450
27	民夫	体词	9.310	9.840	0.530
28	这	代词	10.170	10.340	0.170
29	还	饰词	10.340	10.470	0.130
30	不算	谓词	10.470	10.850	0.380
31	他	代词	11.400	11.550	0.150
32	又	饰词	11.550	11.640	0.090
33	下令	谓词	11.640	12.060	0.420
34	造	谓词	12.060	12.290	0.230
35	一座	饰词	12.290	12.490	0.200
36	高楼	体词	12.490	12.970	0.480
37	叫	谓词	13.170	13.380	0.210
38	陵霄	体词	13.380	13.890	0.510
39	阙	体词	13.890	14.080	0.190
40	工程	体词	14.080	14.480	0.400
41	有	谓词	14.480	14.580	0.100
42	期限	体词	14.580	15.060	0.480
43	过	虚词	15.420	15.610	0.190
44	了	虚词	15.610	15.690	0.080
45	期限	体词	15.690	16.130	0.440
46	工匠	体词	16.210	16.720	0.510
47	就要	饰词	16.720	16.920	0.200
48	办罪	谓词	16.920	17.350	0.430
49	魏明帝	体词	18.500	18.950	0.450
50	时常	饰词	18.950	19.310	0.360
