index	word	part_of_speech	onset	offset	duration
1	说起	谓词	1.320	1.700	0.380
2	刘备	体词	1.700	2.080	0.380
3	这个	代词	2.080	2.310	0.230
4	人	体词	2.310	2.600	0.290
5	还	饰词	2.690	2.910	0.220
6	得	虚词	2.910	3.020	0.110
7	从头	谓词	3.020	3.430	0.410
8	提起	谓词	3.430	4.040	0.610
9	他	代词	4.860	4.960	0.100
10	本来	体词	4.960	5.260	0.300
11	是	谓词	5.260	5.380	0.120
12	汉朝	体词	5.380	5.770	0.390
13	皇家	体词	5.770	6.150	0.380
14	的	虚词	6.150	6.220	0.070
15	后代	体词	6.220	6.740	0.520
16	到	谓词	7.410	7.560	0.150
17	了	虚词	7.560	7.650	0.090
18	他	代词	7.650	7.830	0.180
19	这辈	代词	7.830	8.080	0.250
20	儿	体词	8.080	8.190	0.110
21	上	体词	8.190	8.500	0.310
22	家里	体词	8.840	9.100	0.260
23	已经	饰词	9.100	9.370	0.270
24	穷	谓词	9.370	9.620	0.250
25	下来	体词	9.620	9.920	0.300
26	了	虚词	9.920	10.130	0.210
27	他	代词	10.770	10.870	0.100
28	只好	饰词	10.870	11.200	0.330
29	在	虚词	11.200	11.350	0.150
30	家乡	体词	11.350	11.760	0.410
31	涿县	体词	11.760	12.150	0.390
32	靠	谓词	12.150	12.320	0.170
33	编	体词	12.320	12.540	0.220
34	席子	体词	12.540	12.870	0.330
35	卖	谓词	12.870	13.060	0.190
36	草鞋	体词	13.060	13.490	0.430
37	勉强	谓词	13.490	13.930	0.440
38	过日子	体词	13.930	14.400	0.470
39	别	饰词	15.600	15.770	0.170
40	看	谓词	15.770	15.980	0.210
41	刘备	体词	15.980	16.300	0.320
42	地位	体词	16.300	16.610	0.310
43	低	谓词	16.610	16.930	0.320
44	可	谓词	17.410	17.640	0.230
45	有	谓词	17.640	17.670	0.030
46	一套	饰词	17.670	17.920	0.250
47	为人处事	其他	17.920	18.570	0.650
48	的	虚词	18.570	18.680	0.110
49	办法	体词	18.680	19.190	0.510
50	爱	谓词	19.440	19.620	0.180
51	讲	谓词	19.620	19.840	0.220
52	义气	体词	19.840	20.340	0.500
53	不少	饰词	20.780	21.090	0.310
54	人	体词	21.090	21.260	0.170
55	跟	虚词	21.260	21.380	0.120
56	他	代词	21.380	21.470	0.090
57	合得来	谓词	21.470	22.000	0.530
58	特别	饰词	22.920	23.190	0.270
59	是	谓词	23.190	23.350	0.160
60	解	谓词	23.350	23.510	0.160
61	县	体词	23.510	23.710	0.200
