index	word	part_of_speech	onset	offset	duration
1	刘备	体词	1.290	1.600	0.310
2	把	虚词	1.600	1.740	0.140
3	军队	体词	1.740	2.160	0.420
4	驻扎	谓词	2.160	2.470	0.310
5	在	虚词	2.470	2.610	0.140
6	樊口	体词	2.610	3.050	0.440
7	单	饰词	3.610	3.810	0.200
8	等	虚词	3.810	3.960	0.150
9	着	虚词	3.960	4.060	0.100
10	东吴	体词	4.060	4.350	0.290
11	的	虚词	4.350	4.430	0.080
12	消息	体词	4.430	5.020	0.590
13	听说	谓词	5.800	6.090	0.290
14	周瑜	体词	6.090	6.380	0.290
15	的	虚词	6.380	6.510	0.130
16	战船	体词	6.510	6.920	0.410
17	到	谓词	6.920	7.140	0.220
18	了	虚词	7.140	7.340	0.200
19	刘备	体词	7.800	8.090	0.290
20	马上	饰词	8.090	8.470	0.380
21	派	谓词	8.470	8.610	0.140
22	使者	体词	8.610	8.950	0.340
23	去	谓词	8.950	9.110	0.160
24	慰劳	谓词	9.110	9.440	0.330
25	周瑜	体词	10.670	10.930	0.260
26	对	虚词	10.930	11.080	0.150
27	使者	体词	11.080	11.430	0.350
28	道	体词	11.430	11.590	0.160
29	了	虚词	11.590	11.690	0.100
30	谢	体词	11.690	12.040	0.350
31	让	谓词	12.460	12.560	0.100
32	他	代词	12.560	12.660	0.100
33	向	虚词	12.660	12.830	0.170
34	刘备	体词	12.830	13.160	0.330
35	转达	谓词	13.160	13.480	0.320
36	自己	代词	13.480	13.770	0.290
37	的	虚词	13.770	13.850	0.080
38	意思	体词	13.850	14.270	0.420
39	他	代词	14.960	15.060	0.100
40	说	谓词	15.060	15.260	0.200
41	我	代词	15.260	15.290	0.030
42	本	代词	16.750	16.910	0.160
43	应该	谓词	16.910	17.180	0.270
44	去	谓词	17.180	17.310	0.130
45	拜见	谓词	17.310	17.660	0.350
46	刘豫州	体词	17.660	18.100	0.440
47	可是	虚词	18.870	19.070	0.200
48	重任	体词	19.070	19.380	0.310
49	在	虚词	19.380	19.540	0.160
50	身	体词	19.540	19.870	0.330
51	不能	谓词	20.030	20.380	0.350
52	轻易	谓词	20.380	20.690	0.310
53	地	虚词	20.690	20.780	0.090
54	离开	谓词	20.780	21.090	0.310
55	队伍	体词	21.090	21.450	0.360
56	如果	虚词	22.280	22.470	0.190
57	刘豫州	体词	22.470	22.930	0.460
58	能够	谓词	22.930	23.210	0.280
59	劳驾	体词	23.210	23.560	0.350
60	来	谓词	23.560	23.710	0.150
61	一趟	饰词	23.710	24.120	0.410
62	那	代词	24.260	24.430	0.170
63	就	饰词	24.430	24.540	0.110
64	太好了	其他	24.540	25.220	0.680
65	刘备	体词	26.420	26.770	0.350
66	听	谓词	26.770	26.960	0.190
67	了	虚词	26.960	27.070	0.110
68	使者	体词	27.070	27.380	0.310
69	的	虚词	27.380	27.470	0.090
70	报告	体词	27.470	27.790	0.320
71	马上	饰词	27.790	28.700	0.910
72	坐	谓词	28.700	28.810	0.110
73	小船	体词	28.810	29.260	0.450
74	去	谓词	29.260	29.360	0.100
75	会见	体词	29.360	29.740	0.380
76	周瑜	体词	29.740	30.290	0.550
77	周瑜	体词	31.310	31.560	0.250
78	见	谓词	31.560	31.740	0.180
79	刘备	体词	31.740	32.030	0.290
80	这么	代词	32.030	32.250	0.220
81	诚恳	谓词	32.250	32.730	0.480
82	也	饰词	32.950	33.060	0.110
83	挺	饰词	33.060	33.290	0.230
84	敬重	谓词	33.290	33.670	0.380
85	他	代词	33.670	33.960	0.290
86	两个	饰词	34.860	35.120	0.260
87	人	体词	35.120	35.290	0.170
88	你	代词	35.290	35.550	0.260
89	一句	饰词	35.550	35.940	0.390
90	我	代词	36.100	36.260	0.160
91	一句	饰词	36.260	36.730	0.470
92	说了半天	其他	36.950	37.660	0.710
93	话	体词	37.660	37.820	0.160
94	刘备	体词	38.710	39.020	0.310
95	问	体词	39.020	39.340	0.320
96	都督	体词	40.430	40.690	0.260
97	这次	代词	40.690	40.990	0.300
98	带	谓词	40.990	41.130	0.140
99	了	虚词	41.130	41.250	0.120
100	多少	饰词	41.250	41.570	0.320
101	人	体词	41.570	41.780	0.210
102	来	谓词	41.780	42.070	0.290
103	周瑜	体词	43.360	43.660	0.300
104	伸出	谓词	43.660	44.010	0.350
105	手指	体词	44.010	44.390	0.380
106	比画	体词	44.390	44.690	0.300
107	着	虚词	44.870	44.970	0.100
108	说	谓词	44.970	45.200	0.230
109	三万	饰词	46.490	47.180	0.690
110	刘备	体词	48.360	48.730	0.370
111	皱	谓词	48.730	48.870	0.140
112	了	虚词	48.870	49.010	0.140
113	皱眉头	谓词	49.010	49.540	0.530
114	说	谓词	49.540	49.790	0.250
115	可惜	谓词	51.110	51.480	0.370
116	少	谓词	51.480	51.720	0.240
117	了	虚词	51.720	51.830	0.110
118	一点儿	饰词	51.830	52.390	0.560
119	周瑜	体词	53.610	53.860	0.250
120	乐	谓词	53.860	54.160	0.300
121	了	虚词	54.160	54.400	0.240
122	挺起	谓词	54.810	55.100	0.290
123	胸脯	体词	55.100	55.690	0.590
124	很	谓词	56.000	56.150	0.150
125	有把握	其他	56.150	56.620	0.470
126	地	虚词	56.620	56.720	0.100
127	说	谓词	56.720	56.950	0.230
128	这	代词	58.270	58.380	0.110
129	就	饰词	58.380	58.490	0.110
130	足够	谓词	58.490	58.810	0.320
131	了	虚词	58.810	58.960	0.150
132	用兵	体词	59.790	60.110	0.320
133	不	饰词	60.110	60.220	0.110
134	在	虚词	60.220	60.390	0.170
135	多	饰词	60.390	60.610	0.220
136	要	谓词	60.940	61.080	0.140
137	靠	谓词	61.080	61.250	0.170
138	计谋	体词	61.250	61.610	0.360
139	您	谓词	62.370	62.480	0.110
140	看着	谓词	62.480	62.780	0.300
141	我	代词	62.780	62.880	0.100
142	怎么	代词	62.880	63.150	0.270
143	打败	谓词	63.150	63.430	0.280
144	曹操	体词	63.430	63.840	0.410
145	吧	虚词	63.840	64.070	0.230
146	刘备	体词	65.300	65.620	0.320
147	见	谓词	65.620	65.820	0.200
148	周瑜	体词	65.820	66.120	0.300
149	这么	代词	66.120	66.360	0.240
150	有	谓词	66.360	66.490	0.130
151	胆量	体词	66.490	67.010	0.520
