index	word	part_of_speech	onset	offset	duration
1	蜀国	体词	1.020	1.460	0.440
2	的	虚词	1.460	1.570	0.110
3	蒋琬	体词	1.570	2.110	0.540
4	费	谓词	2.290	2.500	0.210
5	祎	谓词	2.500	2.710	0.210
6	这时候	代词	2.710	3.100	0.390
7	都	饰词	3.100	3.240	0.140
8	死	谓词	3.240	3.470	0.230
9	了	虚词	3.470	3.620	0.150
10	姜维	体词	4.370	4.790	0.420
11	当	虚词	4.790	4.970	0.180
12	了	虚词	4.970	5.050	0.080
13	大将军	体词	5.050	5.650	0.600
14	继续	谓词	5.770	6.150	0.380
15	着	虚词	6.150	6.260	0.110
16	诸葛亮	体词	6.260	6.700	0.440
17	的	虚词	6.700	6.760	0.060
18	事业	体词	6.760	7.200	0.440
19	好	谓词	7.370	7.690	0.320
20	多次	饰词	7.690	8.030	0.340
21	出兵	谓词	8.030	8.400	0.370
22	北伐	其他	8.400	8.890	0.490
23	虽说	虚词	9.630	9.920	0.290
24	打	谓词	9.920	10.080	0.160
25	了	虚词	10.080	10.200	0.120
26	几次	饰词	10.200	10.480	0.280
27	胜仗	体词	10.480	10.920	0.440
28	可	谓词	11.290	11.410	0.120
29	蜀国	体词	11.410	11.840	0.430
30	的	虚词	11.840	11.930	0.090
31	力量	体词	11.930	12.240	0.310
32	太弱	谓词	12.240	12.730	0.490
33	了	虚词	12.730	12.850	0.120
34	北伐	其他	13.000	13.340	0.340
35	没法儿	其他	13.340	13.740	0.400
36	成功	谓词	13.740	14.150	0.410
37	他	代词	15.260	15.420	0.160
38	的	虚词	15.420	15.540	0.120
39	对头	体词	15.540	15.910	0.370
40	可	谓词	15.910	16.060	0.150
41	抓住	谓词	16.060	16.410	0.350
42	了	虚词	16.410	16.490	0.080
43	话把儿	体词	16.490	17.330	0.840
44	就	饰词	17.330	17.500	0.170
45	说	谓词	17.500	17.580	0.080
46	他	代词	17.580	17.640	0.060
47	好出风头	其他	17.640	18.420	0.780
48	不自量力	其他	18.510	19.170	0.660
49	特别	饰词	19.520	19.890	0.370
50	是	谓词	19.890	20.000	0.110
51	宦官	体词	20.000	20.450	0.450
52	黄皓	体词	20.450	20.980	0.530
53	总	饰词	21.140	21.410	0.270
54	在	虚词	21.410	21.540	0.130
55	后主	体词	21.540	21.890	0.350
56	刘禅	体词	21.890	22.310	0.420
57	跟前	体词	22.310	22.670	0.360
