index	onset	offset	duration	pinyin	hanzi
1	0.990	1.150	0.160	liu2	刘
2	1.150	1.320	0.170	bei4	备
3	1.320	1.520	0.200	tou2	投
4	1.520	1.690	0.170	ben4	奔
5	1.690	1.830	0.140	liu2	刘
6	1.830	2.040	0.210	biao3	表
7	2.040	2.160	0.120	yi3	以
8	2.160	2.420	0.260	hou4	后
9	2.950	3.050	0.100	liu2	刘
10	3.050	3.240	0.190	biao3	表
11	3.240	3.400	0.160	bo1	拨
12	3.400	3.540	0.140	gei3	给
13	3.540	3.640	0.100	ta1	他
14	3.640	3.790	0.150	yi1	一
15	3.790	4.010	0.220	qian1	千
16	4.010	4.150	0.140	ren2	人
17	4.150	4.320	0.170	ma3	马
18	4.320	4.520	0.200	rang4	让
19	4.940	5.030	0.090	ta1	他
20	5.030	5.200	0.170	zhu4	驻
21	5.200	5.380	0.180	zha1	扎
22	5.380	5.500	0.120	zai4	在
23	5.500	5.800	0.300	xin1	新
24	5.800	6.140	0.340	ye3	野
25	6.840	6.940	0.100	you3	有
26	6.940	7.020	0.080	yi1	一
27	7.020	7.340	0.320	tian1	天
28	7.660	7.780	0.120	liu2	刘
29	7.780	7.950	0.170	biao3	表
30	7.950	8.120	0.170	ba3	把
31	8.120	8.280	0.160	liu2	刘
32	8.280	8.460	0.180	bei4	备
33	8.460	8.650	0.190	qing3	请
34	8.650	8.750	0.100	dao4	到
35	8.750	8.990	0.240	xiang1	襄
36	8.990	9.140	0.150	yang2	阳
37	9.140	9.240	0.100	lai2	来
38	9.240	9.340	0.100	yi1	一
39	9.340	9.490	0.150	kuai4	块
40	9.490	9.550	0.060	er2	儿
41	9.550	9.760	0.210	he1	喝
42	9.760	10.000	0.240	jiu3	酒
43	11.150	11.360	0.210	he1	喝
44	11.360	11.460	0.100	le5	了
45	11.460	11.560	0.100	yi1	一
46	11.560	11.770	0.210	hui4	会
47	11.770	11.950	0.180	er5	儿
48	12.430	12.580	0.150	liu2	刘
49	12.580	12.750	0.170	bei4	备
50	12.750	12.930	0.180	qi3	起
51	12.930	13.130	0.200	shen1	身
52	13.130	13.310	0.180	shang4	上
53	13.310	13.470	0.160	ce4	厕
54	13.470	13.650	0.180	suo3	所
55	13.650	13.910	0.260	qu4	去
56	14.820	14.960	0.140	hui2	回
57	14.960	15.070	0.110	lai2	来
58	15.100	15.190	0.090	de5	的
59	15.190	15.350	0.160	shi2	时
60	15.350	15.670	0.320	hou4	候
61	15.750	15.910	0.160	ta1	他
62	15.910	16.090	0.180	yan3	眼
63	16.090	16.230	0.140	jing1	睛
64	16.230	16.400	0.170	fa1	发
65	16.400	16.790	0.390	hong2	红
66	17.130	17.290	0.160	lian3	脸
67	17.290	17.430	0.140	shang4	上
68	17.430	17.580	0.150	hai2	还
69	17.580	17.740	0.160	gua4	挂
70	17.740	17.860	0.120	zhe5	着
71	17.860	18.050	0.190	lei4	泪
72	18.050	18.420	0.370	zhu1	珠
73	19.200	19.320	0.120	liu2	刘
74	19.320	19.490	0.170	biao3	表
75	19.490	19.670	0.180	hen3	很
76	19.670	19.920	0.250	qi2	奇
77	19.920	20.280	0.360	guai4	怪
78	20.700	20.830	0.130	wen4	问
79	20.830	20.970	0.140	ta1	他
80	22.290	22.440	0.150	nin2	您
81	22.440	22.560	0.120	bu4	不
82	22.560	22.770	0.210	shu1	舒
83	22.770	22.990	0.220	fu2	服
84	22.990	23.320	0.330	ma5	吗
85	23.320	23.350	0.030	yao4	要
86	24.330	24.680	0.350	bu4	不
87	24.960	25.030	0.070	you3	有
88	25.030	25.200	0.170	shen2	什
89	25.200	25.270	0.070	me5	么
90	25.270	25.540	0.270	xin1	心
91	25.540	25.740	0.200	shi4	事
92	27.160	27.290	0.130	liu2	刘
93	27.290	27.470	0.180	bei4	备
94	27.470	27.690	0.220	hong2	红
95	27.690	27.780	0.090	zhe5	着
96	27.780	28.000	0.220	lian3	脸
97	28.000	28.430	0.430	shuo1	说
98	29.540	29.640	0.100	ye3	也
99	29.640	29.830	0.190	mei2	没
100	29.830	30.030	0.200	shen2	什
101	30.030	30.320	0.290	me5	么
102	30.690	30.900	0.210	gang1	刚
103	30.900	31.020	0.120	cai2	才
104	31.020	31.150	0.130	wo3	我
105	31.150	31.290	0.140	qu4	去
106	31.290	31.470	0.180	jie3	解
107	31.470	31.660	0.190	shou3	手
108	31.660	31.850	0.190	kan4	看
109	32.390	32.530	0.140	jian4	见
110	32.530	32.670	0.140	da4	大
111	32.670	32.820	0.150	tui3	腿
112	32.820	32.990	0.170	shang4	上
113	32.990	33.070	0.080	de5	的
114	33.070	33.250	0.180	rou4	肉
115	33.250	33.400	0.150	you4	又
116	33.400	33.600	0.200	ruan3	软
117	33.600	33.710	0.110	you4	又
118	33.710	34.210	0.500	song1	松
119	34.770	34.990	0.220	xiang3	想
120	34.990	35.130	0.140	qi3	起
121	35.130	35.230	0.100	yi3	以
122	35.230	35.420	0.190	qian2	前
123	35.420	35.630	0.210	shen1	身
124	35.630	35.720	0.090	bu4	不
125	35.720	35.840	0.120	li2	离
126	35.840	36.090	0.250	ma3	马
127	36.090	36.300	0.210	an1	鞍
128	36.640	36.750	0.110	tui3	腿
129	36.750	36.920	0.170	shang4	上
130	36.920	36.990	0.070	de5	的
131	36.990	37.110	0.120	rou4	肉
132	37.110	37.320	0.210	ting3	挺
133	37.320	37.570	0.250	ying4	硬
134	37.570	37.960	0.390	bang1	邦
135	38.570	38.680	0.110	zhe4	这
136	38.680	38.810	0.130	ji3	几
137	38.810	38.980	0.170	nian2	年
138	38.980	39.090	0.110	zai4	在
139	39.090	39.280	0.190	nin2	您
140	39.280	39.360	0.080	zhe4	这
141	39.360	39.440	0.080	er2	儿
142	39.440	39.630	0.190	jing4	净
143	39.630	39.810	0.180	xiang3	享
144	39.810	40.050	0.240	qing1	清
145	40.050	40.360	0.310	fu2	福
146	40.360	40.440	0.080	cai2	才
147	40.810	40.940	0.130	cheng2	成
148	40.940	41.060	0.120	le5	了
149	41.060	41.200	0.140	zhe4	这
150	41.200	41.280	0.080	me5	么
151	41.280	41.400	0.120	ge4	个
152	41.400	41.960	0.560	yang4	样
153	42.470	42.530	0.060	er2	儿
154	42.530	42.880	0.350	ai1	唉
155	43.130	43.250	0.120	ren2	人
156	43.250	43.410	0.160	dou1	都
157	43.410	43.630	0.220	lao3	老
158	43.630	43.850	0.220	le5	了
159	44.150	44.290	0.140	shen2	什
160	44.290	44.380	0.090	me5	么
161	44.380	44.600	0.220	gong1	功
162	44.600	44.700	0.100	ye4	业
163	44.700	44.770	0.070	ye3	也
164	44.770	44.910	0.140	mei2	没
165	44.910	45.120	0.210	jian4	建
166	45.120	45.440	0.320	cheng2	成
167	45.750	45.930	0.180	xin1	心
168	45.930	46.040	0.110	li3	里
169	46.040	46.270	0.230	zhen1	真
170	46.270	46.350	0.080	bu4	不
171	46.350	46.540	0.190	hao3	好
172	46.540	46.760	0.220	shou4	受
173	48.110	48.240	0.130	liu2	刘
174	48.240	48.440	0.200	biao3	表
175	48.440	48.600	0.160	lian2	连
176	48.600	48.720	0.120	mang2	忙
177	48.720	48.940	0.220	an1	安
178	48.940	49.040	0.100	wei4	慰
179	49.040	49.170	0.130	ta1	他
180	49.170	49.620	0.450	shuo1	说
181	50.770	50.910	0.140	nin2	您
182	50.910	51.010	0.100	zhe4	这
183	51.010	51.120	0.110	me5	么
184	51.120	51.250	0.130	ge4	个
185	51.250	51.350	0.100	you3	有
186	51.350	51.580	0.230	cai2	才
187	51.580	51.750	0.170	neng2	能
188	51.750	51.830	0.080	de5	的
189	51.830	52.130	0.300	ren2	人
190	52.420	52.530	0.110	bu4	不
191	52.530	52.700	0.170	pa4	怕
192	52.700	52.880	0.180	jian4	建
193	52.880	52.970	0.090	li4	立
194	52.970	53.080	0.110	bu4	不
195	53.080	53.220	0.140	liao3	了
196	53.220	53.480	0.260	gong1	功
197	53.480	53.750	0.270	ye4	业
198	53.940	54.090	0.150	bie2	别
199	54.090	54.260	0.170	zhao2	着
200	54.260	54.610	0.350	ji2	急
201	54.610	54.730	0.120	hua4	话
202	56.130	56.230	0.100	shi4	是
203	56.230	56.330	0.100	zhe4	这
204	56.330	56.430	0.100	me5	么
205	56.430	56.800	0.370	shuo1	说
206	57.020	57.200	0.180	ta1	他
207	57.200	57.390	0.190	xin1	心
208	57.390	57.510	0.120	li3	里
209	57.510	57.640	0.130	dui4	对
210	57.640	57.800	0.160	liu2	刘
211	57.800	57.910	0.110	bei4	备
212	57.910	58.040	0.130	ye3	也
213	58.040	58.200	0.160	bu4	不
214	58.200	58.340	0.140	zen3	怎
215	58.340	58.430	0.090	me5	么
216	58.430	58.630	0.200	fang4	放
217	58.630	59.320	0.690	xin1	心
218	59.970	60.120	0.150	jin4	近
219	60.120	60.370	0.250	lai2	来
220	60.640	60.820	0.180	ta1	他
221	60.820	60.990	0.170	ting1	听
222	60.990	61.160	0.170	shou3	手
223	61.160	61.330	0.170	xia4	下
224	61.330	61.480	0.150	ren2	人
225	61.480	61.660	0.180	bao4	报
226	61.660	62.020	0.360	gao4	告
227	62.580	62.740	0.160	jing1	荆
228	62.740	62.890	0.150	zhou1	州
229	62.890	63.040	0.150	hao3	好
230	63.040	63.210	0.170	xie1	些
231	63.210	63.330	0.120	you3	有
232	63.330	63.550	0.220	ming2	名
233	63.550	63.700	0.150	wang4	望
234	63.700	63.790	0.090	de5	的
235	63.790	63.970	0.180	ren2	人
236	63.970	64.080	0.110	dou1	都
237	64.080	64.240	0.160	gen1	跟
238	64.240	64.390	0.150	liu2	刘
239	64.390	64.560	0.170	bei4	备
240	64.560	64.730	0.170	lai2	来
241	64.730	64.860	0.130	lai2	来
242	64.860	65.100	0.240	wang3	往
243	65.100	65.340	0.240	wang3	往
244	65.650	65.820	0.170	qin1	亲
245	65.820	65.970	0.150	mi4	密
246	65.970	66.220	0.250	ji2	极
247	66.220	66.470	0.250	le5	了
248	67.590	67.770	0.180	sui1	虽
249	67.770	67.940	0.170	shuo1	说
250	67.940	68.110	0.170	liu2	刘
251	68.110	68.310	0.200	bei4	备
252	68.310	68.480	0.170	gen1	跟
253	68.480	68.620	0.140	zi4	自
254	68.620	68.920	0.300	ji3	己
255	68.920	68.960	0.040	yi1	一
256	68.960	69.170	0.210	yang4	样
257	69.410	69.530	0.120	dou1	都
258	69.530	69.670	0.140	shi4	是
259	69.670	69.850	0.180	chao2	朝
260	69.850	70.030	0.180	ting2	廷
261	70.030	70.110	0.080	de5	的
262	70.110	70.330	0.220	ben3	本
263	70.330	70.680	0.350	jia1	家
264	71.430	71.530	0.100	ke3	可
265	71.530	71.720	0.190	shui2	谁
266	71.720	71.860	0.140	zhi1	知
267	71.860	71.980	0.120	dao4	道
268	71.980	72.110	0.130	ta1	他
269	72.110	72.260	0.150	shi4	是
270	72.260	72.360	0.100	bu2	不
271	72.360	72.500	0.140	shi4	是
272	72.500	72.660	0.160	you3	有
273	72.660	72.770	0.110	yi4	意
274	72.770	72.950	0.180	la1	拉
275	72.950	73.140	0.190	long3	拢
276	73.140	73.400	0.260	ren2	人
277	73.620	73.720	0.100	da3	打
278	73.720	73.920	0.200	suan4	算
279	73.920	74.050	0.130	duo2	夺
280	74.050	74.200	0.150	qu3	取
281	74.200	74.420	0.220	jing1	荆
282	74.420	74.580	0.160	zhou1	州
283	74.580	74.840	0.260	na4	呐
284	75.960	76.090	0.130	gang1	刚
285	76.090	76.250	0.160	cai2	才
286	76.250	76.400	0.150	liu2	刘
287	76.400	76.570	0.170	bei4	备
288	76.570	76.690	0.120	zhe4	这
289	76.690	76.770	0.080	yi1	一
290	76.770	76.970	0.200	fan1	番
291	76.970	77.120	0.150	hua4	话
292	77.470	77.570	0.100	bu4	不
293	77.570	77.760	0.190	zheng4	正
294	77.760	77.890	0.130	hao3	好
295	77.890	78.020	0.130	ba3	把
296	78.020	78.110	0.090	ta1	他
297	78.110	78.310	0.200	xin1	心
298	78.310	78.410	0.100	li3	里
299	78.410	78.540	0.130	hua4	话
300	78.540	78.810	0.270	shuo1	说
301	78.810	78.950	0.140	chu1	出
302	78.950	79.070	0.120	lai2	来
303	79.070	79.160	0.090	le5	了
304	79.160	79.400	0.240	ma5	吗
305	79.400	79.460	0.060	liu2	刘
306	80.720	80.890	0.170	biao3	表
307	80.890	81.020	0.130	zhe4	这
308	81.020	81.120	0.100	me5	么
309	81.120	81.260	0.140	yi1	一
310	81.260	81.490	0.230	zhuo2	琢
311	81.490	81.640	0.150	mo2	磨
312	82.030	82.250	0.220	dui4	对
313	82.250	82.420	0.170	liu2	刘
314	82.420	82.590	0.170	bei4	备
315	82.590	82.680	0.090	de5	的
316	82.680	82.850	0.170	na4	那
317	82.850	82.980	0.130	gu3	股
318	82.980	83.170	0.190	re4	热
319	83.170	83.340	0.170	huo3	火
320	83.340	83.510	0.170	jin4	劲
321	83.510	83.590	0.080	er5	儿
322	83.590	83.720	0.130	jiu4	就
323	83.720	83.930	0.210	leng3	冷
324	83.930	84.090	0.160	xia4	下
325	84.090	84.260	0.170	lai2	来
326	84.260	84.470	0.210	le5	了
327	85.510	85.640	0.130	liu2	刘
328	85.640	85.820	0.180	bei4	备
329	85.820	85.970	0.150	hui2	回
330	85.970	86.100	0.130	dao4	到
331	86.100	86.350	0.250	xin1	新
332	86.350	86.440	0.090	ye3	野
333	86.440	86.570	0.130	yi3	以
334	86.570	86.820	0.250	hou4	后
335	87.300	87.360	0.060	you3	有
336	87.360	87.440	0.080	yi2	一
337	87.440	87.530	0.090	ge4	个
338	87.530	87.670	0.140	ren2	人
339	87.670	87.790	0.120	lai2	来
340	87.790	88.000	0.210	zhao3	找
341	88.000	88.330	0.330	ta1	他
342	88.880	89.010	0.130	jiao4	叫
343	89.010	89.160	0.150	jin4	进
344	89.160	89.230	0.070	lai2	来
345	89.230	89.370	0.140	yi1	一
346	89.370	89.760	0.390	kan4	看
347	89.890	90.020	0.130	bu4	不
348	90.020	90.250	0.230	ren4	认
349	90.250	90.430	0.180	shi2	识
350	90.900	91.010	0.110	liu2	刘
351	91.010	91.160	0.150	bei4	备
352	91.160	91.330	0.170	jiu4	就
353	91.330	91.630	0.300	wen4	问
354	92.770	92.910	0.140	nin2	您
355	92.910	93.070	0.160	zhao3	找
356	93.070	93.170	0.100	wo3	我
357	93.170	93.240	0.070	you3	有
358	93.240	93.530	0.290	shi4	事
359	93.530	93.870	0.340	ma5	吗
360	95.110	95.260	0.150	zhe4	这
361	95.260	95.360	0.100	ge5	个
362	95.360	95.560	0.200	ren2	人
363	95.560	96.000	0.440	shuo1	说
364	97.140	97.240	0.100	wo3	我
365	97.240	97.390	0.150	yuan2	原
366	97.390	97.500	0.110	lai2	来
367	97.500	97.620	0.120	jiao4	叫
368	97.720	97.910	0.190	dan1	单
369	97.910	98.250	0.340	fu2	福
370	98.800	98.980	0.180	xiao3	小
371	98.980	99.100	0.120	de5	的
372	99.100	99.230	0.130	shi2	时
373	99.230	99.390	0.160	hou4	候
374	99.390	99.570	0.180	zong3	总
375	99.570	99.740	0.170	xiang3	想
376	99.740	99.860	0.120	zuo4	做
377	99.860	99.930	0.070	ge4	个
378	99.930	100.170	0.240	xia2	侠
379	100.170	100.550	0.380	ke4	客
380	101.120	101.240	0.120	hou4	后
381	101.240	101.350	0.110	lai2	来
382	101.350	101.480	0.130	wo3	我
383	101.480	101.700	0.220	sha1	杀
384	101.700	101.820	0.120	le5	了
385	101.820	102.140	0.320	ren2	人
386	102.210	102.370	0.160	tao2	逃
387	102.370	102.520	0.150	dao4	到
388	102.520	102.700	0.180	wai4	外
389	102.700	102.870	0.170	di4	地
390	102.870	103.110	0.240	qu4	去
391	103.390	103.590	0.200	gai3	改
392	103.590	103.730	0.140	ming2	名
393	103.730	103.860	0.130	jiao4	叫
394	103.860	104.090	0.230	xu2	徐
395	104.090	104.460	0.370	shu4	庶
396	105.130	105.260	0.130	da3	打
397	105.260	105.370	0.110	na4	那
398	105.370	105.430	0.060	er2	儿
399	105.430	105.520	0.090	yi3	以
400	105.520	105.760	0.240	hou4	后
401	105.990	106.220	0.230	wo3	我
402	106.220	106.360	0.140	jiu4	就
403	106.360	106.490	0.130	yi4	一
404	106.490	106.840	0.350	xin1	心
405	106.840	106.880	0.040	yi2	一
406	106.880	106.920	0.040	yi4	意
407	106.920	107.030	0.110	di4	地
408	107.030	107.190	0.160	xue2	学
409	107.190	107.350	0.160	xi2	习
410	107.350	107.540	0.190	jing1	经
411	107.540	107.900	0.360	shu1	书
412	108.570	108.710	0.140	ting1	听
413	108.710	108.830	0.120	shuo1	说
414	108.830	109.030	0.200	nin2	您
415	109.030	109.170	0.140	zhao1	招
416	109.170	109.350	0.180	xian2	贤
417	109.350	109.500	0.150	na4	纳
418	109.500	109.830	0.330	shi4	士
419	110.160	110.260	0.100	wo3	我
420	110.260	110.430	0.170	jin1	今
421	110.430	110.580	0.150	tian1	天
422	110.580	110.740	0.160	te4	特
423	110.740	110.830	0.090	yi4	意
424	110.830	110.990	0.160	tou2	投
425	110.990	111.140	0.150	ben4	奔
426	111.140	111.300	0.160	nin2	您
427	111.300	111.510	0.210	lai2	来
428	111.510	111.750	0.240	le5	了
429	112.950	113.100	0.150	liu2	刘
430	113.100	113.290	0.190	bei4	备
431	113.290	113.420	0.130	ba3	把
432	113.420	113.650	0.230	xu2	徐
433	113.650	113.840	0.190	shu4	庶
434	113.840	114.060	0.220	shou1	收
435	114.060	114.190	0.130	liu2	留
436	114.190	114.380	0.190	xia4	下
437	114.760	114.890	0.130	qing3	请
438	114.890	115.000	0.110	ta1	他
439	115.000	115.190	0.190	dang1	当
440	115.190	115.250	0.060	le5	了
441	115.250	115.450	0.200	mou2	谋
442	115.450	115.680	0.230	shi4	士
443	116.680	116.830	0.150	gang1	刚
444	116.830	116.990	0.160	qiao3	巧
445	116.990	117.130	0.140	zhe4	这
446	117.130	117.300	0.170	shi2	时
447	117.300	117.480	0.180	hou4	候
448	117.920	118.080	0.160	cao2	曹
449	118.080	118.270	0.190	cao1	操
450	118.270	118.460	0.190	pai4	派
451	118.460	118.660	0.200	xia4	夏
452	118.660	118.850	0.190	hou2	侯
453	118.850	119.080	0.230	dun1	惇
454	119.080	119.250	0.170	dai4	带
455	119.250	119.450	0.200	bing1	兵
456	119.450	119.590	0.140	dao4	到
457	119.590	119.680	0.090	le5	了
458	119.680	119.900	0.220	bo2	博
459	119.900	120.270	0.370	wang4	望
460	121.140	121.240	0.100	liu2	刘
461	121.240	121.360	0.120	bei4	备
462	121.360	121.570	0.210	an4	按
463	121.570	121.690	0.120	zhao4	照
464	121.690	121.910	0.220	xu2	徐
465	121.910	122.090	0.180	shu4	庶
466	122.090	122.190	0.100	de5	的
467	122.190	122.370	0.180	ji4	计
468	122.370	122.750	0.380	ce4	策
469	123.260	123.430	0.170	xian1	先
470	123.430	123.550	0.120	zai4	在
471	123.550	123.780	0.230	cheng2	城
472	123.780	123.910	0.130	wai4	外
473	123.910	124.090	0.180	she4	设
474	124.090	124.240	0.150	xia4	下
475	124.240	124.340	0.100	le5	了
476	124.340	124.530	0.190	fu2	伏
477	124.530	124.770	0.240	bing1	兵
478	124.770	124.800	0.030	you4	又
479	124.800	125.000	0.200	yong4	用
480	125.670	125.700	0.030	yi1	一
481	125.700	125.840	0.140	ba3	把
482	125.840	126.040	0.200	da4	大
483	126.040	126.240	0.200	huo3	火
484	126.240	126.460	0.220	shao1	烧
485	126.460	126.580	0.120	le5	了
486	126.580	126.730	0.150	zi4	自
487	126.730	126.880	0.150	ji3	己
488	126.880	127.100	0.220	jun1	军
489	127.100	127.210	0.110	dui4	队
490	127.210	127.310	0.100	de5	的
491	127.310	127.400	0.090	yi1	一
492	127.400	127.570	0.170	xie1	些
493	127.570	127.780	0.210	zi1	辎
494	127.780	128.110	0.330	zhong4	重
495	129.190	129.270	0.080	zi1	辎
496	129.340	129.520	0.180	zhong4	重
497	129.520	129.620	0.100	yi1	一
498	129.620	130.010	0.390	shao1	烧
499	130.360	130.530	0.170	ta1	他
500	130.530	130.720	0.190	dai4	带
501	130.720	130.830	0.110	zhe5	着
502	130.830	131.010	0.180	ren2	人
503	131.010	131.190	0.180	gu4	故
504	131.190	131.300	0.110	yi4	意
505	131.300	131.500	0.200	mang2	忙
506	131.500	131.700	0.200	mang2	忙
507	131.700	131.850	0.150	luan4	乱
508	131.850	132.010	0.160	luan4	乱
509	132.010	132.080	0.070	di4	地
510	132.080	132.250	0.170	wang3	往
511	132.250	132.410	0.160	nan2	南
512	132.410	132.600	0.190	tao2	逃
513	132.600	132.950	0.350	pao3	跑
514	133.860	133.970	0.110	xia4	夏
515	134.110	134.230	0.120	hou2	侯
516	134.230	134.430	0.200	dun1	惇
517	134.430	134.560	0.130	bu4	不
518	134.560	134.670	0.110	zhi1	知
519	134.670	134.790	0.120	dao4	道
520	134.790	134.990	0.200	shi4	是
521	134.990	135.180	0.190	ji4	计
522	135.180	135.300	0.120	yi2	一
523	135.730	135.840	0.110	ge4	个
524	135.840	135.960	0.120	jin4	劲
525	135.960	136.020	0.060	er2	儿
526	136.020	136.100	0.080	di4	地
527	136.100	136.340	0.240	meng3	猛
528	136.340	136.690	0.350	zhui1	追
529	137.210	137.320	0.110	jie2	结
530	137.320	137.450	0.130	guo3	果
531	137.450	137.630	0.180	zhong1	中
532	137.630	137.700	0.070	le5	了
533	137.700	137.930	0.230	mai2	埋
534	137.930	138.110	0.180	fu2	伏
535	138.420	138.540	0.120	chi1	吃
536	138.540	138.640	0.100	le5	了
537	138.640	138.740	0.100	yi2	一
538	138.740	138.840	0.100	ge4	个
539	138.840	139.050	0.210	da4	大
540	139.050	139.230	0.180	bai4	败
541	139.230	139.590	0.360	zhang4	仗
542	140.470	140.550	0.080	zhe4	这
543	140.550	140.710	0.160	yi1	一
544	140.710	141.000	0.290	lai2	来
545	141.310	141.460	0.150	liu2	刘
546	141.460	141.620	0.160	bei4	备
547	141.620	141.760	0.140	dui4	对
548	141.760	141.940	0.180	xu2	徐
549	141.940	142.130	0.190	shu4	庶
550	142.130	142.380	0.250	geng4	更
551	142.380	142.580	0.200	jing4	敬
552	142.580	142.760	0.180	zhong4	重
553	142.760	142.970	0.210	le5	了
554	143.980	144.160	0.180	xu2	徐
555	144.160	144.350	0.190	shu4	庶
556	144.350	144.490	0.140	dui4	对
557	144.490	144.650	0.160	liu2	刘
558	144.650	144.830	0.180	bei4	备
559	144.830	145.100	0.270	shuo1	说
560	146.380	146.460	0.080	wo3	我
