index	onset	offset	duration	pinyin	hanzi
1	1.020	1.130	0.110	gong1	公
2	1.130	1.190	0.060	yuan2	元
3	1.190	1.910	0.720	219	219
4	1.910	2.120	0.210	nian2	年
5	2.580	2.730	0.150	liu2	刘
6	2.730	2.900	0.170	bei4	备
7	2.900	3.030	0.130	zai4	在
8	3.030	3.310	0.280	cheng2	成
9	3.310	3.440	0.130	du1	都
10	3.440	3.630	0.190	zi4	自
11	3.630	3.780	0.150	li4	立
12	3.780	3.870	0.090	wei4	为
13	3.870	4.130	0.260	han4	汉
14	4.130	4.310	0.180	zhong1	中
15	4.310	4.510	0.200	wang2	王
16	5.250	5.370	0.120	ta1	他
17	5.370	5.600	0.230	xiang3	想
18	5.600	5.730	0.130	qi3	起
19	5.730	5.980	0.250	guan1	关
20	5.980	6.060	0.080	yu3	羽
21	6.060	6.260	0.200	hai2	还
22	6.260	6.360	0.100	yi4	一
23	6.360	6.490	0.130	zhi2	直
24	6.490	6.710	0.220	shou3	守
25	6.710	6.820	0.110	zai4	在
26	6.820	7.050	0.230	jing1	荆
27	7.050	7.220	0.170	zhou1	州
28	7.470	7.630	0.160	zhe4	这
29	7.630	7.730	0.100	ge5	个
30	7.730	7.920	0.190	gong1	功
31	7.920	8.050	0.130	lao2	劳
32	8.050	8.210	0.160	zhen1	真
33	8.210	8.310	0.100	shi4	是
34	8.310	8.570	0.260	tai4	太
35	8.570	8.770	0.200	da4	大
36	8.770	8.890	0.120	le5	了
37	9.240	9.300	0.060	ying1	应
38	9.300	9.390	0.090	gai1	该
39	9.390	9.590	0.200	hao3	好
40	9.590	9.760	0.170	hao3	好
41	9.760	9.830	0.070	di4	地
42	9.830	10.020	0.190	feng1	封
43	10.020	10.220	0.200	shang3	赏
44	10.890	10.990	0.100	ta1	他
45	10.990	11.200	0.210	pai4	派
46	11.200	11.330	0.130	ren2	人
47	11.330	11.460	0.130	dao4	到
48	11.460	11.710	0.250	jing1	荆
49	11.710	11.840	0.130	zhou1	州
50	11.840	12.070	0.230	feng1	封
51	12.070	12.290	0.220	guan1	关
52	12.290	12.430	0.140	yu3	羽
53	12.430	12.560	0.130	wei4	为
54	12.560	12.870	0.310	qian2	前
55	12.870	13.080	0.210	jiang1	将
56	13.080	13.310	0.230	jun1	军
57	14.370	14.610	0.240	guan1	关
58	14.610	14.730	0.120	yu3	羽
59	14.730	14.910	0.180	shou4	受
60	14.910	15.110	0.200	feng1	封
61	15.110	15.200	0.090	yi3	以
62	15.200	15.480	0.280	hou4	后
63	15.640	15.830	0.190	xiang3	想
64	15.830	15.940	0.110	li4	立
65	15.940	16.030	0.090	ge4	个
66	16.030	16.230	0.200	da4	大
67	16.230	16.420	0.190	gong1	功
68	16.420	16.530	0.110	gei3	给
69	16.530	16.680	0.150	da4	大
70	16.680	16.780	0.100	huo3	伙
71	16.780	16.840	0.060	er2	儿
72	16.840	17.090	0.250	qiao2	瞧
73	17.090	17.240	0.150	qiao2	瞧
74	17.680	17.860	0.180	jue2	决
75	17.860	18.010	0.150	ding4	定
76	18.010	18.130	0.120	qu4	去
77	18.130	18.350	0.220	zheng1	征
78	18.350	18.530	0.180	tao3	讨
79	18.530	18.790	0.260	cao2	曹
80	18.790	19.050	0.260	jun1	军
81	19.830	20.070	0.240	guan1	关
82	20.070	20.190	0.120	yu3	羽
83	20.190	20.330	0.140	jiao4	叫
84	20.330	20.570	0.240	bu4	部
85	20.570	20.770	0.200	jiang4	将
86	20.770	20.940	0.170	mi2	糜
87	20.940	21.190	0.250	fang1	芳
88	21.190	21.360	0.170	zhu4	驻
89	21.360	21.520	0.160	shou3	守
90	21.520	21.800	0.280	jiang1	江
91	21.800	22.060	0.260	ling2	陵
92	22.220	22.450	0.230	fu4	傅
93	22.450	22.580	0.130	shi4	士
94	22.580	22.770	0.190	ren2	仁
95	22.770	22.930	0.160	zhu4	驻
96	22.930	23.090	0.160	shou3	守
97	23.090	23.330	0.240	gong1	公
98	23.330	23.480	0.150	an1	安
99	23.980	24.070	0.090	hai2	还
100	24.070	24.220	0.150	rang4	让
101	24.220	24.310	0.090	ta1	他
102	24.310	24.420	0.110	men5	们
103	24.420	24.650	0.230	sui2	随
104	24.650	24.810	0.160	shi2	时
105	24.810	24.940	0.130	gei3	给
106	24.940	25.140	0.200	da3	打
107	25.140	25.400	0.260	cao2	曹
108	25.400	25.530	0.130	jun1	军
109	25.530	25.610	0.080	de5	的
110	25.610	25.820	0.210	jun1	军
111	25.820	25.960	0.140	dui4	队
112	25.960	26.200	0.240	gong1	供
113	26.200	26.340	0.140	ying4	应
114	26.340	26.550	0.210	liang2	粮
115	26.550	26.880	0.330	cao3	草
116	26.960	27.130	0.170	bu3	补
117	27.130	27.320	0.190	chong1	充
118	27.320	27.490	0.170	shi4	士
119	27.490	27.750	0.260	bing1	兵
120	28.880	28.970	0.090	ta1	他
121	28.970	29.100	0.130	ba3	把
122	29.100	29.270	0.170	nei4	内
123	29.270	29.430	0.160	bu4	部
124	29.430	29.600	0.170	an1	安
125	29.600	29.710	0.110	pai2	排
126	29.710	29.980	0.270	hao3	好
127	29.980	30.200	0.220	le5	了
128	30.230	30.360	0.130	jiu4	就
129	30.360	30.600	0.240	ling3	领
130	30.600	30.780	0.180	bing1	兵
131	30.780	30.900	0.120	qu4	去
132	30.900	31.060	0.160	da3	打
133	31.060	31.260	0.200	fan2	樊
134	31.260	31.490	0.230	cheng2	城
135	32.310	32.510	0.200	shou3	守
136	32.510	32.720	0.210	fan2	樊
137	32.720	32.870	0.150	cheng2	城
138	32.870	32.930	0.060	de5	的
139	32.930	33.150	0.220	cao2	曹
140	33.150	33.340	0.190	ren2	仁
141	33.340	33.460	0.120	zhi1	知
142	33.460	33.550	0.090	dao4	道
143	33.550	33.810	0.260	guan1	关
144	33.810	33.920	0.110	yu3	羽
145	33.920	34.160	0.240	shen1	身
146	34.160	34.340	0.180	jing1	经
147	34.340	34.540	0.200	bai3	百
148	34.540	34.820	0.280	zhan4	战
149	34.890	35.100	0.210	hen3	很
150	35.100	35.290	0.190	hui4	会
151	35.290	35.500	0.210	yong4	用
152	35.500	35.730	0.230	bing1	兵
153	35.940	36.110	0.170	dui4	对
154	36.110	36.220	0.110	fu4	付
155	36.220	36.340	0.120	ta1	他
156	36.340	36.480	0.140	bu4	不
157	36.480	36.620	0.140	neng2	能
158	36.620	36.830	0.210	da4	大
159	36.830	36.940	0.110	yi4	意
160	37.690	37.820	0.130	ta1	他
161	37.820	38.000	0.180	jiao4	叫
162	38.000	38.170	0.170	yu2	于
163	38.170	38.360	0.190	jin4	禁
164	38.360	38.450	0.090	he2	和
165	38.450	38.720	0.270	pang2	庞
166	38.720	38.870	0.150	de2	德
167	38.870	39.060	0.190	dai4	带
168	39.060	39.230	0.170	chu1	出
169	39.230	39.310	0.080	yi1	一
170	39.310	39.470	0.160	bu4	部
171	39.470	39.620	0.150	fen4	分
172	39.620	39.820	0.200	jun1	军
173	39.820	39.990	0.170	dui4	队
174	39.990	40.140	0.150	qu4	去
175	40.140	40.350	0.210	zhu4	驻
176	40.350	40.450	0.100	zai4	在
177	40.450	40.670	0.220	fan2	樊
178	40.670	40.840	0.170	cheng2	城
179	40.840	41.000	0.160	bei3	北
180	41.000	41.290	0.290	mian4	面
181	41.600	41.760	0.160	zi4	自
182	41.760	41.870	0.110	ji3	己
183	41.870	42.080	0.210	shou3	守
184	42.080	42.190	0.110	zai4	在
185	42.190	42.440	0.250	cheng2	城
186	42.440	42.610	0.170	li3	里
187	42.700	42.900	0.200	hao3	好
188	42.900	43.100	0.200	bi3	彼
189	43.100	43.260	0.160	ci3	此
190	43.260	43.360	0.100	you3	有
191	43.360	43.460	0.100	ge4	个
