index	onset	offset	duration	pinyin	hanzi
1	0.980	1.180	0.200	si1	司
2	1.180	1.370	0.190	ma3	马
3	1.370	1.580	0.210	zhao1	昭
4	1.580	1.750	0.170	zuo4	做
5	1.750	1.850	0.100	le5	了
6	1.850	2.110	0.260	jin4	晋
7	2.110	2.350	0.240	wang2	王
8	2.500	2.810	0.310	xiang4	相
9	2.810	3.080	0.270	guo2	国
10	3.310	3.450	0.140	jiu4	就
11	3.450	3.590	0.140	you3	有
12	3.590	3.650	0.060	yi1	一
13	3.650	3.790	0.140	xie1	些
14	3.790	3.990	0.200	da4	大
15	3.990	4.180	0.190	chen2	臣
16	4.180	4.380	0.200	quan4	劝
17	4.380	4.470	0.090	ta1	他
18	4.470	4.620	0.150	dang1	当
19	4.620	4.930	0.310	huang2	皇
20	4.930	5.090	0.160	di4	帝
21	5.610	5.810	0.200	si1	司
22	5.810	5.950	0.140	ma3	马
23	5.950	6.070	0.120	zhao1	昭
24	6.070	6.260	0.190	mei2	没
25	6.260	6.480	0.220	da1	答
26	6.480	6.640	0.160	ying4	应
27	7.280	7.380	0.100	ke3	可
28	7.380	7.490	0.110	ta1	他
29	7.490	7.670	0.180	rang4	让
30	7.670	7.850	0.180	zi4	自
31	7.850	7.960	0.110	ji3	己
32	7.960	8.050	0.090	de5	的
33	8.050	8.260	0.210	er2	儿
34	8.260	8.360	0.100	zi5	子
35	8.360	8.550	0.190	si1	司
36	8.550	8.740	0.190	ma3	马
37	8.740	8.970	0.230	yan2	炎
38	8.970	9.120	0.150	zuo4	做
39	9.120	9.210	0.090	le5	了
40	9.210	9.390	0.180	fu4	副
41	9.390	9.620	0.230	xiang4	相
42	9.620	9.870	0.250	guo2	国
43	10.420	10.580	0.160	zhe4	这
44	10.580	10.700	0.120	li3	里
45	10.700	10.840	0.140	mian4	面
46	10.840	10.930	0.090	de5	的
47	10.930	11.080	0.150	yi4	意
48	11.080	11.200	0.120	si5	思
49	11.200	11.370	0.170	nan2	难
50	11.370	11.460	0.090	dao4	道
51	11.460	11.630	0.170	hai2	还
52	11.630	11.750	0.120	bu4	不
53	11.750	11.950	0.200	ming2	明
54	11.950	12.060	0.110	bai2	白
55	12.060	12.210	0.150	ma5	吗
56	13.200	13.470	0.270	zhuan3	转
57	13.470	13.640	0.170	guo4	过
58	13.640	13.730	0.090	le5	了
59	13.730	13.980	0.250	nian2	年
60	14.040	14.330	0.290	si1	司
61	14.330	14.510	0.180	ma3	马
62	14.510	14.630	0.120	zhao1	昭
63	14.630	14.860	0.230	hai4	害
64	14.860	15.070	0.210	bing4	病
65	15.070	15.300	0.230	si3	死
66	15.300	15.420	0.120	liao3	了
67	15.810	15.970	0.160	dang4	当
68	15.970	16.120	0.150	ran2	然
69	16.120	16.230	0.110	shi4	是
70	16.230	16.420	0.190	si1	司
71	16.420	16.610	0.190	ma3	马
72	16.610	16.820	0.210	yan2	炎
73	16.820	17.020	0.200	jie1	接
74	17.020	17.130	0.110	zhe5	着
75	17.130	17.260	0.130	zuo4	做
76	17.260	17.530	0.270	jin4	晋
77	17.530	17.730	0.200	wang2	王
