index	onset	offset	duration	pinyin	hanzi
1	1.020	1.190	0.170	cao2	曹
2	1.190	1.390	0.200	cao1	操
3	1.390	1.520	0.130	yi1	一
4	1.520	1.710	0.190	xia4	下
5	1.710	1.810	0.100	zi5	子
6	1.810	2.010	0.200	shou1	收
7	2.010	2.190	0.180	bian1	编
8	2.190	2.270	0.080	le5	了
9	2.270	2.510	0.240	san1	三
10	2.510	2.630	0.120	shi2	十
11	2.630	2.750	0.120	duo1	多
12	2.750	2.940	0.190	wan4	万
13	2.940	3.250	0.310	ren2	人
14	3.560	3.710	0.150	dou1	都
15	3.710	3.900	0.190	jiao4	叫
16	3.900	4.160	0.260	qing1	青
17	4.160	4.300	0.140	zhou1	州
18	4.300	4.520	0.220	bing1	兵
19	4.520	4.650	0.130	you3	有
20	4.650	4.760	0.110	le5	了
21	4.760	4.910	0.150	zhe4	这
22	4.910	5.030	0.120	zhi1	支
23	5.030	5.320	0.290	qiang2	强
24	5.320	5.600	0.280	bing1	兵
25	5.850	6.040	0.190	ta1	他
26	6.040	6.160	0.120	de5	的
27	6.160	6.330	0.170	ren2	人
28	6.330	6.480	0.150	ma3	马
29	6.480	6.600	0.120	jiu4	就
30	6.600	6.820	0.220	zhuang4	壮
31	6.820	6.980	0.160	da4	大
32	6.980	7.150	0.170	qi3	起
33	7.150	7.330	0.180	lai2	来
34	7.330	7.520	0.190	le5	了
35	8.660	8.790	0.130	guo4	过
36	8.790	8.900	0.110	le5	了
37	8.900	9.030	0.130	bu4	不
38	9.030	9.210	0.180	jiu3	久
39	9.210	9.450	0.240	chao2	朝
40	10.070	10.230	0.160	ting2	廷
41	10.230	10.400	0.170	cong2	从
42	10.400	10.630	0.230	chang2	长
43	10.630	10.760	0.130	an1	安
44	10.760	10.950	0.190	pai4	派
45	10.950	11.030	0.080	le5	了
46	11.030	11.110	0.080	yi2	一
47	11.110	11.210	0.100	ge4	个
48	11.210	11.450	0.240	xin1	新
49	11.450	11.510	0.060	de5	的
50	11.510	11.730	0.220	yan3	兖
51	11.730	11.860	0.130	zhou1	州
52	11.860	12.050	0.190	ci4	刺
53	12.050	12.280	0.230	shi3	史
54	12.590	12.780	0.190	jiao4	叫
55	12.780	13.030	0.250	jin1	金
56	13.030	13.390	0.360	shang4	尚
57	14.250	14.420	0.170	zhen1	真
58	14.420	14.560	0.140	ci4	刺
59	14.560	14.740	0.180	shi3	史
60	14.740	14.890	0.150	he2	和
61	14.890	15.070	0.180	jia3	假
62	15.070	15.260	0.190	ci4	刺
63	15.260	15.420	0.160	shi3	史
64	15.420	15.640	0.220	zheng1	争
65	15.640	15.770	0.130	dou4	斗
66	15.770	15.920	0.150	qi3	起
67	15.920	16.210	0.290	lai2	来
68	16.950	17.110	0.160	cao2	曹
69	17.110	17.300	0.190	cao1	操
70	17.300	17.420	0.120	zhe4	这
71	17.420	17.520	0.100	ge5	个
72	17.520	17.720	0.200	jia3	假
73	17.720	17.860	0.140	de5	的
74	17.860	18.030	0.170	zhang4	仗
75	18.030	18.110	0.080	zhe5	着
76	18.110	18.280	0.170	bing1	兵
77	18.280	18.420	0.140	li4	力
78	18.420	18.700	0.280	qiang2	强
79	18.700	18.950	0.250	zhuang4	壮
80	19.110	19.330	0.220	ba3	把
81	19.330	19.520	0.190	liang3	两
82	19.520	19.690	0.170	shou3	手
83	19.690	19.900	0.210	kong1	空
84	19.900	20.070	0.170	kong1	空
85	20.070	20.160	0.090	de5	的
86	20.160	20.330	0.170	jin1	金
87	20.330	20.500	0.170	shang4	尚
88	20.500	20.700	0.200	gan3	赶
89	20.700	20.960	0.260	pao3	跑
90	20.960	21.200	0.240	le5	了
91	22.330	22.500	0.170	cao2	曹
92	22.500	22.740	0.240	cao1	操
93	22.740	22.840	0.100	wei4	为
94	22.840	22.950	0.110	le5	了
95	22.950	23.110	0.160	rang4	让
96	23.110	23.270	0.160	chao2	朝
97	23.270	23.480	0.210	ting2	廷
98	23.480	23.680	0.200	cheng2	承
99	23.680	23.820	0.140	ren4	认
100	23.820	24.150	0.330	ta1	他
101	24.530	24.610	0.080	you4	又
102	24.610	24.800	0.190	pai4	派
103	24.800	25.040	0.240	shi3	使
104	25.040	25.190	0.150	zhe3	者
105	25.190	25.340	0.150	dai4	带
106	25.340	25.460	0.120	zhe5	着
107	25.460	25.640	0.180	li3	礼
108	25.640	25.760	0.120	wu4	物
109	25.760	25.920	0.160	dao4	到
110	25.920	26.190	0.270	chang2	长
111	26.190	26.440	0.250	an1	安
112	26.800	26.940	0.140	qing3	请
113	26.940	27.090	0.150	qiu2	求
114	27.090	27.260	0.170	chao2	朝
115	27.260	27.450	0.190	ting2	廷
116	27.450	27.680	0.230	pi1	批
117	27.680	28.060	0.380	zhun3	准
118	28.920	29.040	0.120	chao2	朝
119	29.040	29.290	0.250	ting2	廷
120	29.290	29.350	0.060	yi1	一
121	29.350	29.540	0.190	jian4	见
122	29.540	29.710	0.170	mi3	米
123	29.710	29.820	0.110	yi3	已
124	29.820	30.020	0.200	cheng2	成
125	30.020	30.140	0.120	le5	了
126	30.140	30.410	0.270	zhou1	粥
127	30.410	30.470	0.060	zhi3	只
128	30.950	31.050	0.100	hao3	好
129	31.050	31.250	0.200	ren4	认
130	31.250	31.390	0.140	ke3	可
131	31.390	31.580	0.190	cao2	曹
132	31.580	31.760	0.180	cao1	操
133	31.760	31.960	0.200	dang1	当
134	31.960	32.130	0.170	yan3	兖
135	32.130	32.260	0.130	zhou1	州
136	32.260	32.480	0.220	ci4	刺
137	32.480	32.710	0.230	shi3	史
138	33.970	34.150	0.180	cao2	曹
139	34.150	34.350	0.200	cao1	操
140	34.350	34.530	0.180	dang1	当
141	34.530	34.650	0.120	le5	了
142	34.650	34.840	0.190	zhen1	真
143	34.840	35.000	0.160	ci4	刺
144	35.000	35.270	0.270	shi3	史
145	35.720	35.890	0.170	ta1	他
146	35.890	35.990	0.100	de5	的
147	35.990	36.240	0.250	hen3	狠
148	36.240	36.400	0.160	du2	毒
149	36.400	36.500	0.100	ye3	也
150	36.500	36.670	0.170	lu4	露
151	36.670	36.760	0.090	le5	了
152	36.760	36.940	0.180	ma3	马
153	36.940	37.340	0.400	jiao3	脚
154	38.260	38.290	0.030	you3	有
155	38.290	38.400	0.110	ge4	个
156	38.400	38.560	0.160	jiao4	叫
157	38.560	38.780	0.220	bian1	边
158	38.780	38.960	0.180	rang4	让
159	38.960	39.030	0.070	de5	的
160	39.030	39.200	0.170	wen2	文
161	39.200	39.470	0.270	ren2	人
162	39.760	39.900	0.140	shuo1	说
163	39.900	40.030	0.130	le5	了
164	40.030	40.170	0.140	ji3	几
165	40.170	40.320	0.150	ju4	句
166	40.320	40.440	0.120	dui4	对
167	40.440	40.560	0.120	ta1	他
168	40.560	40.710	0.150	bu4	不
169	40.710	40.930	0.220	man3	满
170	40.930	41.000	0.070	de5	的
171	41.000	41.170	0.170	hua4	话
172	41.170	41.310	0.140	ta1	他
173	41.930	42.000	0.070	jiu4	就
174	42.000	42.220	0.220	xia4	下
175	42.220	42.390	0.170	ling4	令
176	42.390	42.610	0.220	sha1	杀
177	42.610	42.710	0.100	le5	了
178	42.710	42.910	0.200	bian1	边
179	42.910	43.310	0.400	rang4	让
180	43.690	43.840	0.150	dui4	对
181	43.840	44.030	0.190	bian1	边
182	44.030	44.180	0.150	rang4	让
183	44.180	44.240	0.060	de5	的
184	44.240	44.380	0.140	yi1	一
185	44.380	44.560	0.180	jia1	家
186	44.560	44.670	0.110	ye3	也
187	44.670	44.790	0.120	mei2	没
188	45.170	45.470	0.300	fang4	放
189	46.520	46.660	0.140	guo4	过
