index	onset	offset	duration	pinyin	hanzi
1	0.960	1.230	0.270	cao2	曹
2	1.230	1.460	0.230	fang1	芳
3	1.460	1.610	0.150	zhe4	这
4	1.610	1.750	0.140	shi2	时
5	1.750	1.890	0.140	hou4	候
6	1.890	1.950	0.060	yi3	已
7	1.950	2.120	0.170	jing1	经
8	2.120	2.320	0.200	er4	二
9	2.320	2.440	0.120	shi2	十
10	2.440	2.580	0.140	duo1	多
11	2.580	2.750	0.170	sui4	岁
12	2.750	2.900	0.150	le5	了
13	3.190	3.390	0.200	hen3	很
14	3.390	3.580	0.190	xiang3	想
15	3.580	3.760	0.180	zi4	自
16	3.760	3.860	0.100	ji3	己
17	3.860	4.070	0.210	zhang3	掌
18	4.070	4.340	0.270	quan2	权
19	4.880	5.000	0.120	ke3	可
20	5.000	5.210	0.210	da4	大
21	5.210	5.440	0.230	quan2	权
22	5.440	5.560	0.120	zai4	在
23	5.560	5.750	0.190	si1	司
24	5.750	5.900	0.150	ma3	马
25	5.900	6.100	0.200	shi1	师
26	6.100	6.320	0.220	shou3	手
27	6.320	6.490	0.170	li3	里
28	6.860	6.970	0.110	ren2	人
29	6.970	7.040	0.070	jia1	家
30	7.040	7.230	0.190	bu4	不
31	7.230	7.370	0.140	ba3	把
32	7.370	7.500	0.130	ta1	他
33	7.500	7.600	0.100	zhe4	这
34	7.600	7.660	0.060	ge5	个
35	7.660	7.940	0.280	huang2	皇
36	7.940	8.050	0.110	di4	帝
37	8.050	8.240	0.190	fang4	放
38	8.240	8.340	0.100	zai4	在
39	8.340	8.530	0.190	yan3	眼
40	8.530	8.700	0.170	li3	里
41	9.010	9.120	0.110	rang4	让
42	9.120	9.190	0.070	ta1	他
43	9.190	9.440	0.250	qi4	气
44	9.440	9.520	0.080	de2	得
45	9.520	9.690	0.170	yao4	要
46	9.690	9.960	0.270	ming4	命
47	11.110	11.320	0.210	an4	暗
48	11.320	11.480	0.160	di4	地
49	11.480	11.680	0.200	li3	里
50	11.830	12.030	0.200	ta1	他
51	12.030	12.170	0.140	jiu4	就
52	12.170	12.310	0.140	he2	和
53	12.310	12.550	0.240	zhong1	中
54	12.550	12.700	0.150	shu1	书
55	12.700	12.890	0.190	ling4	令
56	12.890	13.040	0.150	li3	李
57	13.040	13.340	0.300	feng1	丰
58	13.440	13.690	0.250	zhang1	张
59	13.690	13.900	0.210	huang2	皇
60	13.900	14.030	0.130	hou4	后
61	14.030	14.130	0.100	de5	的
62	14.130	14.320	0.190	fu4	父
63	14.320	14.490	0.170	qin1	亲
64	14.490	14.750	0.260	zhang1	张
65	14.750	14.900	0.150	ji1	缉
66	14.900	15.080	0.180	ji3	几
67	15.080	15.160	0.080	ge4	个
68	15.160	15.270	0.110	ren2	人
69	15.270	15.530	0.260	shang1	商
70	15.530	15.660	0.130	liang2	量
71	15.860	16.070	0.210	xie3	写
72	16.070	16.170	0.100	le5	了
73	16.170	16.240	0.070	yi1	一
74	16.240	16.350	0.110	dao4	道
75	16.350	16.560	0.210	zhao4	诏
76	16.560	16.850	0.290	shu1	书
77	17.010	17.150	0.140	rang4	让
78	17.150	17.250	0.100	ta1	他
79	17.250	17.360	0.110	men5	们
80	17.360	17.570	0.210	dai4	带
81	17.570	17.700	0.130	chu1	出
82	17.700	17.880	0.180	qu4	去
83	18.420	18.620	0.200	zhao3	找
84	18.620	18.770	0.150	xie1	些
85	18.770	18.920	0.150	ren2	人
86	18.920	19.060	0.140	yong4	用
87	19.060	19.120	0.060	ge4	个
88	19.120	19.260	0.140	shen2	什
89	19.260	19.350	0.090	me5	么
90	19.350	19.590	0.240	fa3	法
91	19.590	19.710	0.120	zi5	子
92	19.710	19.980	0.270	chu2	除
93	19.980	20.050	0.070	le5	了
94	20.050	20.210	0.160	si1	司
95	20.210	20.350	0.140	ma3	马
96	20.350	20.570	0.220	shi1	师
97	21.760	21.830	0.070	ke3	可
98	21.830	22.020	0.190	si1	司
99	22.020	22.170	0.150	ma3	马
100	22.170	22.350	0.180	shi1	师
101	22.350	22.600	0.250	zao3	早
102	22.600	22.710	0.110	you3	有
103	22.710	22.970	0.260	fang2	防
104	22.970	23.150	0.180	bei4	备
105	23.710	23.900	0.190	li3	李
106	23.900	24.090	0.190	feng1	丰
107	24.090	24.190	0.100	ta1	他
108	24.190	24.320	0.130	men5	们
109	24.320	24.480	0.160	dai4	带
110	24.480	24.550	0.070	zhe5	着
111	24.550	24.620	0.070	na4	那
112	24.730	24.870	0.140	feng1	封
113	24.870	25.050	0.180	zhao4	诏
114	25.050	25.240	0.190	shu1	书
115	25.240	25.500	0.260	gang1	刚
116	25.500	25.650	0.150	chu1	出
117	25.650	25.740	0.090	le5	了
118	25.740	25.940	0.200	gong1	宫
119	25.940	26.130	0.190	men2	门
120	26.290	26.410	0.120	jiu4	就
121	26.410	26.530	0.120	bei4	被
122	26.530	26.710	0.180	si1	司
123	26.710	26.860	0.150	ma3	马
124	26.860	27.040	0.180	shi1	师
125	27.040	27.230	0.190	pai4	派
126	27.230	27.320	0.090	de5	的
127	27.320	27.540	0.220	qin1	亲
128	27.540	27.700	0.160	xin4	信
129	27.700	27.920	0.220	lan2	拦
130	27.920	28.060	0.140	zhu4	住
131	28.060	28.160	0.100	le5	了
132	28.650	28.880	0.230	zhao4	诏
133	28.880	29.040	0.160	shu1	书
134	29.040	29.170	0.130	gei3	给
135	29.170	29.420	0.250	sou1	搜
136	29.420	29.540	0.120	le5	了
137	29.540	29.770	0.230	qu4	去
138	29.820	30.080	0.260	jiao1	交
139	30.080	30.210	0.130	gei3	给
140	30.210	30.310	0.100	le5	了
141	30.310	30.450	0.140	si1	司
142	30.450	30.590	0.140	ma3	马
143	30.590	30.850	0.260	shi1	师
144	31.330	31.520	0.190	si1	司
145	31.520	31.680	0.160	ma3	马
146	31.680	31.830	0.150	shi1	师
147	31.830	32.020	0.190	mei2	没
148	32.020	32.110	0.090	yi4	一
149	32.110	32.310	0.200	dian3	点
150	32.310	32.420	0.110	you2	犹
151	32.450	32.640	0.190	yu4	豫
152	32.770	33.010	0.240	li4	立
153	33.010	33.160	0.150	ke4	刻
154	33.160	33.410	0.250	xia4	下
155	33.410	33.560	0.150	ling4	令
156	33.560	33.680	0.120	ba3	把
157	33.680	33.860	0.180	li3	李
158	33.860	34.150	0.290	feng1	丰
159	34.240	34.500	0.260	zhang1	张
160	34.500	34.630	0.130	ji1	缉
161	34.630	34.750	0.120	ta1	他
162	34.750	34.860	0.110	men5	们
163	34.860	35.020	0.160	dou1	都
164	35.020	35.250	0.230	sha1	杀
165	35.250	35.330	0.080	liao3	了
