index	onset	offset	duration	pinyin	hanzi
1	0.990	1.090	0.100	bu4	不
2	1.090	1.220	0.130	guo4	过
3	1.220	1.350	0.130	ni3	你
4	1.350	1.480	0.130	li2	离
5	1.480	1.630	0.150	kai1	开
6	1.630	1.860	0.230	jun1	军
7	1.860	2.170	0.310	ying2	营
8	2.380	2.500	0.120	rang4	让
9	2.500	2.710	0.210	shui2	谁
10	2.710	2.880	0.170	dai4	代
11	2.880	3.070	0.190	ti4	替
12	3.070	3.250	0.180	na4	呐
13	4.020	4.120	0.100	lv3	吕
14	4.120	4.350	0.230	meng2	蒙
15	4.350	4.590	0.240	shuo1	说
16	5.760	5.930	0.170	nin2	您
17	5.930	6.130	0.200	xiong1	兄
18	6.130	6.270	0.140	zhang3	长
19	6.270	6.330	0.060	de5	的
20	6.330	6.510	0.180	nv3	女
21	6.510	6.670	0.160	xu4	婿
22	6.670	6.850	0.180	lu4	陆
23	6.850	7.050	0.200	xun4	逊
24	7.050	7.200	0.150	sui1	虽
25	7.200	7.330	0.130	ran2	然
26	7.330	7.490	0.160	nian2	年
27	7.490	7.610	0.120	ji4	纪
28	7.610	7.940	0.330	qing1	轻
29	8.140	8.340	0.200	ban4	办
30	8.340	8.490	0.150	shi4	事
31	8.490	8.610	0.120	ke3	可
32	8.610	8.770	0.160	ting3	挺
33	8.770	8.910	0.140	you3	有
34	8.910	9.100	0.190	yuan3	远
35	9.100	9.390	0.290	jian4	见
36	9.610	9.710	0.100	you3	有
37	9.710	9.910	0.200	ji4	计
38	9.910	10.130	0.220	mou2	谋
39	10.760	10.870	0.110	ta1	他
40	10.870	11.060	0.190	xian4	现
41	11.060	11.150	0.090	zai4	在
42	11.150	11.270	0.120	mei2	没
43	11.270	11.360	0.090	you3	有
44	11.360	11.500	0.140	shen2	什
45	11.500	11.560	0.060	me5	么
46	11.560	11.790	0.230	ming2	名
47	11.790	12.020	0.230	qi4	气
48	12.460	12.580	0.120	rang4	让
49	12.580	12.740	0.160	ta1	他
50	12.740	12.900	0.160	dai4	代
51	12.900	13.070	0.170	ti4	替
52	13.070	13.350	0.280	wo3	我
53	13.600	13.810	0.210	guan1	关
54	13.810	13.900	0.090	yu3	羽
55	13.900	14.060	0.160	bu2	不
56	14.060	14.180	0.120	hui4	会
57	14.180	14.410	0.230	qi3	起
58	14.410	14.480	0.070	yi2	疑
59	14.480	14.810	0.330	xin1	心
60	16.020	16.210	0.190	sun1	孙
61	16.210	16.410	0.200	quan2	权
62	16.410	16.590	0.180	da1	答
63	16.590	16.780	0.190	ying4	应
64	16.780	16.880	0.100	le5	了
65	17.530	17.690	0.160	lu4	陆
66	17.690	17.860	0.170	xun4	逊
67	17.860	18.060	0.200	an4	按
68	18.060	18.180	0.120	zhao4	照
69	18.180	18.330	0.150	lv3	吕
70	18.330	18.540	0.210	meng2	蒙
71	18.540	18.610	0.070	de5	的
72	18.610	18.790	0.180	an1	安
73	18.790	19.070	0.280	pai2	排
74	19.310	19.380	0.070	yi1	一
75	19.380	19.510	0.130	dao4	到
76	19.510	19.710	0.200	lu4	陆
77	19.710	19.940	0.230	kou3	口
78	19.940	20.060	0.120	jiu4	就
79	20.060	20.170	0.110	gei3	给
80	20.170	20.420	0.250	guan1	关
81	20.420	20.520	0.100	yu3	羽
82	20.520	20.720	0.200	xie3	写
83	20.720	20.820	0.100	le5	了
84	20.820	20.970	0.150	feng1	封
85	20.970	21.270	0.300	xin4	信
86	21.590	21.840	0.250	xin4	信
87	21.840	21.980	0.140	shang4	上
88	21.980	22.070	0.090	zhe4	这
89	22.070	22.180	0.110	me5	么
90	22.180	22.440	0.260	shuo1	说
91	23.590	23.820	0.230	jiang1	将
92	23.820	23.970	0.150	jun1	军
93	23.970	24.190	0.220	chu1	出
94	24.190	24.370	0.180	shi1	师
95	24.370	24.510	0.140	de2	得
96	24.510	24.790	0.280	sheng4	胜
97	24.900	25.200	0.300	sheng1	声
98	25.200	25.300	0.100	wei1	威
99	25.300	25.500	0.200	da4	大
100	25.500	25.730	0.230	zhen4	振
101	26.150	26.340	0.190	zhe4	这
102	26.340	26.430	0.090	ge5	个
103	26.430	26.640	0.210	gong1	功
104	26.640	26.780	0.140	lao2	劳
105	26.780	26.890	0.110	na3	哪
106	26.990	27.090	0.100	ge5	个
107	27.090	27.250	0.160	gu3	古
108	27.250	27.390	0.140	ren2	人
109	27.390	27.560	0.170	gan3	敢
110	27.560	27.720	0.160	bi3	比
111	27.720	27.920	0.200	na4	呐
112	28.500	28.620	0.120	bu4	不
113	28.620	28.740	0.120	guo4	过
114	28.740	28.990	0.250	cao2	曹
115	28.990	29.120	0.130	cao1	操
116	29.120	29.350	0.230	hen3	很
117	29.350	29.510	0.160	jiao3	狡
118	29.510	29.850	0.340	hua2	猾
119	30.130	30.240	0.110	nin2	您
120	30.240	30.330	0.090	ke3	可
121	30.330	30.580	0.250	qian1	千
122	30.580	30.700	0.120	wan4	万
123	30.700	30.810	0.110	bie2	别
124	30.810	31.030	0.220	da4	大
125	31.030	31.170	0.140	yi4	意
126	31.860	31.950	0.090	wo3	我
127	31.950	32.100	0.150	shi4	是
128	32.100	32.180	0.080	ge4	个
129	32.180	32.400	0.220	shu1	书
130	32.400	32.630	0.230	sheng1	生
131	32.830	32.920	0.090	mei2	没
132	32.920	32.990	0.070	you3	有
133	32.990	33.130	0.140	shen2	什
134	33.130	33.200	0.070	me5	么
135	33.200	33.400	0.200	ben3	本
136	33.400	33.610	0.210	shi4	事
137	33.950	34.100	0.150	zhi3	只
138	34.100	34.330	0.230	pan4	盼
139	34.330	34.470	0.140	wang4	望
140	34.470	34.590	0.120	nin2	您
141	34.590	34.700	0.110	neng2	能
142	34.700	34.880	0.180	huo4	获
143	34.880	34.990	0.110	de2	得
144	34.990	35.320	0.330	quan2	全
145	35.320	35.590	0.270	sheng4	胜
146	36.180	36.410	0.230	cong2	从
147	36.410	36.540	0.130	jin1	今
148	36.540	36.720	0.180	wang3	往
149	36.720	37.010	0.290	hou4	后
