index	onset	offset	duration	pinyin	hanzi
1	1.030	1.130	0.100	zhe4	这
2	1.130	1.220	0.090	me5	么
3	1.220	1.380	0.160	yi1	一
4	1.380	1.730	0.350	xiang3	想
5	1.930	2.100	0.170	ta1	他
6	2.100	2.280	0.180	suo3	索
7	2.280	2.510	0.230	xing4	性
8	2.510	2.580	0.070	jiu4	就
9	2.580	2.810	0.230	an4	按
10	2.810	2.990	0.180	bing1	兵
11	2.990	3.110	0.120	bu4	不
12	3.110	3.490	0.380	dong4	动
13	4.490	4.560	0.070	ge4	各
14	4.560	4.640	0.080	lu4	路
15	4.640	4.830	0.190	shou3	首
16	4.830	5.010	0.180	ling3	领
17	5.010	5.080	0.070	yi1	一
18	5.080	5.260	0.180	kan4	看
19	5.260	5.450	0.190	meng2	盟
20	5.450	5.580	0.130	zhu3	主
21	5.580	5.700	0.120	bu4	不
22	5.700	5.840	0.140	da3	打
23	6.220	6.360	0.140	ye3	也
24	6.360	6.470	0.110	dou1	都
25	6.470	6.720	0.250	ting2	停
26	6.720	6.840	0.120	zhi3	止
27	6.840	7.090	0.250	jin4	进
28	7.090	7.500	0.410	bing1	兵
29	7.870	7.960	0.090	shui2	谁
30	7.960	8.090	0.130	ye3	也
31	8.090	8.230	0.140	bu4	不
32	8.230	8.370	0.140	gan3	敢
33	8.370	8.510	0.140	he2	和
34	8.510	8.720	0.210	dong3	董
35	8.720	8.840	0.120	zhuo2	卓
36	8.840	8.940	0.100	de5	的
37	8.940	9.120	0.180	jun1	军
38	9.120	9.240	0.120	dui4	队
39	9.240	9.430	0.190	jiao1	交
40	9.430	9.680	0.250	feng1	锋
41	9.680	9.900	0.220	le5	了
42	11.040	11.120	0.080	zhe4	这
43	11.120	11.290	0.170	yi1	一
44	11.290	11.630	0.340	lai2	来
45	11.830	12.010	0.180	ke3	可
46	12.010	12.200	0.190	ji2	急
47	12.200	12.350	0.150	huai4	坏
48	12.460	12.530	0.070	le5	了
49	12.530	12.620	0.090	yi2	一
50	12.620	12.720	0.100	ge4	个
51	12.720	13.150	0.430	ren2	人
52	13.530	13.590	0.060	jiu4	就
53	13.590	13.740	0.150	shi4	是
54	13.740	14.000	0.260	qiao2	谯
55	14.000	14.180	0.180	jun4	郡
56	14.180	14.330	0.150	ren2	人
57	14.330	14.540	0.210	cao2	曹
58	14.540	14.920	0.380	cao1	操
59	15.980	16.140	0.160	cao2	曹
60	16.140	16.300	0.160	cao1	操
61	16.300	16.410	0.110	de5	的
62	16.410	16.570	0.160	fu4	父
63	16.570	16.750	0.180	qin1	亲
64	16.750	16.940	0.190	cao2	曹
65	16.940	17.170	0.230	song1	嵩
66	17.170	17.320	0.150	ben3	本
67	17.320	17.440	0.120	lai2	来
68	17.440	17.640	0.200	xing4	姓
69	17.640	17.840	0.200	xia4	夏
70	17.840	18.280	0.440	hou2	侯
71	18.310	18.450	0.140	yin1	因
72	18.760	18.790	0.030	wei4	为
73	19.130	19.260	0.130	zuo4	做
74	19.260	19.360	0.100	le5	了
75	19.360	19.580	0.220	huan4	宦
76	19.580	19.770	0.190	guan1	官
77	19.770	19.940	0.170	cao2	曹
78	19.940	20.120	0.180	teng2	腾
79	20.120	20.190	0.070	de5	的
80	20.190	20.440	0.250	yang3	养
81	20.440	20.630	0.190	zi5	子
82	20.930	21.100	0.170	jiu4	就
83	21.100	21.280	0.180	gai3	改
84	21.280	21.480	0.200	xing4	姓
85	21.480	21.590	0.110	le5	了
86	21.590	22.070	0.480	cao2	曹
87	23.240	23.410	0.170	cao2	曹
88	23.410	23.610	0.200	cao1	操
89	23.610	23.780	0.170	zi4	自
90	23.780	23.920	0.140	ji3	己
91	23.920	24.030	0.110	dui4	对
92	24.030	24.290	0.260	huan4	宦
93	24.290	24.450	0.160	guan1	官
94	24.450	24.570	0.120	mei2	没
95	24.570	24.800	0.230	hao3	好
96	24.800	25.220	0.420	gan3	感
97	25.870	25.980	0.110	er4	二
98	25.980	26.120	0.140	shi2	十
99	26.120	26.260	0.140	sui4	岁
100	26.260	26.350	0.090	na4	那
101	26.460	26.800	0.340	nian2	年
102	27.110	27.270	0.160	ta1	他
103	27.270	27.400	0.130	zai4	在
104	27.400	27.550	0.150	luo4	洛
105	27.550	27.740	0.190	yang2	阳
106	27.740	27.950	0.210	cheng2	城
107	27.950	28.130	0.180	bei3	北
108	28.130	28.330	0.200	dang1	当
109	28.330	28.420	0.090	le5	了
110	28.420	28.490	0.070	yi2	一
111	28.490	28.590	0.100	ge4	个
112	28.590	28.790	0.200	xiao3	小
113	28.790	28.940	0.150	di4	地
114	28.940	29.130	0.190	fang1	方
115	29.130	29.540	0.410	guan1	官
116	30.200	30.280	0.080	ta1	他
117	30.280	30.420	0.140	yi1	一
118	30.420	30.640	0.220	shang4	上
119	30.640	30.870	0.230	ren4	任
120	31.150	31.280	0.130	jiu4	就
121	31.280	31.460	0.180	jiao4	叫
122	31.460	31.630	0.170	ren2	人
123	31.630	31.780	0.150	zuo4	做
124	31.780	31.890	0.110	le5	了
125	31.890	32.080	0.190	shi2	十
126	32.080	32.230	0.150	ji3	几
127	32.230	32.430	0.200	gen1	根
128	32.430	32.550	0.120	wu3	五
129	32.550	32.750	0.200	se4	色
130	32.750	33.020	0.270	bang4	棒
131	33.260	33.420	0.160	fang4	放
132	33.420	33.520	0.100	zai4	在
133	33.520	33.720	0.200	men2	门
134	33.720	34.200	0.480	qian2	前
135	34.800	34.870	0.070	you3	有
136	34.870	35.030	0.160	ren2	人
137	35.030	35.200	0.170	fan4	犯
138	35.200	35.290	0.090	le5	了
139	35.290	35.590	0.300	fa3	法
140	35.880	36.000	0.120	bu4	不
141	36.000	36.160	0.160	guan3	管
142	36.160	36.270	0.110	shi4	是
143	36.270	36.500	0.230	hao2	豪
144	36.500	36.900	0.400	qiang2	强
145	36.990	37.090	0.100	hai2	还
146	37.090	37.240	0.150	shi4	是
147	37.240	37.460	0.220	gui4	贵
148	37.460	37.760	0.300	zu2	族
149	38.070	38.180	0.110	dou1	都
150	38.180	38.300	0.120	de2	得
151	38.300	38.500	0.200	an4	按
152	38.500	38.720	0.220	zhang1	章
153	38.720	38.860	0.140	fa3	法
154	38.860	39.050	0.190	shou4	受
155	39.050	39.270	0.220	ze2	责
156	39.270	39.570	0.300	da3	打
157	40.660	40.800	0.140	you3	有
158	40.800	40.890	0.090	yi1	一
159	40.890	41.280	0.390	hui2	回
160	41.710	41.920	0.210	huan4	宦
161	41.920	42.140	0.220	guan1	官
162	42.140	42.350	0.210	jian3	蹇
163	42.350	42.500	0.150	shuo4	硕
164	42.500	42.610	0.110	de5	的
165	42.610	42.810	0.200	shu1	叔
166	42.810	43.010	0.200	fu4	父
167	43.010	43.200	0.190	fan4	犯
168	43.200	43.260	0.060	le5	了
169	43.260	43.400	0.140	ye4	夜
170	43.400	43.670	0.270	xing2	行
171	43.670	43.810	0.140	zui4	罪
172	43.810	44.090	0.280	pian1	偏
173	44.700	44.880	0.180	pian1	偏
