index	onset	offset	duration	pinyin	hanzi
1	1.040	1.240	0.200	mo4	末
2	1.240	1.330	0.090	liao3	了
3	1.860	2.050	0.190	ta1	他
4	2.050	2.180	0.130	de5	的
5	2.180	2.380	0.200	jiang4	将
6	2.380	2.510	0.130	shi4	士
7	2.510	2.640	0.130	men5	们
8	2.640	2.760	0.120	dou1	都
9	2.760	2.950	0.190	ge4	个
10	2.950	3.080	0.130	ge4	个
11	3.080	3.380	0.300	man2	埋
12	3.380	3.670	0.290	yuan4	怨
13	4.210	4.340	0.130	pao3	跑
14	4.340	4.470	0.130	le5	了
15	4.470	4.640	0.170	jiang1	将
16	4.640	4.820	0.180	jin4	近
17	4.820	4.890	0.070	yi2	一
18	4.890	5.270	0.380	ban4	半
19	6.330	6.400	0.070	yuan2	袁
20	6.400	6.570	0.170	shu4	术
21	6.570	6.760	0.190	cha4	差
22	6.760	6.840	0.080	bu5	不
23	6.840	6.980	0.140	duo1	多
24	6.980	7.170	0.190	cheng2	成
25	7.170	7.260	0.090	le5	了
26	7.260	7.360	0.100	ge4	个
27	7.360	7.570	0.210	guang1	光
28	7.570	7.720	0.150	gan3	杆
29	7.720	7.970	0.250	huang2	皇
30	7.970	8.100	0.130	di4	帝
31	8.100	8.250	0.150	zhe4	这
32	8.250	8.390	0.140	cai2	才
33	8.390	8.610	0.220	xiang3	想
34	8.610	8.730	0.120	qi3	起
35	8.730	8.820	0.090	le5	了
36	8.820	8.960	0.140	ta1	他
37	8.960	9.120	0.160	ge1	哥
38	9.120	9.220	0.100	ge1	哥
39	9.220	9.420	0.200	yuan2	袁
40	9.420	9.610	0.190	shao4	绍
41	9.610	9.730	0.120	ta1	他
42	10.850	10.980	0.130	dai4	带
43	10.980	11.100	0.120	zhe5	着
44	11.100	11.280	0.180	sheng4	剩
45	11.280	11.400	0.120	xia4	下
46	11.400	11.510	0.110	lai2	来
47	11.510	11.600	0.090	de5	的
48	11.600	11.680	0.080	yi4	一
49	11.680	11.790	0.110	dian3	点
50	11.790	11.850	0.060	er2	儿
51	11.850	12.020	0.170	ren2	人
52	12.020	12.240	0.220	ma3	马
53	12.410	12.620	0.210	li2	离
54	12.620	12.780	0.160	kai1	开
55	12.780	12.980	0.200	shou4	寿
56	12.980	13.280	0.300	chun1	春
57	13.440	13.620	0.180	qu4	去
58	13.620	13.840	0.220	he2	河
59	13.840	14.000	0.160	bei3	北
60	14.000	14.190	0.190	zhao3	找
61	14.190	14.360	0.170	yuan2	袁
62	14.360	14.550	0.190	shao4	绍
63	14.550	14.710	0.160	gang1	刚
64	15.970	16.110	0.140	zou3	走
65	16.110	16.220	0.110	dao4	到
