index	onset	offset	duration	pinyin	hanzi
1	1.030	1.160	0.130	zhu1	诸
2	1.160	1.310	0.150	ge3	葛
3	1.310	1.540	0.230	liang4	亮
4	1.540	1.740	0.200	gen1	跟
5	1.740	1.910	0.170	lu3	鲁
6	1.910	2.130	0.220	su4	肃
7	2.130	2.300	0.170	dao4	到
8	2.300	2.510	0.210	chai2	柴
9	2.510	2.720	0.210	sang1	桑
10	2.720	2.870	0.150	jian4	见
11	2.870	2.940	0.070	le5	了
12	2.940	3.180	0.240	sun1	孙
13	3.180	3.710	0.530	quan2	权
14	4.380	4.570	0.190	sun1	孙
15	4.570	4.790	0.220	quan2	权
16	4.790	4.950	0.160	zao3	早
17	4.950	5.140	0.190	ting1	听
18	5.140	5.260	0.120	shuo1	说
19	5.260	5.440	0.180	zhu1	诸
20	5.440	5.560	0.120	ge3	葛
21	5.560	5.730	0.170	liang4	亮
22	5.730	5.800	0.070	de5	的
23	5.800	6.020	0.220	ming2	名
24	6.020	6.380	0.360	wang4	望
25	6.690	6.850	0.160	hen3	很
26	6.850	7.070	0.220	ke4	客
27	7.070	7.210	0.140	qi4	气
28	7.210	7.300	0.090	di4	地
29	7.300	7.430	0.130	dui4	对
30	7.430	7.560	0.130	ta1	他
31	7.560	7.990	0.430	shuo1	说
32	9.130	9.260	0.130	jian4	见
33	9.260	9.370	0.110	dao4	到
34	9.370	9.540	0.170	zhu1	诸
35	9.540	9.660	0.120	ge3	葛
36	9.660	9.890	0.230	xian1	先
37	9.890	10.180	0.290	sheng1	生
38	10.470	10.530	0.060	wo3	我
39	10.530	10.750	0.220	tai4	太
40	10.750	10.900	0.150	gao1	高
41	10.900	11.200	0.300	xing4	兴
42	11.200	11.410	0.210	le5	了
43	11.780	11.890	0.110	bu4	不
44	11.890	12.010	0.120	zhi1	知
45	12.010	12.140	0.130	dao4	道
46	12.140	12.190	0.050	you3	有
47	12.190	12.360	0.170	shen2	什
48	12.360	12.470	0.110	me5	么
49	12.470	12.610	0.140	zhi3	指
50	12.610	12.860	0.250	jiao4	教
51	12.920	12.980	0.060	zhu1	诸
52	14.380	14.500	0.120	ge3	葛
53	14.500	14.680	0.180	liang4	亮
54	14.680	14.900	0.220	xiang3	想
55	14.900	15.080	0.180	ji1	激
56	15.080	15.220	0.140	ji1	激
57	15.220	15.350	0.130	zhe4	这
58	15.350	15.430	0.080	ge5	个
59	15.430	15.590	0.160	he2	和
60	15.590	15.740	0.150	zi4	自
61	15.740	15.880	0.140	ji3	己
62	15.880	16.070	0.190	nian2	年
63	16.070	16.180	0.110	ji4	纪
64	16.180	16.370	0.190	cha4	差
65	16.370	16.480	0.110	bu5	不
66	16.480	16.630	0.150	duo1	多
67	16.630	16.720	0.090	de5	的
68	16.720	16.920	0.200	nian2	年
69	16.920	17.140	0.220	qing1	轻
70	17.140	17.480	0.340	ren2	人
71	17.850	17.930	0.080	jiu4	就
72	17.930	18.110	0.180	kai1	开
73	18.110	18.300	0.190	men2	门
74	18.300	18.490	0.190	jian4	见
75	18.490	18.710	0.220	shan1	山
76	18.710	18.790	0.080	di4	地
77	18.790	19.200	0.410	shuo1	说
78	20.330	20.530	0.200	jiang1	将
79	20.530	20.660	0.130	jun1	军
80	20.660	20.800	0.140	ying1	应
81	20.800	20.940	0.140	gai1	该
82	20.940	21.100	0.160	zi4	自
83	21.100	21.240	0.140	ji3	己
84	21.240	21.430	0.190	gu1	估
85	21.430	21.650	0.220	liang2	量
86	21.650	21.710	0.060	yi1	一
87	21.710	22.050	0.340	xia4	下
88	22.720	22.850	0.130	neng2	能
89	22.850	22.990	0.140	gen1	跟
90	22.990	23.150	0.160	cao2	曹
91	23.150	23.320	0.170	cao1	操
92	23.320	23.500	0.180	dui4	对
93	23.500	23.810	0.310	di2	敌
94	23.810	23.880	0.070	jiu4	就
95	24.250	24.410	0.160	zao3	早
96	24.410	24.540	0.130	dian3	点
97	24.540	24.610	0.070	er2	儿
98	24.610	24.720	0.110	gen1	跟
99	24.720	24.810	0.090	ta1	他
100	24.810	25.020	0.210	duan4	断
101	25.020	25.140	0.120	jue2	绝
102	25.140	25.360	0.220	lai2	来
103	25.360	25.730	0.370	wang3	往
104	26.370	26.460	0.090	yao4	要
105	26.460	26.610	0.150	shi4	是
