index	onset	offset	duration	pinyin	hanzi
1	0.990	1.140	0.150	zhu1	诸
2	1.140	1.290	0.150	ge3	葛
3	1.290	1.460	0.170	liang4	亮
4	1.460	1.610	0.150	hui2	回
5	1.610	1.710	0.100	dao4	到
6	1.710	1.980	0.270	cheng2	成
7	1.980	2.180	0.200	du1	都
8	2.330	2.490	0.160	rang4	让
9	2.490	2.720	0.230	jiang4	将
10	2.720	2.820	0.100	shi4	士
11	2.820	2.930	0.110	men5	们
12	2.930	3.090	0.160	hao3	好
13	3.090	3.230	0.140	hao3	好
14	3.230	3.470	0.240	xiu1	休
15	3.470	3.670	0.200	zheng3	整
16	3.670	3.710	0.040	yi1	一
17	3.710	3.930	0.220	xia4	下
18	4.040	4.190	0.150	zhun3	准
19	4.190	4.330	0.140	bei4	备
20	4.330	4.540	0.210	zheng1	征
21	4.540	4.700	0.160	tao3	讨
22	4.700	4.890	0.190	wei4	魏
23	4.890	5.120	0.230	guo2	国
24	5.900	6.140	0.240	zhuan3	转
25	6.140	6.280	0.140	guo4	过
26	6.280	6.360	0.080	le5	了
27	6.360	6.610	0.250	nian2	年
28	6.780	7.010	0.230	wei4	魏
29	7.010	7.160	0.150	wen2	文
30	7.160	7.300	0.140	di4	帝
31	7.300	7.540	0.240	cao2	曹
32	7.540	7.750	0.210	pi1	丕
33	7.750	7.960	0.210	bing4	病
34	7.960	8.160	0.200	si3	死
35	8.160	8.290	0.130	le5	了
36	8.450	8.560	0.110	ta1	他
37	8.560	8.640	0.080	de5	的
38	8.640	8.860	0.220	er2	儿
39	8.860	8.960	0.100	zi5	子
40	8.960	9.220	0.260	cao2	曹
41	9.220	9.400	0.180	rui4	叡
42	9.400	9.590	0.190	ji2	即
43	9.590	9.790	0.200	wei4	位
44	9.920	10.100	0.180	jiu4	就
45	10.100	10.260	0.160	shi4	是
46	10.260	10.430	0.170	wei4	魏
47	10.430	10.660	0.230	ming2	明
48	10.660	10.850	0.190	di4	帝
49	11.950	12.100	0.150	zhu1	诸
50	12.100	12.260	0.160	ge3	葛
51	12.260	12.460	0.200	liang4	亮
52	12.460	12.670	0.210	ting1	听
53	12.670	12.810	0.140	shuo1	说
54	12.810	12.900	0.090	le5	了
55	12.900	13.040	0.140	zhe4	这
56	13.040	13.210	0.170	jian4	件
57	13.210	13.470	0.260	shi4	事
58	13.600	13.810	0.210	jue2	觉
59	13.810	13.920	0.110	zhe5	着
60	13.920	14.130	0.210	bei3	北
61	14.130	14.330	0.200	fa2	伐
62	14.330	14.410	0.080	de5	的
63	14.410	14.590	0.180	shi2	时
64	14.590	14.730	0.140	ji1	机
65	14.730	14.950	0.220	dao4	到
66	14.950	15.060	0.110	le5	了
67	15.580	15.820	0.240	gong1	公
68	15.820	15.950	0.130	yuan2	元
69	15.950	16.550	0.600	227	227
70	16.550	16.760	0.210	nian2	年
71	17.040	17.110	0.070	ta1	他
72	17.110	17.220	0.110	gei3	给
73	17.220	17.480	0.260	hou4	后
74	17.480	17.610	0.130	zhu3	主
75	17.610	17.790	0.180	liu2	刘
76	17.790	18.090	0.300	chan2	禅
77	18.090	18.300	0.210	shang4	上
78	18.300	18.370	0.070	le5	了
79	18.370	18.430	0.060	yi2	一
80	18.430	18.510	0.080	ge4	个
81	18.510	18.700	0.190	zou4	奏
82	18.700	18.980	0.280	zhang1	章
83	19.260	19.470	0.210	da4	大
84	19.470	19.570	0.100	yi4	意
85	19.570	19.690	0.120	shi4	是
86	19.690	19.940	0.250	shuo1	说
87	21.070	21.370	0.300	xian1	先
88	21.370	21.510	0.140	di4	帝
89	21.510	21.770	0.260	chuang4	创
90	21.770	21.870	0.100	li4	立
91	21.870	22.120	0.250	ji1	基
92	22.120	22.360	0.240	ye4	业
93	22.620	22.810	0.190	ban4	半
94	22.810	22.900	0.090	dao4	道
95	22.900	22.960	0.060	er2	儿
96	22.960	23.150	0.190	shang4	上
97	23.150	23.330	0.180	yan4	晏
98	23.330	23.540	0.210	jia4	驾
99	23.540	23.710	0.170	le5	了
100	24.140	24.330	0.190	xian4	现
101	24.330	24.430	0.100	zai4	在
102	24.430	24.660	0.230	tian1	天
103	24.660	24.790	0.130	xia4	下
104	24.790	25.030	0.240	san1	三
105	25.030	25.290	0.260	fen1	分
106	25.590	25.720	0.130	zan2	咱
107	25.720	25.810	0.090	men5	们
108	25.810	26.030	0.220	shu3	蜀
109	26.030	26.180	0.150	guo2	国
110	26.180	26.360	0.180	zui4	最
111	26.360	26.610	0.250	ruo4	弱
112	26.940	27.110	0.170	zhen1	真
113	27.110	27.230	0.120	shi4	是
114	27.230	27.360	0.130	dao4	到
115	27.360	27.440	0.080	le5	了
116	27.440	27.700	0.260	sheng1	生
117	27.700	27.870	0.170	si3	死
118	27.870	28.120	0.250	cun2	存
119	28.120	28.290	0.170	wang2	亡
120	28.290	28.350	0.060	de5	的
121	28.350	28.550	0.200	guan1	关
122	28.550	28.770	0.220	tou2	头
123	29.790	29.980	0.190	xi1	希
124	29.980	30.160	0.180	wang4	望
125	30.160	30.310	0.150	nin2	您
126	30.310	30.470	0.160	neng2	能
127	30.470	30.700	0.230	guang1	光
128	30.700	30.820	0.120	da4	大
129	30.820	31.110	0.290	xian1	先
130	31.110	31.210	0.100	di4	帝
131	31.210	31.300	0.090	de5	的
132	31.300	31.490	0.190	mei3	美
133	31.490	31.820	0.330	de2	德
134	32.070	32.320	0.250	fa1	发
135	32.320	32.510	0.190	yang2	扬
136	32.510	32.720	0.210	zhi4	志
137	32.720	32.870	0.150	shi4	士
138	32.870	32.980	0.110	de5	的
139	32.980	33.200	0.220	zheng4	正
140	33.200	33.460	0.260	qi4	气
141	34.030	34.130	0.100	yao4	要
142	34.130	34.410	0.280	qin1	亲
143	34.410	34.590	0.180	jin4	近
144	34.590	34.780	0.190	zhong1	忠
145	34.780	35.060	0.280	chen2	臣
146	35.190	35.420	0.230	xin4	信
147	35.420	35.560	0.140	ren4	任
148	35.560	35.690	0.130	ta1	他
149	35.690	35.860	0.170	men5	们
150	36.490	36.670	0.180	zhe4	这
151	36.670	36.910	0.240	yang4	样
152	37.130	37.370	0.240	han4	汉
153	37.370	37.540	0.170	shi4	室
154	37.540	37.760	0.220	fu4	复
155	37.760	37.960	0.200	xing1	兴
156	37.960	38.030	0.070	de5	的
157	38.030	38.180	0.150	ri4	日
158	38.180	38.290	0.110	zi5	子
159	38.290	38.470	0.180	yi2	一
160	38.470	38.600	0.130	ding4	定
161	38.600	38.730	0.130	hui4	会
162	38.730	38.880	0.150	dao4	到
163	38.880	39.040	0.160	lai2	来
164	39.040	39.190	0.150	de5	的
165	40.320	40.480	0.160	you4	又
166	40.480	40.820	0.340	shuo1	说
167	41.950	42.080	0.130	wo3	我
168	42.080	42.240	0.160	ben3	本
169	42.240	42.370	0.130	lai2	来
170	42.370	42.540	0.170	shi4	是
171	42.540	42.580	0.040	yi2	一
172	42.580	42.670	0.090	ge4	个
173	42.670	42.930	0.260	ping2	平
174	42.930	43.270	0.340	min2	民
175	43.460	43.640	0.180	bing4	并
176	43.640	43.720	0.080	bu4	不
177	43.720	43.890	0.170	xiang3	想
178	43.890	44.110	0.220	xian3	显
179	44.110	44.250	0.140	lu4	露
180	44.250	44.410	0.160	zi4	自
181	44.410	44.630	0.220	ji3	己
182	45.290	45.530	0.240	xian1	先
183	45.530	45.660	0.130	di4	帝
184	45.660	45.810	0.150	bu4	不
185	45.810	46.060	0.250	xian2	嫌
186	46.060	46.130	0.070	wo3	我
187	46.130	46.320	0.190	di4	地
188	46.320	46.450	0.130	wei4	位
189	46.450	46.590	0.140	bei1	卑
190	46.590	46.890	0.300	xia4	下
191	47.260	47.520	0.260	san1	三
192	47.520	47.670	0.150	ci4	次
193	47.670	47.770	0.100	dao4	到
194	47.770	47.940	0.170	mao2	茅
195	47.940	48.090	0.150	lu2	庐
196	48.090	48.400	0.310	kan4	看
197	48.400	48.570	0.170	wo3	我
198	49.120	49.190	0.070	you4	又
199	49.190	49.320	0.130	ba3	把
200	49.320	49.520	0.200	guo2	国
201	49.520	49.680	0.160	jia1	家
202	49.680	49.850	0.170	da4	大
203	49.850	50.010	0.160	shi4	事
204	50.010	50.240	0.230	tuo1	托
205	50.240	50.390	0.150	fu4	付
206	50.390	50.520	0.130	gei3	给
207	50.520	50.710	0.190	wo3	我
208	51.460	51.570	0.110	wo3	我
209	51.570	51.680	0.110	yao4	要
210	51.680	51.900	0.220	jin3	尽
211	51.900	52.030	0.130	yi1	一
212	52.030	52.220	0.190	qie4	切
213	52.220	52.380	0.160	li4	力
214	52.380	52.620	0.240	liang4	量
215	52.670	53.040	0.370	ping2	平
216	53.040	53.220	0.180	ding4	定
217	53.220	53.430	0.210	zhong1	中
218	53.430	53.680	0.250	yuan2	原
219	54.040	54.200	0.160	wan2	完
220	54.200	54.380	0.180	cheng2	成
221	54.380	54.680	0.300	xian1	先
222	54.680	54.810	0.130	di4	帝
223	54.810	54.910	0.100	de5	的
224	54.910	55.130	0.220	yi2	遗
225	55.130	55.330	0.200	yuan4	愿
226	56.560	56.700	0.140	zhu1	诸
227	56.700	56.860	0.160	ge3	葛
228	56.860	57.040	0.180	liang4	亮
229	57.040	57.260	0.220	xian1	先
230	57.260	57.430	0.170	fang4	放
231	57.430	57.540	0.110	chu1	出
232	57.540	57.760	0.220	feng1	风
233	57.760	58.000	0.240	sheng1	声
234	58.230	58.390	0.160	shuo1	说
235	58.390	58.510	0.120	yao4	要
236	58.510	58.700	0.190	cong2	从
237	58.700	58.980	0.280	xie2	斜
238	58.980	59.140	0.160	gu3	谷
239	59.140	59.330	0.190	chu1	出
240	59.330	59.560	0.230	shan1	山
241	59.700	60.020	0.320	xiang4	向
242	60.020	60.170	0.150	bei3	北
243	60.170	60.390	0.220	gong1	攻
244	60.390	60.500	0.110	da3	打
245	60.500	60.700	0.200	mei2	郿
246	60.700	60.930	0.230	cheng2	城
247	61.500	61.650	0.150	ta1	他
248	61.650	61.810	0.160	jiao4	叫
249	61.810	62.070	0.260	zhao4	赵
250	62.070	62.370	0.300	yun2	云
251	62.370	62.670	0.300	deng4	邓
252	62.670	62.820	0.150	zhi1	芝
253	62.820	62.950	0.130	dao4	到
254	62.950	63.190	0.240	ji1	箕
255	63.190	63.340	0.150	gu3	谷
256	63.340	63.570	0.230	tun2	屯
257	63.570	63.820	0.250	bing1	兵
258	63.940	64.110	0.170	mi2	迷
259	64.110	64.300	0.190	huo4	惑
260	64.300	64.470	0.170	wei4	魏
261	64.470	64.740	0.270	jun1	军
262	65.200	65.310	0.110	hao3	好
263	65.310	65.470	0.160	xiang4	像
264	65.470	65.720	0.250	shu3	蜀
265	65.720	65.870	0.150	jun1	军
266	65.870	65.970	0.100	de5	的
267	65.970	66.160	0.190	zhu3	主
268	66.160	66.280	0.120	li4	力
269	66.280	66.450	0.170	dou1	都
270	66.450	66.560	0.110	zai4	在
271	66.560	66.720	0.160	dong1	东
272	66.720	66.980	0.260	bian1	边
273	67.700	67.820	0.120	de2	得
274	67.820	67.920	0.100	dao4	到
275	67.920	68.090	0.170	bao4	报
276	68.090	68.390	0.300	gao4	告
277	68.420	68.660	0.240	cao2	曹
278	68.660	68.830	0.170	rui4	叡
279	68.830	69.050	0.220	ji2	急
280	69.050	69.240	0.190	mang2	忙
281	69.240	69.400	0.160	pai4	派
282	69.400	69.580	0.180	da4	大
283	69.580	69.800	0.220	jiang1	将
284	69.800	69.930	0.130	jun1	军
285	69.930	70.210	0.280	cao2	曹
286	70.210	70.450	0.240	zhen1	真
287	70.450	70.640	0.190	dai4	带
288	70.640	70.820	0.180	bing1	兵
289	70.820	70.920	0.100	dao4	到
290	70.920	71.160	0.240	mei2	郿
291	71.160	71.350	0.190	cheng2	城
292	71.350	71.460	0.110	qu4	去
293	71.460	71.700	0.240	fang2	防
294	71.700	71.910	0.210	bei4	备
295	73.030	73.180	0.150	mei2	没
296	73.180	73.390	0.210	xiang3	想
297	73.390	73.480	0.090	dao4	到
298	73.480	73.650	0.170	zhu1	诸
299	73.650	73.800	0.150	ge3	葛
300	73.800	73.990	0.190	liang4	亮
301	73.990	74.250	0.260	qin1	亲
302	74.250	74.370	0.120	zi4	自
303	74.370	74.540	0.170	dai4	带
304	74.540	74.680	0.140	ling3	领
305	74.680	74.840	0.160	da4	大
306	74.840	75.050	0.210	jun1	军
307	75.050	75.170	0.120	qu4	去
308	75.170	75.440	0.270	gong1	攻
309	75.440	75.570	0.130	da3	打
310	75.570	75.830	0.260	xi1	西
311	75.830	75.990	0.160	bian1	边
312	75.990	76.070	0.080	de5	的
313	76.070	76.310	0.240	qi2	祁
314	76.310	76.530	0.220	shan1	山
315	77.160	77.390	0.230	fang2	防
316	77.390	77.560	0.170	shou3	守
317	77.560	77.810	0.250	qi2	祁
318	77.810	77.980	0.170	shan1	山
319	77.980	78.060	0.080	de5	的
320	78.060	78.260	0.200	wei4	魏
321	78.260	78.490	0.230	jun1	军
322	78.490	78.630	0.140	ben3	本
323	78.630	78.770	0.140	lai2	来
324	78.770	78.890	0.120	jiu4	就
325	78.890	79.150	0.260	song1	松
326	79.150	79.330	0.180	song1	松
327	79.330	79.530	0.200	kua3	垮
328	79.530	79.800	0.270	kua3	垮
329	80.070	80.350	0.280	leng3	冷
330	80.350	80.460	0.110	bu4	不
331	80.460	80.630	0.170	fang2	防
332	80.630	80.770	0.140	rang4	让
333	80.770	81.020	0.250	shu3	蜀
334	81.020	81.180	0.160	jun1	军
335	81.180	81.260	0.080	zhe4	这
336	81.260	81.360	0.100	me5	么
337	81.360	81.460	0.100	yi1	一
338	81.460	81.710	0.250	chong1	冲
339	81.710	81.950	0.240	dou1	都
340	81.950	82.170	0.220	tao2	逃
341	82.170	82.450	0.280	pao3	跑
342	82.450	82.570	0.120	le5	了
343	83.220	83.440	0.220	shu3	蜀
344	83.440	83.640	0.200	jun1	军
345	83.640	83.810	0.170	chu1	出
346	83.810	83.920	0.110	le5	了
347	83.920	84.140	0.220	qi2	祁
348	84.140	84.360	0.220	shan1	山
349	84.460	84.690	0.230	mei2	没
350	84.690	84.860	0.170	fei4	费
351	84.860	85.020	0.160	duo1	多
352	85.020	85.180	0.160	da4	大
353	85.180	85.370	0.190	shi4	事
354	85.370	85.490	0.120	jiu4	就
355	85.490	85.740	0.250	zhan4	占
356	85.740	85.870	0.130	ling3	领
357	85.870	85.950	0.080	le5	了
358	85.950	86.230	0.280	tian1	天
359	86.230	86.480	0.250	shui3	水
360	86.610	86.870	0.260	nan2	南
361	86.870	87.050	0.180	an1	安
362	87.130	87.430	0.300	an1	安
363	87.430	87.630	0.200	ding4	定
364	87.630	87.860	0.230	san1	三
365	87.860	87.950	0.090	ge4	个
366	87.950	88.190	0.240	jun4	郡
367	89.390	89.480	0.090	dang1	当
368	89.480	89.590	0.110	di4	地
369	89.590	89.690	0.100	you3	有
370	89.690	89.870	0.180	bu4	不
371	89.870	90.050	0.180	shao3	少
372	90.050	90.220	0.170	ren2	人
373	90.220	90.340	0.120	dou1	都
374	90.340	90.560	0.220	gui1	归
375	90.560	90.740	0.180	shun4	顺
376	90.740	90.820	0.080	le5	了
377	90.820	91.030	0.210	shu3	蜀
378	91.030	91.280	0.250	jun1	军
379	91.830	92.080	0.250	shu3	蜀
380	92.080	92.280	0.200	jun1	军
381	92.280	92.460	0.180	gong1	攻
382	92.460	92.580	0.120	da3	打
383	92.580	92.860	0.280	tian1	天
384	92.860	93.010	0.150	shui3	水
385	93.010	93.090	0.080	de5	的
386	93.090	93.240	0.150	shi2	时
387	93.240	93.430	0.190	hou4	候
388	93.830	94.030	0.200	wei4	魏
389	94.030	94.190	0.160	guo2	国
390	94.190	94.290	0.100	de5	的
391	94.290	94.520	0.230	tian1	天
392	94.520	94.660	0.140	shui3	水
393	94.660	94.870	0.210	tai4	太
394	94.870	95.030	0.160	shou3	守
395	95.030	95.230	0.200	ma3	马
396	95.230	95.490	0.260	zun1	遵
397	95.490	95.670	0.180	zheng4	正
398	95.670	95.810	0.140	dai4	带
399	95.810	95.900	0.090	zhe5	着
400	95.900	96.150	0.250	can1	参
401	96.150	96.320	0.170	jun1	军
402	96.320	96.590	0.270	jiang1	姜
403	96.590	96.750	0.160	wei2	维
404	96.750	96.880	0.130	zai4	在
405	96.880	97.100	0.220	ge4	各
406	97.100	97.300	0.200	xian4	县
407	97.300	97.480	0.180	shi4	视
408	97.480	97.790	0.310	cha2	察
409	98.330	98.540	0.210	ting1	听
410	98.540	98.690	0.150	shuo1	说
411	98.690	98.850	0.160	you3	有
412	98.850	98.930	0.080	de5	的
413	98.930	99.180	0.250	xian4	县
414	99.180	99.360	0.180	gui1	归
415	99.360	99.540	0.180	shun4	顺
416	99.540	99.620	0.080	le5	了
417	99.620	99.830	0.210	shu3	蜀
418	99.830	100.090	0.260	jun1	军
419	100.530	100.690	0.160	ma3	马
420	100.690	100.870	0.180	zun1	遵
421	100.870	101.080	0.210	hai4	害
422	101.080	101.240	0.160	pa4	怕
423	101.240	101.450	0.210	zi4	自
424	101.450	101.560	0.110	ji3	己
425	101.560	101.680	0.120	de5	的
426	101.680	101.840	0.160	zhi4	治
427	101.840	102.040	0.200	suo3	所
428	102.040	102.330	0.290	ji4	冀
429	102.330	102.560	0.230	xian4	县
430	102.560	102.660	0.100	ye3	也
431	102.660	102.750	0.090	you3	有
432	102.750	102.900	0.150	ren2	人
433	102.900	103.070	0.170	fan3	反
434	103.070	103.340	0.270	pan4	叛
435	103.510	103.620	0.110	jiu4	就
436	103.620	103.820	0.200	xiang3	想
437	103.820	104.060	0.240	tao2	逃
438	104.060	104.140	0.080	dao4	到
439	104.140	104.400	0.260	shang4	上
440	104.400	104.600	0.200	gui1	邽
441	104.600	104.810	0.210	qu4	去
442	105.910	106.190	0.280	jiang1	姜
443	106.190	106.330	0.140	wei2	维
444	106.330	106.550	0.220	quan4	劝
445	106.550	106.640	0.090	ta1	他
446	106.640	106.810	0.170	hui2	回
447	106.810	107.020	0.210	ji4	冀
448	107.020	107.230	0.210	xian4	县
449	107.230	107.420	0.190	di3	抵
450	107.420	107.640	0.220	kang4	抗
451	107.640	107.840	0.200	shu3	蜀
452	107.840	108.160	0.320	jun1	军
453	108.320	108.410	0.090	ta1	他
454	108.410	108.620	0.210	fan3	反
455	108.620	108.740	0.120	dao4	倒
456	108.740	108.940	0.200	qi3	起
457	108.940	109.050	0.110	le5	了
458	109.050	109.180	0.130	yi2	疑
459	109.180	109.480	0.300	xin1	心
460	109.680	109.910	0.230	huai2	怀
461	109.910	110.040	0.130	yi2	疑
462	110.040	110.350	0.310	jiang1	姜
463	110.350	110.410	0.060	wei2	维
464	110.410	110.600	0.190	ye3	也
465	110.600	110.720	0.120	yao4	要
466	110.720	111.010	0.290	jiang4	降
467	111.010	111.250	0.240	shu3	蜀
468	111.700	111.820	0.120	chen4	趁
469	111.820	111.920	0.100	zhe5	着
470	111.920	112.140	0.220	jiang1	姜
471	112.140	112.220	0.080	wei2	维
472	112.220	112.390	0.170	mei2	没
473	112.390	112.600	0.210	zhu4	注
474	112.600	112.770	0.170	yi4	意
475	112.880	113.050	0.170	ta1	他
476	113.050	113.160	0.110	jiu4	就
477	113.160	113.430	0.270	qiao1	悄
478	113.430	113.620	0.190	qiao1	悄
479	113.620	113.780	0.160	qu4	去
480	113.780	113.870	0.090	le5	了
481	113.870	114.090	0.220	shang4	上
482	114.090	114.350	0.260	gui1	邽
483	115.120	115.340	0.220	jiang1	姜
484	115.340	115.450	0.110	wei2	维
485	115.450	115.660	0.210	fa1	发
486	115.660	115.800	0.140	jue2	觉
487	115.800	115.980	0.180	hou4	后
488	115.980	116.170	0.190	zhui1	追
489	116.170	116.300	0.130	dao4	到
490	116.300	116.530	0.230	shang4	上
491	116.530	116.800	0.270	gui1	邽
492	116.960	117.080	0.120	mei2	没
493	117.080	117.270	0.190	xiang3	想
494	117.270	117.340	0.070	dao4	到
495	117.340	117.550	0.210	ma3	马
496	117.550	117.750	0.200	zun1	遵
497	117.750	117.940	0.190	fa1	发
498	117.940	118.110	0.170	ling4	令
499	118.110	118.220	0.110	ba3	把
500	118.220	118.410	0.190	cheng2	城
501	118.410	118.570	0.160	men2	门
502	118.570	118.680	0.110	gei3	给
503	118.680	118.940	0.260	guan1	关
504	118.940	119.100	0.160	le5	了
505	119.210	119.340	0.130	bu4	不
506	119.340	119.480	0.140	rang4	让
507	119.480	119.560	0.080	ta1	他
508	119.560	119.790	0.230	jin4	进
509	119.790	119.960	0.170	qu4	去
510	120.690	120.910	0.220	jiang1	姜
511	120.910	121.030	0.120	wei2	维
512	121.030	121.200	0.170	zhi3	只
513	121.200	121.380	0.180	hao3	好
514	121.380	121.610	0.230	zi4	自
515	121.610	121.720	0.110	ji3	己
516	121.720	121.920	0.200	hui2	回
517	121.920	122.110	0.190	ji4	冀
518	122.110	122.350	0.240	xian4	县
519	123.480	123.580	0.100	ta1	他
520	123.580	123.700	0.120	you4	又
521	123.700	123.860	0.160	mei2	没
522	123.860	124.110	0.250	xiang3	想
523	124.110	124.320	0.210	dao4	到
524	124.520	124.720	0.200	ji4	冀
525	124.720	124.920	0.200	xian4	县
526	124.920	125.160	0.240	shou3	守
527	125.160	125.370	0.210	jiang4	将
528	125.370	125.460	0.090	ye3	也
529	125.460	125.600	0.140	bu4	不
530	125.600	125.740	0.140	rang4	让
531	125.740	125.820	0.080	ta1	他
532	125.820	126.000	0.180	jin4	进
533	126.000	126.300	0.300	cheng2	城
