index	onset	offset	duration	pinyin	hanzi
1	1.030	1.170	0.140	zui4	最
2	1.170	1.400	0.230	xian1	先
3	1.400	1.530	0.130	qi3	起
4	1.530	1.680	0.150	lai2	来
5	1.680	1.880	0.200	fan3	反
6	1.880	2.020	0.140	dui4	对
7	2.020	2.230	0.210	dong3	董
8	2.230	2.430	0.200	zhuo2	卓
9	2.430	2.650	0.220	de5	的
10	2.830	3.080	0.250	shi4	是
11	3.080	3.290	0.210	dong1	东
12	3.290	3.460	0.170	jun4	郡
13	3.460	3.640	0.180	tai4	太
14	3.640	3.830	0.190	shou3	守
15	3.830	4.090	0.260	qiao2	桥
16	4.090	4.440	0.350	mao4	瑁
17	5.170	5.280	0.110	ta1	他
18	5.280	5.450	0.170	fa1	发
19	5.450	5.610	0.160	chu1	出
20	5.610	5.700	0.090	le5	了
21	5.700	5.780	0.080	yi2	一
22	5.780	5.880	0.100	ge4	个
23	5.880	6.110	0.230	tong1	通
24	6.110	6.400	0.290	gao4	告
25	6.440	6.570	0.130	ti2	提
26	6.990	7.220	0.230	yi4	议
27	7.220	7.440	0.220	ge4	各
28	7.440	7.700	0.260	di4	地
29	7.700	7.760	0.060	yi1	一
30	7.760	7.980	0.220	tong2	同
31	7.980	8.150	0.170	qi3	起
32	8.150	8.340	0.190	bing1	兵
33	8.340	8.530	0.190	tao3	讨
34	8.530	8.710	0.180	fa2	伐
35	8.710	8.920	0.210	dong3	董
36	8.920	9.120	0.200	zhuo2	卓
37	10.460	10.660	0.200	xiao1	消
38	10.660	10.820	0.160	xi1	息
39	10.820	11.020	0.200	chuan2	传
40	11.020	11.130	0.110	dao4	到
41	11.130	11.360	0.230	ji4	冀
42	11.360	11.550	0.190	zhou1	州
43	12.240	12.420	0.180	bo2	渤
44	12.420	12.600	0.180	hai3	海
45	12.600	12.770	0.170	tai4	太
46	12.770	12.960	0.190	shou3	守
47	12.960	13.150	0.190	yuan2	袁
48	13.150	13.340	0.190	shao4	绍
49	13.340	13.510	0.170	li4	立
50	13.510	13.680	0.170	ke4	刻
51	13.680	13.860	0.180	pai4	派
52	13.860	13.980	0.120	ren2	人
53	13.980	14.110	0.130	dao4	到
54	14.110	14.310	0.200	ge4	各
55	14.310	14.450	0.140	di4	地
56	14.450	14.610	0.160	qu4	去
57	14.610	14.800	0.190	lian2	联
58	14.800	15.120	0.320	luo4	络
59	15.610	15.660	0.050	yue1	约
60	15.660	15.780	0.120	ta1	他
61	15.780	15.920	0.140	men5	们
62	15.920	16.010	0.090	yi4	一
63	16.010	16.190	0.180	qi3	起
64	16.190	16.410	0.220	chu1	出
65	16.410	16.560	0.150	bing1	兵
66	16.560	16.980	0.420	yin1	因
67	17.300	17.330	0.030	wei4	为
