index	onset	offset	duration	pinyin	hanzi
1	1.020	1.180	0.160	cao2	曹
2	1.180	1.350	0.170	cao1	操
3	1.350	1.550	0.200	ting1	听
4	1.550	1.700	0.150	shuo1	说
5	1.700	1.940	0.240	xu3	许
6	1.940	2.070	0.130	you1	攸
7	2.070	2.270	0.200	tou2	投
8	2.270	2.470	0.200	ben4	奔
9	2.470	2.600	0.130	zi4	自
10	2.600	2.740	0.140	ji3	己
11	2.740	2.950	0.210	lai2	来
12	2.950	3.170	0.220	le5	了
13	3.390	3.610	0.220	lian2	连
14	3.610	3.790	0.180	xie2	鞋
15	3.790	3.900	0.110	ye3	也
16	3.900	4.060	0.160	mei2	没
17	4.060	4.290	0.230	chuan1	穿
18	4.290	4.580	0.290	hao3	好
19	4.580	4.640	0.060	jiu4	就
20	5.120	5.290	0.170	ta1	趿
21	5.290	5.420	0.130	la1	拉
22	5.420	5.530	0.110	zhe5	着
23	5.530	5.720	0.190	pao3	跑
24	5.720	5.870	0.150	chu1	出
25	5.870	5.980	0.110	lai2	来
26	5.980	6.180	0.200	ying2	迎
27	6.180	6.380	0.200	jie1	接
28	6.380	6.660	0.280	liang3	两
29	7.680	7.740	0.060	ge4	个
30	7.740	7.860	0.120	ren2	人
31	7.860	7.980	0.120	yi1	一
32	7.980	8.220	0.240	jian4	见
33	8.220	8.560	0.340	mian4	面
34	8.880	9.020	0.140	cao2	曹
35	9.020	9.200	0.180	cao1	操
36	9.200	9.350	0.150	jiu4	就
37	9.350	9.490	0.140	wen4	问
38	9.490	9.720	0.230	xu3	许
39	9.720	9.870	0.150	you1	攸
40	9.870	9.960	0.090	you3	有
41	9.960	10.150	0.190	shen2	什
42	10.150	10.240	0.090	me5	么
43	10.240	10.390	0.150	da3	打
44	10.390	10.570	0.180	bai4	败
45	10.570	10.730	0.160	yuan2	袁
46	10.730	10.870	0.140	shao4	绍
47	10.870	10.960	0.090	de5	的
48	10.960	11.170	0.210	miao4	妙
49	11.170	11.580	0.410	ji4	计
50	12.440	12.670	0.230	xu3	许
51	12.670	12.840	0.170	you1	攸
52	12.840	13.060	0.220	wen4	问
53	13.060	13.160	0.100	nin2	您
54	13.190	13.250	0.060	ying2	营
55	14.550	14.620	0.070	li3	里
56	14.620	14.820	0.200	hai2	还
57	14.820	14.860	0.040	you3	有
58	14.860	15.060	0.200	duo1	多
59	15.060	15.230	0.170	shao3	少
60	15.230	15.470	0.240	liang2	粮
61	15.470	15.650	0.180	shi2	食
62	17.050	17.220	0.170	cao2	曹
63	17.220	17.440	0.220	cao1	操
64	17.440	17.620	0.180	hui2	回
65	17.620	17.790	0.170	da2	答
66	17.790	18.230	0.440	shuo1	说
67	19.340	19.510	0.170	hai2	还
68	19.510	19.640	0.130	gou4	够
69	19.640	19.840	0.200	chi1	吃
70	19.840	19.970	0.130	yi1	一
71	19.970	20.290	0.320	nian2	年
72	20.290	20.540	0.250	de5	的
73	21.780	21.970	0.190	xu3	许
74	21.970	22.080	0.110	you1	攸
75	22.080	22.330	0.250	leng3	冷
76	22.330	22.560	0.230	xiao4	笑
77	22.560	22.660	0.100	le5	了
78	22.660	22.750	0.090	yi1	一
79	22.750	22.970	0.220	sheng1	声
80	22.970	23.200	0.230	shuo1	说
81	24.450	24.570	0.120	bu2	不
82	24.570	24.800	0.230	dui4	对
83	24.800	25.060	0.260	ba5	吧
84	25.060	25.250	0.190	nin2	您
85	25.670	25.770	0.100	zai4	再
86	25.770	26.030	0.260	xiang3	想
87	26.030	26.450	0.420	xiang3	想
88	27.640	27.790	0.150	cao2	曹
89	27.790	27.990	0.200	cao1	操
90	27.990	28.140	0.150	lian2	连
91	28.140	28.320	0.180	mang2	忙
92	28.320	28.500	0.180	gai3	改
93	28.500	28.730	0.230	kou3	口
94	28.730	28.950	0.220	shuo1	说
95	28.950	29.160	0.210	hai2	还
96	30.550	30.580	0.030	you3	有
97	30.580	30.770	0.190	ban4	半
98	30.770	31.040	0.270	nian2	年
99	31.040	31.300	0.260	de5	的
100	32.520	32.720	0.200	xu3	许
101	32.720	32.830	0.110	you1	攸
102	32.830	33.060	0.230	zhan4	站
103	33.060	33.180	0.120	qi3	起
104	33.180	33.450	0.270	shen1	身
105	33.450	33.730	0.280	lai2	来
106	34.000	34.150	0.150	ting3	挺
107	34.150	34.230	0.080	bu4	不
108	34.230	34.390	0.160	gao1	高
109	34.390	34.610	0.220	xing4	兴
110	34.610	34.700	0.090	di4	地
111	34.700	34.950	0.250	shuo1	说
112	36.310	36.400	0.090	nin2	您
113	36.400	36.520	0.120	dao4	到
114	36.520	36.680	0.160	di3	底
115	36.680	36.890	0.210	xiang3	想
116	36.890	36.950	0.060	bu4	不
117	36.950	37.140	0.190	xiang3	想
118	37.140	37.260	0.120	da3	打
119	37.260	37.420	0.160	bai4	败
120	37.420	37.590	0.170	yuan2	袁
121	37.590	37.930	0.340	shao4	绍
122	38.590	38.650	0.060	wo3	我
123	38.650	38.840	0.190	cheng2	诚
124	38.840	39.030	0.190	xin1	心
125	39.030	39.220	0.190	cheng2	诚
126	39.220	39.300	0.080	yi4	意
127	39.300	39.430	0.130	lai2	来
128	39.430	39.620	0.190	tou2	投
129	39.620	39.810	0.190	ben4	奔
130	39.810	39.980	0.170	nin2	您
131	39.980	40.080	0.100	nin2	您
132	40.620	40.730	0.110	zen3	怎
133	40.730	40.810	0.080	me5	么
134	40.810	40.910	0.100	bu4	不
135	40.910	41.070	0.160	shuo1	说
136	41.070	41.260	0.190	shi2	实
137	41.260	41.500	0.240	hua4	话
138	41.500	41.780	0.280	na4	呐
139	43.020	43.160	0.140	cao2	曹
140	43.160	43.350	0.190	cao1	操
141	43.350	43.490	0.140	bu4	不
142	43.490	43.700	0.210	hao3	好
143	43.700	43.820	0.120	yi4	意
