index	onset	offset	duration	pinyin	hanzi
1	0.980	1.120	0.140	zhe4	这
2	1.120	1.260	0.140	yi1	一
3	1.260	1.580	0.320	hui2	回
4	1.900	2.080	0.180	lun2	轮
5	2.080	2.150	0.070	zhe5	着
6	2.150	2.230	0.080	na4	那
7	2.230	2.400	0.170	xie1	些
8	2.400	2.710	0.310	jiang1	将
9	2.710	2.830	0.120	jun1	军
10	2.830	2.960	0.130	men5	们
11	2.960	3.210	0.250	fan3	反
12	3.210	3.380	0.170	dui4	对
13	3.380	3.540	0.160	ta1	他
14	3.540	3.660	0.120	le5	了
15	4.100	4.180	0.080	ta1	他
16	4.180	4.290	0.110	men5	们
17	4.290	4.530	0.240	shuo1	说
18	5.710	5.810	0.100	yao4	要
19	5.810	5.960	0.150	da3	打
20	5.960	6.140	0.180	liu2	刘
21	6.140	6.430	0.290	bei4	备
22	6.550	6.700	0.150	jiu4	就
23	6.700	6.830	0.130	gai1	该
24	6.830	7.050	0.220	zao3	早
25	7.050	7.250	0.200	da3	打
26	7.930	8.110	0.180	xian4	现
27	8.110	8.200	0.090	zai4	在
28	8.200	8.300	0.100	dou1	都
29	8.300	8.480	0.180	guo4	过
30	8.480	8.560	0.080	le5	了
31	8.560	8.770	0.210	qi1	七
32	8.770	8.920	0.150	ba1	八
33	8.920	9.010	0.090	ge4	个
34	9.010	9.210	0.200	yue4	月
35	9.710	9.800	0.090	ren2	人
36	9.800	9.870	0.070	jia1	家
37	9.870	9.990	0.120	ba3	把
38	9.990	10.190	0.200	zhu3	主
39	10.190	10.310	0.120	yao4	要
40	10.310	10.500	0.190	guan1	关
41	10.500	10.620	0.120	kou3	口
42	10.620	10.730	0.110	dou1	都
43	10.730	10.950	0.220	zhan4	占
44	10.950	11.060	0.110	le5	了
45	11.450	11.570	0.120	zan2	咱
46	11.570	11.660	0.090	men5	们
47	11.660	11.740	0.080	yao4	要
48	11.740	11.850	0.110	shi4	是
49	11.850	12.040	0.190	da3	打
50	12.040	12.170	0.130	guo4	过
51	12.170	12.360	0.190	qu4	去
52	12.470	12.680	0.210	hai2	还
53	12.680	12.760	0.080	you3	有
54	12.760	12.840	0.080	ge4	个
55	12.840	12.990	0.150	hao3	好
56	12.990	13.090	0.100	er2	儿
57	13.090	13.230	0.140	ma5	吗
58	14.480	14.690	0.210	lu4	陆
59	14.690	14.940	0.250	xun4	逊
60	14.940	15.110	0.170	yao2	摇
61	15.110	15.200	0.090	zhe5	着
62	15.200	15.440	0.240	tou2	头
63	15.440	15.670	0.230	shuo1	说
64	16.840	16.910	0.070	ni3	你
65	16.910	17.010	0.100	men5	们
66	17.010	17.180	0.170	shuo1	说
67	17.180	17.260	0.080	de2	得
68	17.260	17.400	0.140	bu2	不
69	17.400	17.640	0.240	dui4	对
70	18.190	18.330	0.140	liu2	刘
71	18.330	18.500	0.170	bei4	备
72	18.500	18.630	0.130	shi4	是
73	18.630	18.800	0.170	da3	打
74	18.800	18.960	0.160	zhang4	仗
75	18.960	19.030	0.070	de5	的
76	19.030	19.190	0.160	lao3	老
77	19.190	19.450	0.260	shou3	手
78	19.830	20.020	0.190	gang1	刚
79	20.020	20.140	0.120	lai2	来
80	20.140	20.230	0.090	de5	的
81	20.230	20.370	0.140	shi2	时
82	20.370	20.580	0.210	hou4	候
83	20.640	20.810	0.170	ta1	他
84	20.810	20.960	0.150	ren2	人
85	20.960	21.170	0.210	qiang2	强
86	21.170	21.330	0.160	ma3	马
87	21.330	21.600	0.270	zhuang4	壮
88	21.630	21.890	0.260	kao3	考
89	21.890	21.990	0.100	lv4	虑
90	21.990	22.060	0.070	de2	得
91	22.060	22.230	0.170	hen3	很
92	22.230	22.410	0.180	zhou1	周
93	22.410	22.620	0.210	dao4	到
94	22.990	23.070	0.080	wo3	我
95	23.070	23.200	0.130	men5	们
96	23.200	23.320	0.120	yao4	要
97	23.320	23.490	0.170	da3	打
98	23.490	23.580	0.090	ye3	也
99	23.580	23.740	0.160	da3	打
100	23.740	23.860	0.120	bu4	不
101	23.860	24.050	0.190	guo4	过
102	24.650	24.840	0.190	xian4	现
103	24.840	24.940	0.100	zai4	在
104	24.940	25.060	0.120	ta1	他
105	25.060	25.160	0.100	de5	的
106	25.160	25.360	0.200	jiang4	将
107	25.360	25.480	0.120	shi4	士
108	25.480	25.570	0.090	dou1	都
109	25.570	25.820	0.250	pi2	疲
110	25.820	26.050	0.230	fa2	乏
111	26.050	26.170	0.120	le5	了
112	26.550	26.580	0.030	wo3	我
113	26.580	26.710	0.130	men5	们
114	26.710	26.840	0.130	zheng4	正
115	26.840	26.950	0.110	gai1	该
116	26.950	27.150	0.200	da3	打
117	27.150	27.280	0.130	chu1	出
118	27.280	27.430	0.150	qu4	去
119	28.660	28.870	0.210	lu4	陆
120	28.870	29.090	0.220	xun4	逊
121	29.090	29.290	0.200	pai4	派
122	29.290	29.360	0.070	le5	了
123	29.360	29.460	0.100	yi1	一
124	29.460	29.580	0.120	zhi1	支
125	29.580	29.730	0.150	ren2	人
126	29.730	29.890	0.160	ma3	马
127	29.890	30.040	0.150	qu4	去
128	30.040	30.270	0.230	gong1	攻
129	30.270	30.390	0.120	da3	打
130	30.390	30.600	0.210	liu2	刘
131	30.600	30.750	0.150	bei4	备
132	30.750	30.840	0.090	de5	的
133	30.840	30.920	0.080	yi2	一
134	30.920	31.000	0.080	ge4	个
135	31.000	31.230	0.230	jun1	军
136	31.230	31.480	0.250	ying2	营
137	31.830	31.980	0.150	jie2	结
138	31.980	32.100	0.120	guo3	果
139	32.100	32.320	0.220	chi1	吃
140	32.320	32.410	0.090	le5	了
141	32.410	32.480	0.070	ge4	个
142	32.480	32.650	0.170	bai4	败
143	32.650	32.880	0.230	zhang4	仗
144	33.380	33.600	0.220	jiang1	将
145	33.600	33.710	0.110	jun1	军
146	33.710	33.830	0.120	men5	们
147	33.830	33.970	0.140	you4	又
148	33.970	34.110	0.140	you3	有
149	34.110	34.300	0.190	li3	理
150	34.300	34.460	0.160	le5	了
151	34.930	35.120	0.190	han2	韩
152	35.120	35.300	0.180	dang1	当
153	35.300	35.500	0.200	shuo1	说
154	36.650	36.980	0.330	shu3	蜀
155	36.980	37.160	0.180	ying2	营
156	37.160	37.270	0.110	yi2	一
157	37.270	37.380	0.110	ge4	个
158	37.380	37.640	0.260	jie1	接
159	37.640	37.730	0.090	yi2	一
160	37.730	37.920	0.190	ge4	个
161	38.060	38.250	0.190	hu4	互
162	38.250	38.440	0.190	xiang1	相
163	38.440	38.620	0.180	jie1	接
164	38.620	38.860	0.240	ying1	应
165	39.310	39.460	0.150	zan2	咱
166	39.460	39.550	0.090	men5	们
167	39.550	39.640	0.090	zhe4	这
168	39.640	39.750	0.110	me5	么
169	39.750	40.020	0.270	da3	打
170	40.240	40.430	0.190	bai2	白
171	40.430	40.540	0.110	bai2	白
172	40.540	40.630	0.090	di4	地
