index	onset	offset	duration	pinyin	hanzi
1	1.030	1.210	0.180	gong1	公
2	1.210	1.290	0.080	yuan2	元
3	1.290	1.830	0.540	208	208
4	1.830	2.310	0.480	nian2	年
5	2.660	2.800	0.140	cao2	曹
6	2.800	3.000	0.200	cao1	操
7	3.000	3.190	0.190	fei4	废
8	3.190	3.350	0.160	chu2	除
9	3.350	3.430	0.080	le5	了
10	3.430	3.700	0.270	san1	三
11	3.700	3.910	0.210	gong1	公
12	3.910	4.030	0.120	ba3	把
13	4.030	4.270	0.240	han4	汉
14	4.270	4.440	0.170	chao2	朝
15	4.440	4.620	0.180	chu1	初
16	4.620	4.830	0.210	qi1	期
17	4.830	5.040	0.210	cheng2	丞
18	5.040	5.210	0.170	xiang4	相
19	5.210	5.300	0.090	de5	的
20	5.300	5.460	0.160	zhi2	职
21	5.460	5.620	0.160	wei4	位
22	5.620	5.730	0.110	you4	又
23	5.730	5.960	0.230	hui1	恢
24	5.960	6.120	0.160	fu4	复
25	6.120	6.270	0.150	qi3	起
26	6.270	6.540	0.270	lai2	来
27	7.350	7.480	0.130	zi4	自
28	7.480	7.630	0.150	ran2	然
29	7.630	7.760	0.130	shi4	是
30	7.760	7.920	0.160	cao2	曹
31	7.920	8.110	0.190	cao1	操
32	8.110	8.280	0.170	zi4	自
33	8.280	8.430	0.150	ji3	己
34	8.430	8.590	0.160	dang1	当
35	8.590	8.680	0.090	le5	了
36	8.680	8.900	0.220	cheng2	丞
37	8.900	9.270	0.370	xiang4	相
38	9.570	9.700	0.130	ba3	把
39	9.700	9.890	0.190	da4	大
40	9.890	10.120	0.230	quan2	权
41	10.120	10.230	0.110	dou1	都
42	10.230	10.440	0.210	zhang3	掌
43	10.440	10.510	0.070	wo4	握
44	10.510	10.620	0.110	zai4	在
45	10.620	10.880	0.260	shou3	手
46	10.880	11.260	0.380	li3	里
47	11.810	11.970	0.160	dao4	到
48	11.970	12.080	0.110	le5	了
49	12.080	12.380	0.300	qi1	七
50	12.380	12.630	0.250	yue4	月
51	12.970	13.140	0.170	ta1	他
52	13.140	13.260	0.120	jiu4	就
53	13.260	13.510	0.250	qin1	亲
54	13.510	13.650	0.140	zi4	自
55	13.650	13.840	0.190	shuai4	率
56	13.840	14.010	0.170	ling3	领
57	14.010	14.170	0.160	da4	大
58	14.170	14.390	0.220	jun1	军
59	14.390	14.520	0.130	qu4	去
60	14.520	14.700	0.180	zheng1	征
61	14.700	14.870	0.170	tao3	讨
62	14.870	15.140	0.270	jing1	荆
63	15.140	15.280	0.140	zhou1	州
64	16.550	16.710	0.160	liu2	刘
65	16.710	16.900	0.190	bei4	备
66	16.900	17.040	0.140	zai4	在
67	17.040	17.280	0.240	fan2	樊
68	17.280	17.480	0.200	cheng2	城
69	17.480	17.650	0.170	ting1	听
70	17.650	17.790	0.140	shuo1	说
71	17.790	17.970	0.180	cao2	曹
72	17.970	18.150	0.180	cao1	操
73	18.150	18.320	0.170	dai4	带
74	18.320	18.500	0.180	bing1	兵
75	18.500	18.680	0.180	nan2	南
76	18.680	18.960	0.280	xia4	下
77	19.190	19.420	0.230	gang1	刚
78	19.420	19.520	0.100	yao4	要
79	19.520	19.680	0.160	qu4	去
80	19.680	19.870	0.190	ying2	迎
81	19.870	20.190	0.320	zhan4	战
82	20.700	20.760	0.060	mei2	没
83	20.760	20.900	0.140	liao4	料
84	20.900	21.080	0.180	dao4	到
85	21.080	21.210	0.130	you3	有
86	21.210	21.350	0.140	ren2	人
87	21.350	21.500	0.150	cong2	从
88	21.500	21.700	0.200	xiang1	襄
89	21.700	21.870	0.170	yang2	阳
90	21.870	22.010	0.140	tou1	偷
91	22.010	22.150	0.140	tou1	偷
92	22.150	22.350	0.200	pao3	跑
93	22.350	22.480	0.130	lai2	来
94	22.480	22.650	0.170	gao4	告
95	22.650	22.790	0.140	su4	诉
96	22.790	22.900	0.110	ta1	他
97	22.900	23.320	0.420	shuo1	说
98	24.410	24.560	0.150	liu2	刘
99	24.560	24.790	0.230	biao3	表
100	24.790	24.890	0.100	yi3	已
101	24.890	25.070	0.180	jing1	经
102	25.070	25.350	0.280	si3	死
103	25.350	25.650	0.300	le5	了
104	26.240	26.330	0.090	ta1	他
105	26.330	26.450	0.120	de5	的
106	26.450	26.630	0.180	xiao3	小
107	26.630	26.810	0.180	er2	儿
108	26.810	26.900	0.090	zi5	子
109	26.900	27.080	0.180	liu2	刘
110	27.080	27.320	0.240	cong2	琮
111	27.320	27.520	0.200	man2	瞒
112	27.520	27.620	0.100	zhe5	着
113	27.620	27.900	0.280	nin2	您
114	28.070	28.240	0.170	da3	打
115	28.240	28.420	0.180	suan4	算
116	28.420	28.560	0.140	tou2	投
117	28.560	28.760	0.200	xiang2	降
118	28.760	28.940	0.180	cao2	曹
119	28.940	29.280	0.340	cao1	操
120	29.740	29.860	0.120	lian2	连
121	29.970	30.180	0.210	jiang4	降
122	30.180	30.330	0.150	biao3	表
123	30.330	30.440	0.110	dou1	都
124	30.440	30.650	0.210	song4	送
125	30.650	30.740	0.090	guo4	过
126	30.740	30.890	0.150	qu4	去
127	30.890	31.040	0.150	le5	了
128	31.040	31.130	0.090	nin2	您
129	31.500	31.600	0.100	hai2	还
130	31.600	31.770	0.170	meng2	蒙
131	31.770	31.890	0.120	zai4	在
132	31.890	32.090	0.200	gu3	鼓
133	32.090	32.250	0.160	li3	里
134	32.250	32.520	0.270	na4	呐
135	33.730	33.870	0.140	liu2	刘
136	33.870	34.030	0.160	bei4	备
137	34.030	34.220	0.190	ting1	听
138	34.220	34.380	0.160	wan2	完
139	34.380	34.560	0.180	zhe4	这
140	34.560	34.730	0.170	hua4	话
141	35.080	35.210	0.130	qi4	气
142	35.210	35.320	0.110	de2	得
143	35.320	35.480	0.160	zhi2	直
144	35.480	35.620	0.140	da3	打
145	35.620	35.840	0.220	duo1	哆
146	35.840	36.030	0.190	suo5	嗦
147	36.030	36.210	0.180	ma4	骂
148	36.720	36.850	0.130	liu2	刘
149	36.850	37.030	0.180	cong2	琮
150	37.030	37.180	0.150	mei2	没
151	37.180	37.410	0.230	chu1	出
152	37.410	37.590	0.180	xi1	息
153	37.590	37.720	0.130	zhu1	诸
154	38.770	38.860	0.090	ge3	葛
155	38.860	39.040	0.180	liang4	亮
156	39.040	39.250	0.210	chen4	趁
157	39.250	39.440	0.190	ji1	机
158	39.440	39.700	0.260	shuo1	说
159	40.960	41.110	0.150	liu2	刘
160	41.110	41.360	0.250	cong2	琮
161	41.360	41.460	0.100	ji4	既
162	41.460	41.610	0.150	ran2	然
163	41.610	41.750	0.140	tou2	投
164	41.750	41.960	0.210	xiang2	降
165	41.960	42.030	0.070	le5	了
166	42.030	42.220	0.190	cao2	曹
167	42.220	42.540	0.320	cao1	操
168	42.810	42.970	0.160	zan2	咱
169	42.970	43.060	0.090	men5	们
170	43.060	43.160	0.100	jiu4	就
171	43.160	43.350	0.190	bie2	别
172	43.350	43.570	0.220	ke4	客
173	43.570	43.740	0.170	qi4	气
174	43.740	43.940	0.200	le5	了
175	44.280	44.430	0.150	xian1	先
176	44.430	44.560	0.130	qu4	去
177	44.560	44.760	0.200	xi2	袭
178	44.760	44.900	0.140	ji1	击
179	44.900	45.120	0.220	xiang1	襄
180	45.120	45.510	0.390	yang2	阳
181	45.910	46.040	0.130	zheng3	整
182	46.040	46.150	0.110	ge4	个
183	46.150	46.350	0.200	jing1	荆
184	46.350	46.470	0.120	zhou1	州
185	46.470	46.570	0.100	jiu4	就
186	46.570	46.750	0.180	dao4	到
187	46.750	47.010	0.260	shou3	手
188	47.010	47.240	0.230	le5	了
189	48.420	48.590	0.170	liu2	刘
190	48.590	48.760	0.170	bei4	备
191	48.760	48.920	0.160	yao2	摇
192	48.920	49.040	0.120	zhe5	着
193	49.040	49.280	0.240	tou2	头
194	49.280	49.490	0.210	shuo1	说
195	49.490	49.700	0.210	na4	那
196	51.030	51.140	0.110	ke3	可
197	51.140	51.260	0.120	bu4	不
198	51.260	51.770	0.510	xing2	行
199	52.380	52.530	0.150	liu2	刘
200	52.530	52.740	0.210	jing1	荆
201	52.740	52.870	0.130	zhou1	州
202	52.870	53.060	0.190	ba3	把
203	53.060	53.190	0.130	er2	儿
204	53.190	53.290	0.100	zi5	子
205	53.290	53.480	0.190	tuo1	托
206	53.480	53.620	0.140	fu4	付
207	53.620	53.750	0.130	gei3	给
208	53.750	53.860	0.110	le5	了
209	53.860	54.040	0.180	wo3	我
210	54.570	54.600	0.030	wo3	我
211	54.600	54.710	0.110	bu4	不
212	54.710	54.870	0.160	neng2	能
213	54.870	55.000	0.130	bei4	背
214	55.000	55.210	0.210	xin4	信
215	55.210	55.540	0.330	qi4	弃
216	55.540	55.760	0.220	yi4	义
217	56.120	56.190	0.070	ri4	日
218	56.190	56.380	0.190	hou4	后
219	56.380	56.450	0.070	wo3	我
220	56.450	56.580	0.130	hai2	还
221	56.580	56.700	0.120	de2	得
222	56.700	56.910	0.210	jian4	见
223	56.910	57.090	0.180	ren2	人
224	57.090	57.330	0.240	na4	呐
225	58.030	58.140	0.110	shi4	事
226	58.140	58.350	0.210	qing2	情
227	58.350	58.400	0.050	yi3	已
228	58.400	58.550	0.150	jing1	经
229	58.550	58.690	0.140	dao4	到
230	58.690	58.790	0.100	le5	了
231	58.790	58.930	0.140	zhe4	这
232	58.930	59.030	0.100	ge5	个
233	59.030	59.170	0.140	di4	地
234	59.170	59.340	0.170	bu4	步
235	59.750	59.920	0.170	zan2	咱
236	59.920	60.040	0.120	men5	们
237	60.040	60.200	0.160	zhi3	只
238	60.200	60.250	0.050	you3	有
239	60.250	60.390	0.140	li2	离
240	60.390	60.550	0.160	kai1	开
241	60.550	60.760	0.210	fan2	樊
242	60.760	61.080	0.320	cheng2	城
243	61.250	61.430	0.180	tui4	退
244	61.430	61.540	0.110	dao4	到
245	61.540	61.790	0.250	jiang1	江
246	61.790	61.980	0.190	ling2	陵
247	61.980	62.350	0.370	qu4	去
248	63.500	63.650	0.150	liu2	刘
249	63.650	63.850	0.200	bei4	备
250	63.850	64.000	0.150	dai4	带
251	64.000	64.100	0.100	zhe5	着
