index	onset	offset	duration	pinyin	hanzi
1	1.020	1.090	0.070	wo3	我
2	1.090	1.250	0.160	shi4	是
3	1.250	1.480	0.230	dong3	董
4	1.480	1.770	0.290	zhuo2	卓
5	1.770	1.880	0.110	te4	特
6	2.250	2.350	0.100	di4	地
7	2.350	2.520	0.170	bao3	保
8	2.520	2.680	0.160	hu4	护
9	2.680	2.900	0.220	huang2	皇
10	2.900	3.070	0.170	shang4	上
11	3.070	3.220	0.150	lai2	来
12	3.220	3.330	0.110	la5	啦
13	3.330	3.470	0.140	da4	大
14	4.570	4.670	0.100	chen2	臣
15	4.670	4.800	0.130	men5	们
16	4.800	5.060	0.260	ting1	听
17	5.060	5.320	0.260	le5	了
18	5.410	5.600	0.190	xin1	心
19	5.600	5.720	0.120	li3	里
20	5.720	5.830	0.110	dou1	都
21	5.830	6.020	0.190	lian2	连
22	6.020	6.190	0.170	lian2	连
23	6.190	6.370	0.180	jiao4	叫
24	6.370	6.840	0.470	ku3	苦
25	7.590	7.620	0.030	you3	有
26	7.620	7.730	0.110	ge4	个
27	7.730	7.890	0.160	da4	大
28	7.890	8.110	0.220	chen2	臣
29	8.110	8.250	0.140	jie1	结
30	8.250	8.380	0.130	jie1	结
31	8.380	8.560	0.180	ba1	巴
32	8.560	8.740	0.180	ba1	巴
33	8.740	8.830	0.090	di4	地
34	8.830	9.070	0.240	shuo1	说
35	10.360	10.720	0.360	ru2	如
36	11.520	11.660	0.140	ru2	如
37	11.660	12.110	0.450	jin1	今
38	12.490	12.910	0.420	luan4	乱
39	13.160	13.340	0.180	luan4	乱
40	13.340	13.440	0.100	zi5	子
41	13.440	13.540	0.100	yi3	已
42	13.540	13.710	0.170	jing1	经
43	13.710	13.980	0.270	ping2	平
44	13.980	14.170	0.190	ding4	定
45	14.170	14.200	0.030	wai4	外
46	15.020	15.140	0.120	mian4	面
47	15.140	15.230	0.090	de5	的
48	15.230	15.520	0.290	bing1	兵
49	15.800	15.990	0.190	bing1	兵
50	15.990	16.110	0.120	ma3	马
51	16.110	16.240	0.130	jiu4	就
52	16.240	16.400	0.160	bu4	不
53	16.400	16.580	0.180	bi4	必
54	16.580	17.050	0.470	jin4	进
55	17.280	17.450	0.170	jin4	进
56	17.450	17.690	0.240	jing1	京
57	17.690	17.940	0.250	le5	了
58	19.150	19.340	0.190	dong3	董
59	19.340	19.480	0.140	zhuo2	卓
60	19.480	19.610	0.130	you4	又
61	19.610	19.790	0.180	ba3	把
62	19.790	20.040	0.250	yan3	眼
63	20.040	20.100	0.060	yi1	一
64	20.100	20.480	0.380	deng4	瞪
65	20.750	21.150	0.400	shuo1	说
66	22.290	22.370	0.080	ni3	你
67	22.370	22.490	0.120	men5	们
68	22.490	22.610	0.120	zhe4	这
69	22.610	22.780	0.170	bang1	帮
70	22.780	22.920	0.140	da4	大
71	23.050	23.300	0.250	chen2	臣
72	23.420	23.630	0.210	ba3	把
73	23.630	23.820	0.190	chao2	朝
74	23.820	24.000	0.180	ting2	廷
75	24.000	24.130	0.130	nong4	弄
76	24.130	24.230	0.100	dao4	到
77	24.230	24.410	0.180	zhe4	这
78	24.410	24.510	0.100	bu4	步
79	24.510	24.760	0.250	tian2	田
80	24.760	25.060	0.300	di4	地
81	25.420	25.550	0.130	hai2	还
82	25.550	25.650	0.100	bu4	不
83	25.650	25.800	0.150	shuo1	说
84	25.800	25.960	0.160	zi4	自
