index	onset	offset	duration	pinyin	hanzi
1	1.010	1.200	0.190	meng4	孟
2	1.200	1.350	0.150	huo4	获
3	1.350	1.510	0.160	zhe4	这
4	1.510	1.590	0.080	ge5	个
5	1.590	1.790	0.200	ban4	办
6	1.790	1.930	0.140	fa3	法
7	1.930	2.160	0.230	zhen1	真
8	2.160	2.290	0.130	ba3	把
9	2.290	2.470	0.180	zhu1	诸
10	2.470	2.570	0.100	ge3	葛
11	2.570	2.740	0.170	liang4	亮
12	2.740	2.940	0.200	nan2	难
13	2.940	3.080	0.140	zhu4	住
14	3.080	3.190	0.110	le5	了
15	3.890	4.080	0.190	yan3	眼
16	4.080	4.270	0.190	kan4	看
17	4.270	4.380	0.110	dao4	到
18	4.380	4.460	0.080	le5	了
19	4.460	4.700	0.240	wu3	五
20	4.700	4.920	0.220	yue4	月
21	5.250	5.550	0.300	nan2	南
22	5.550	5.690	0.140	fang1	方
23	5.690	5.770	0.080	de5	的
24	5.770	5.980	0.210	tian1	天
25	5.980	6.210	0.230	qi4	气
26	6.210	6.330	0.120	you4	又
27	6.330	6.580	0.250	men4	闷
28	6.580	6.710	0.130	you4	又
29	6.710	6.910	0.200	re4	热
30	7.470	7.700	0.230	jiang4	将
31	7.700	7.810	0.110	shi4	士
32	7.810	7.940	0.130	men5	们
33	7.940	8.160	0.220	chuan1	穿
34	8.160	8.230	0.070	zhe5	着
35	8.230	8.350	0.120	na4	那
36	8.350	8.460	0.110	me5	么
37	8.460	8.690	0.230	hou4	厚
38	8.690	8.780	0.090	de5	的
39	8.780	9.010	0.230	kai3	铠
40	9.010	9.220	0.210	jia3	甲
41	9.310	9.590	0.280	nan2	难
42	9.590	9.760	0.170	shou4	受
43	9.760	9.980	0.220	ji2	极
44	9.980	10.120	0.140	le5	了
45	10.860	11.060	0.200	lu2	泸
46	11.060	11.270	0.210	shui3	水
47	11.270	11.530	0.260	shui3	水
48	11.530	11.740	0.210	shen1	深
49	11.740	11.930	0.190	liu2	流
50	11.930	12.240	0.310	ji2	急
51	12.460	12.560	0.100	you4	又
52	12.560	12.680	0.120	mei2	没
53	12.680	12.810	0.130	you3	有
54	12.810	13.270	0.460	chuan2	船
55	13.380	13.590	0.210	zen3	怎
56	13.590	13.690	0.100	me5	么
57	13.690	13.850	0.160	du4	渡
58	13.850	13.970	0.120	guo4	过
59	13.970	14.100	0.130	qu4	去
60	14.100	14.280	0.180	na4	呐
61	15.130	15.210	0.080	you3	有
62	15.210	15.350	0.140	xie1	些
63	15.350	15.570	0.220	jiang4	将
64	15.570	15.660	0.090	shi4	士
65	15.660	15.850	0.190	hai4	害
66	15.850	16.100	0.250	pa4	怕
67	16.100	16.220	0.120	le5	了
68	16.420	16.570	0.150	xiang3	想
69	16.570	16.750	0.180	zao3	早
70	16.750	16.880	0.130	dian3	点
71	16.880	17.070	0.190	hui2	回
72	17.070	17.230	0.160	qu4	去
73	17.990	18.160	0.170	zhu1	诸
74	18.160	18.280	0.120	ge3	葛
75	18.280	18.460	0.180	liang4	亮
76	18.460	18.560	0.100	dui4	对
77	18.560	18.680	0.120	ta1	他
78	18.680	18.790	0.110	men5	们
79	18.790	18.990	0.200	shuo1	说
80	20.130	20.290	0.160	zan2	咱
81	20.290	20.380	0.090	men5	们
82	20.380	20.550	0.170	xian4	现
83	20.550	20.660	0.110	zai4	在
84	20.660	20.870	0.210	hui2	回
85	20.870	21.010	0.140	qu4	去
86	21.010	21.160	0.150	meng4	孟
87	21.570	21.690	0.120	huo4	获
88	21.690	21.830	0.140	bi4	必
89	21.830	21.990	0.160	ran2	然
90	21.990	22.150	0.160	guo4	过
91	22.150	22.280	0.130	lai2	来
92	22.690	22.850	0.160	zan2	咱
93	22.850	22.970	0.120	men5	们
94	22.970	23.040	0.070	yi1	一
95	23.040	23.310	0.270	lai2	来
96	23.350	23.500	0.150	ta1	他
97	23.500	23.600	0.100	men5	们
98	23.600	23.710	0.110	jiu4	就
99	23.710	23.950	0.240	zou3	走
100	24.470	24.590	0.120	zhe4	这
101	24.590	24.700	0.110	me5	么
102	24.700	24.850	0.150	lai2	来
103	24.850	24.970	0.120	lai2	来
104	24.970	25.140	0.170	qu4	去
105	25.140	25.430	0.290	qu4	去
106	25.460	25.670	0.210	zen3	怎
107	25.670	25.730	0.060	me5	么
108	25.730	25.870	0.140	neng2	能
109	25.870	26.030	0.160	an1	安
110	26.030	26.190	0.160	ding4	定
111	26.190	26.310	0.120	na4	呐
112	26.870	26.990	0.120	da4	大
113	26.990	27.120	0.130	jia1	家
114	27.120	27.260	0.140	zhi3	只
115	27.260	27.350	0.090	you3	有
116	27.350	27.570	0.220	qi2	齐
117	27.570	27.740	0.170	xin1	心
118	27.740	27.950	0.210	he2	合
119	27.950	28.150	0.200	li4	力
120	28.380	28.580	0.200	xiang3	想
121	28.580	28.750	0.170	ban4	办
122	28.750	28.850	0.100	fa3	法
123	28.850	29.030	0.180	du4	渡
124	29.030	29.130	0.100	guo4	过
125	29.130	29.400	0.270	he2	河
126	29.400	29.630	0.230	qu4	去
127	29.760	29.940	0.180	da3	打
128	29.940	30.090	0.150	bai4	败
129	30.090	30.220	0.130	ta1	他
130	30.220	30.360	0.140	men5	们
131	30.570	30.710	0.140	cai2	才
132	30.710	30.860	0.150	neng2	能
133	30.860	30.930	0.070	yi4	一
134	30.930	31.130	0.200	lao2	劳
135	31.130	31.310	0.180	yong3	永
136	31.310	31.510	0.200	yi4	逸
137	32.720	32.990	0.270	jiang4	将
138	32.990	33.090	0.100	shi4	士
139	33.090	33.220	0.130	men5	们
140	33.220	33.420	0.200	zhe4	这
141	33.420	33.600	0.180	cai2	才
142	33.600	33.750	0.150	bu4	不
143	33.750	33.900	0.150	shuo1	说
144	33.900	34.020	0.120	yao4	要
145	34.020	34.260	0.240	hui2	回
146	34.260	34.380	0.120	qu4	去
147	34.380	34.450	0.070	de5	的
148	34.450	34.710	0.260	hua4	话
149	34.710	34.800	0.090	le5	了
150	35.360	35.490	0.130	zhu1	诸
151	35.490	35.630	0.140	ge3	葛
152	35.630	35.820	0.190	liang4	亮
153	35.820	36.000	0.180	kan4	看
154	36.000	36.060	0.060	le5	了
155	36.060	36.230	0.170	kan4	看
156	36.230	36.420	0.190	zhou1	周
157	36.420	36.540	0.120	wei2	围
