story_id	textgrid_file	pinyin_boundary_file	pinyin_interval_count	pinyin_last_offset_sec	word_boundary_file	word_interval_count	word_last_offset_sec	word_time_mat_file	pinyin_input_file
11	derivatives/stimulus_annotations/textgrid/story-11_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-11_pinyin.tsv	1061	275.330	derivatives/stimulus_annotations/word_boundaries/legacy/story-11_words.tsv	660	275.600	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-11_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-11_pinyin.txt
12	derivatives/stimulus_annotations/textgrid/story-12_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-12_pinyin.tsv	1201	308.280	derivatives/stimulus_annotations/word_boundaries/legacy/story-12_words.tsv	763	308.460	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-12_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-12_pinyin.txt
13	derivatives/stimulus_annotations/textgrid/story-13_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-13_pinyin.tsv	1223	303.240	derivatives/stimulus_annotations/word_boundaries/legacy/story-13_words.tsv	748	303.520	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-13_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-13_pinyin.txt
14	derivatives/stimulus_annotations/textgrid/story-14_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-14_pinyin.tsv	747	195.830	derivatives/stimulus_annotations/word_boundaries/legacy/story-14_words.tsv	490	195.880	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-14_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-14_pinyin.txt
15	derivatives/stimulus_annotations/textgrid/story-15_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-15_pinyin.tsv	1205	306.330	derivatives/stimulus_annotations/word_boundaries/legacy/story-15_words.tsv	764	306.540	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-15_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-15_pinyin.txt
16	derivatives/stimulus_annotations/textgrid/story-16_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-16_pinyin.tsv	1208	304.640	derivatives/stimulus_annotations/word_boundaries/legacy/story-16_words.tsv	756	304.840	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-16_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-16_pinyin.txt
17	derivatives/stimulus_annotations/textgrid/story-17_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-17_pinyin.tsv	1158	289.820	derivatives/stimulus_annotations/word_boundaries/legacy/story-17_words.tsv	732	290.110	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-17_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-17_pinyin.txt
18	derivatives/stimulus_annotations/textgrid/story-18_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-18_pinyin.tsv	1177	313.150	derivatives/stimulus_annotations/word_boundaries/legacy/story-18_words.tsv	754	313.430	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-18_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-18_pinyin.txt
19	derivatives/stimulus_annotations/textgrid/story-19_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-19_pinyin.tsv	1186	323.550	derivatives/stimulus_annotations/word_boundaries/legacy/story-19_words.tsv	748	323.860	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-19_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-19_pinyin.txt
20	derivatives/stimulus_annotations/textgrid/story-20_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-20_pinyin.tsv	1224	305.820	derivatives/stimulus_annotations/word_boundaries/legacy/story-20_words.tsv	755	306.100	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-20_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-20_pinyin.txt
21	derivatives/stimulus_annotations/textgrid/story-21_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-21_pinyin.tsv	1224	307.330	derivatives/stimulus_annotations/word_boundaries/legacy/story-21_words.tsv	772	307.630	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-21_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-21_pinyin.txt
22	derivatives/stimulus_annotations/textgrid/story-22_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-22_pinyin.tsv	1217	324.700	derivatives/stimulus_annotations/word_boundaries/legacy/story-22_words.tsv	752	324.900	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-22_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-22_pinyin.txt
23	derivatives/stimulus_annotations/textgrid/story-23_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-23_pinyin.tsv	1215	320.120	derivatives/stimulus_annotations/word_boundaries/legacy/story-23_words.tsv	753	320.430	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-23_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-23_pinyin.txt
24	derivatives/stimulus_annotations/textgrid/story-24_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-24_pinyin.tsv	1029	265.120	derivatives/stimulus_annotations/word_boundaries/legacy/story-24_words.tsv	663	265.420	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-24_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-24_pinyin.txt
25	derivatives/stimulus_annotations/textgrid/story-25_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-25_pinyin.tsv	1240	303.810	derivatives/stimulus_annotations/word_boundaries/legacy/story-25_words.tsv	764	304.090	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-25_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-25_pinyin.txt
26	derivatives/stimulus_annotations/textgrid/story-26_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-26_pinyin.tsv	1231	290.390	derivatives/stimulus_annotations/word_boundaries/legacy/story-26_words.tsv	777	290.700	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-26_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-26_pinyin.txt
27	derivatives/stimulus_annotations/textgrid/story-27_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-27_pinyin.tsv	1242	279.780	derivatives/stimulus_annotations/word_boundaries/legacy/story-27_words.tsv	771	280.090	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-27_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-27_pinyin.txt
28	derivatives/stimulus_annotations/textgrid/story-28_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-28_pinyin.tsv	1220	288.920	derivatives/stimulus_annotations/word_boundaries/legacy/story-28_words.tsv	777	289.220	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-28_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-28_pinyin.txt
29	derivatives/stimulus_annotations/textgrid/story-29_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-29_pinyin.tsv	1206	289.700	derivatives/stimulus_annotations/word_boundaries/legacy/story-29_words.tsv	759	290.000	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-29_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-29_pinyin.txt
30	derivatives/stimulus_annotations/textgrid/story-30_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-30_pinyin.tsv	1238	282.660	derivatives/stimulus_annotations/word_boundaries/legacy/story-30_words.tsv	775	282.960	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-30_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-30_pinyin.txt
31	derivatives/stimulus_annotations/textgrid/story-31_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-31_pinyin.tsv	1199	277.720	derivatives/stimulus_annotations/word_boundaries/legacy/story-31_words.tsv	779	278.030	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-31_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-31_pinyin.txt
32	derivatives/stimulus_annotations/textgrid/story-32_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-32_pinyin.tsv	1197	287.880	derivatives/stimulus_annotations/word_boundaries/legacy/story-32_words.tsv	727	288.200	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-32_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-32_pinyin.txt
33	derivatives/stimulus_annotations/textgrid/story-33_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-33_pinyin.tsv	1215	280.820	derivatives/stimulus_annotations/word_boundaries/legacy/story-33_words.tsv	735	281.120	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-33_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-33_pinyin.txt
34	derivatives/stimulus_annotations/textgrid/story-34_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-34_pinyin.tsv	1296	302.690	derivatives/stimulus_annotations/word_boundaries/legacy/story-34_words.tsv	811	302.710	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-34_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-34_pinyin.txt
35	derivatives/stimulus_annotations/textgrid/story-35_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-35_pinyin.tsv	1237	286.760	derivatives/stimulus_annotations/word_boundaries/legacy/story-35_words.tsv	775	286.780	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-35_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-35_pinyin.txt
36	derivatives/stimulus_annotations/textgrid/story-36_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-36_pinyin.tsv	1228	283.540	derivatives/stimulus_annotations/word_boundaries/legacy/story-36_words.tsv	759	283.560	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-36_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-36_pinyin.txt
37	derivatives/stimulus_annotations/textgrid/story-37_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-37_pinyin.tsv	952	221.730	derivatives/stimulus_annotations/word_boundaries/legacy/story-37_words.tsv	591	221.750	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-37_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-37_pinyin.txt
38	derivatives/stimulus_annotations/textgrid/story-38_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-38_pinyin.tsv	1194	271.540	derivatives/stimulus_annotations/word_boundaries/legacy/story-38_words.tsv	730	271.570	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-38_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-38_pinyin.txt
39	derivatives/stimulus_annotations/textgrid/story-39_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-39_pinyin.tsv	1197	284.080	derivatives/stimulus_annotations/word_boundaries/legacy/story-39_words.tsv	728	284.080	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-39_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-39_pinyin.txt
40	derivatives/stimulus_annotations/textgrid/story-40_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-40_pinyin.tsv	1194	280.220	derivatives/stimulus_annotations/word_boundaries/legacy/story-40_words.tsv	752	280.240	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-40_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-40_pinyin.txt
41	derivatives/stimulus_annotations/textgrid/story-41_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-41_pinyin.tsv	1158	278.210	derivatives/stimulus_annotations/word_boundaries/legacy/story-41_words.tsv	714	278.220	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-41_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-41_pinyin.txt
42	derivatives/stimulus_annotations/textgrid/story-42_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-42_pinyin.tsv	1183	271.060	derivatives/stimulus_annotations/word_boundaries/legacy/story-42_words.tsv	732	271.070	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-42_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-42_pinyin.txt
43	derivatives/stimulus_annotations/textgrid/story-43_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-43_pinyin.tsv	952	226.590	derivatives/stimulus_annotations/word_boundaries/legacy/story-43_words.tsv	603	226.610	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-43_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-43_pinyin.txt
44	derivatives/stimulus_annotations/textgrid/story-44_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-44_pinyin.tsv	1209	281.850	derivatives/stimulus_annotations/word_boundaries/legacy/story-44_words.tsv	738	281.880	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-44_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-44_pinyin.txt
45	derivatives/stimulus_annotations/textgrid/story-45_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-45_pinyin.tsv	1228	288.310	derivatives/stimulus_annotations/word_boundaries/legacy/story-45_words.tsv	775	288.330	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-45_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-45_pinyin.txt
46	derivatives/stimulus_annotations/textgrid/story-46_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-46_pinyin.tsv	1203	277.160	derivatives/stimulus_annotations/word_boundaries/legacy/story-46_words.tsv	746	277.170	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-46_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-46_pinyin.txt
47	derivatives/stimulus_annotations/textgrid/story-47_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-47_pinyin.tsv	1212	280.640	derivatives/stimulus_annotations/word_boundaries/legacy/story-47_words.tsv	757	280.660	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-47_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-47_pinyin.txt
48	derivatives/stimulus_annotations/textgrid/story-48_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-48_pinyin.tsv	796	192.370	derivatives/stimulus_annotations/word_boundaries/legacy/story-48_words.tsv	511	192.400	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-48_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-48_pinyin.txt
49	derivatives/stimulus_annotations/textgrid/story-49_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-49_pinyin.tsv	1220	281.560	derivatives/stimulus_annotations/word_boundaries/legacy/story-49_words.tsv	743	281.560	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-49_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-49_pinyin.txt
50	derivatives/stimulus_annotations/textgrid/story-50_alignment.TextGrid	derivatives/stimulus_annotations/pinyin/boundaries/story-50_pinyin.tsv	1215	284.680	derivatives/stimulus_annotations/word_boundaries/legacy/story-50_words.tsv	778	284.700	derivatives/stimulus_annotations/word_boundaries/legacy_mat/story-50_word-times.mat	derivatives/stimulus_annotations/pinyin/inputs/story-50_pinyin.txt
