onset	duration	sample	trial_type	story_id	stim_file	candidate_pair_count	selection_rule
226.644000	300.005000	226644	rest	n/a	n/a	1	last_adjacent_pair_with_duration_ge_150_s
536.676000	303.661000	536676	speech	34	audio/story-34.mp3	1	last_adjacent_pair_with_duration_ge_150_s
850.555000	287.742000	850555	speech	35	audio/story-35.mp3	1	last_adjacent_pair_with_duration_ge_150_s
1148.518000	284.552000	1148518	speech	36	audio/story-36.mp3	1	last_adjacent_pair_with_duration_ge_150_s
1442.380000	222.730000	1442380	speech	37	audio/story-37.mp3	1	last_adjacent_pair_with_duration_ge_150_s
1673.974000	272.528000	1673974	speech	38	audio/story-38.mp3	1	last_adjacent_pair_with_duration_ge_150_s
1954.910000	284.886000	1954910	speech	39	audio/story-39.mp3	1	last_adjacent_pair_with_duration_ge_150_s
2248.873000	281.214000	2248873	speech	40	audio/story-40.mp3	1	last_adjacent_pair_with_duration_ge_150_s
2538.866000	279.225000	2538866	speech	41	audio/story-41.mp3	1	last_adjacent_pair_with_duration_ge_150_s
2826.507000	272.047000	2826507	speech	42	audio/story-42.mp3	1	last_adjacent_pair_with_duration_ge_150_s
3107.474000	227.624000	3107474	speech	43	audio/story-43.mp3	1	last_adjacent_pair_with_duration_ge_150_s
3343.660000	282.869000	3343660	speech	44	audio/story-44.mp3	1	last_adjacent_pair_with_duration_ge_150_s
3634.990000	289.330000	3634990	speech	45	audio/story-45.mp3	1	last_adjacent_pair_with_duration_ge_150_s
3932.954000	278.123000	3932954	speech	46	audio/story-46.mp3	1	last_adjacent_pair_with_duration_ge_150_s
4219.772000	281.598000	4219772	speech	47	audio/story-47.mp3	1	last_adjacent_pair_with_duration_ge_150_s
4510.348000	193.371000	4510348	speech	48	audio/story-48.mp3	1	last_adjacent_pair_with_duration_ge_150_s
4712.686000	282.558000	4712686	speech	49	audio/story-49.mp3	1	last_adjacent_pair_with_duration_ge_150_s
5004.391000	285.700000	5004391	speech	50	audio/story-50.mp3	1	last_adjacent_pair_with_duration_ge_150_s
